method,p,rep,threshold_pct,n_full,n_sample,rho,rho_tilde,time_total_s,dataset,part
IForest,0.1,22,0.1,5000,500,0.88,0.9690866996048795,0.35174665693193674,shuttle,A
IForest,0.1,23,0.1,5000,500,0.88,0.9622121368485473,0.526640222989954,shuttle,A
IForest,0.1,24,0.1,5000,500,0.9,0.966415968857859,0.377638450008817,shuttle,A
IForest,0.1,25,0.1,5000,500,0.9,0.9588458833835334,0.5421704209875315,shuttle,A
IForest,0.1,26,0.1,5000,500,0.94,0.9697564230256921,0.32509112800471485,shuttle,A
IForest,0.1,27,0.1,5000,500,0.9,0.957128436513746,0.4349253090331331,shuttle,A
IForest,0.1,28,0.1,5000,500,0.92,0.9645392324548129,0.4396601039916277,shuttle,A
IForest,0.1,29,0.1,5000,500,0.92,0.9496558626234506,0.3488838670309633,shuttle,A
IForest,0.1,30,0.1,5000,500,0.92,0.9722739124302238,0.5254754659254104,shuttle,A
IForest,0.1,31,0.1,5000,500,0.94,0.9550480351132936,0.3187749459175393,shuttle,A
IForest,0.1,32,0.1,5000,500,0.98,0.9785228890606561,0.4622509350301698,shuttle,A
IForest,0.1,33,0.1,5000,500,0.94,0.9671490510193586,0.3904509450076148,shuttle,A
IForest,0.1,34,0.1,5000,500,0.88,0.9636081744326978,0.4372709379531443,shuttle,A
IForest,0.1,35,0.1,5000,500,0.94,0.9556215163558981,0.4564512490760535,shuttle,A
IForest,0.1,36,0.1,5000,500,0.94,0.9479114396457585,0.337426629033871,shuttle,A
IForest,0.1,37,0.1,5000,500,0.9,0.9706520106080425,0.5451101119397208,shuttle,A
IForest,0.1,38,0.1,5000,500,0.9,0.9722606643769137,0.3114860829664394,shuttle,A
IForest,0.1,39,0.1,5000,500,0.96,0.9733641641781364,0.44973649899475276,shuttle,A
IForest,0.1,40,0.1,5000,500,0.92,0.9548346033384133,0.45273354300297797,shuttle,A
IForest,0.1,41,0.1,5000,500,0.86,0.9726178104712419,0.3667714239563793,shuttle,A
IForest,0.1,42,0.1,5000,500,0.92,0.9341631030723269,0.5248235940234736,shuttle,A
IForest,0.1,43,0.1,5000,500,0.98,0.9746401545606181,0.3412673640996218,shuttle,A
IForest,0.1,44,0.1,5000,500,0.88,0.9624725591882612,0.5235070949420333,shuttle,A
IForest,0.1,45,0.1,5000,500,0.94,0.9772169243209038,0.3882850459776819,shuttle,A
IForest,0.1,46,0.1,5000,500,0.88,0.9690478194484257,0.5746303889900446,shuttle,A
IForest,0.1,47,0.1,5000,500,0.96,0.9660431281725125,0.40419826901052147,shuttle,A
IForest,0.1,48,0.1,5000,500,0.96,0.9780500871467528,0.49096505402121693,shuttle,A
IForest,0.1,49,0.1,5000,500,0.94,0.9797596630386519,0.3609124590875581,shuttle,A
LOF,0.1,0,0.1,5000,500,0.3,0.4513692728085435,0.42644890397787094,shuttle,A
LOF,0.1,1,0.1,5000,500,0.4,0.3790682541517683,0.5050302280578762,shuttle,A
LOF,0.1,2,0.1,5000,500,0.24,0.3069743059993748,0.408622206072323,shuttle,A
LOF,0.1,3,0.1,5000,500,0.44,0.3583434861759006,0.5191175009822473,shuttle,A
LOF,0.1,4,0.1,5000,500,0.38,0.3731287571108487,0.3961767030414194,shuttle,A
LOF,0.1,5,0.1,5000,500,0.46,0.4091885251388316,0.5366143990540877,shuttle,A
LOF,0.1,6,0.1,5000,500,0.32,0.41312853251413,0.38211874396074563,shuttle,A
LOF,0.1,7,0.1,5000,500,0.44,0.4424723386630036,0.5219793149735779,shuttle,A
LOF,0.1,8,0.1,5000,500,0.34,0.48583010973471896,0.38308854191564023,shuttle,A
LOF,0.1,9,0.1,5000,500,0.32,0.4309733424774529,0.48856182291638106,shuttle,A
LOF,0.1,10,0.1,5000,500,0.38,0.431109684650877,0.44195031106937677,shuttle,A
LOF,0.1,11,0.1,5000,500,0.38,0.40172559808930686,0.4513890239177272,shuttle,A
LOF,0.1,12,0.1,5000,500,0.44,0.41147038126264945,0.4960529770469293,shuttle,A
LOF,0.1,13,0.1,5000,500,0.42,0.4072050766020266,0.4181707230163738,shuttle,A
LOF,0.1,14,0.1,5000,500,0.36,0.38808961640707057,0.5116451490903273,shuttle,A
LOF,0.1,15,0.1,5000,500,0.44,0.43512702050808205,0.400539863971062,shuttle,A
LOF,0.1,16,0.1,5000,500,0.46,0.4540348625060438,0.5177344830008224,shuttle,A
LOF,0.1,17,0.1,5000,500,0.48,0.4406171010432147,0.4093192219734192,shuttle,A
LOF,0.1,18,0.1,5000,500,0.44,0.4812759436669114,0.5450415349332616,shuttle,A
LOF,0.1,19,0.1,5000,500,0.4,0.3877407087830482,0.381229062913917,shuttle,A
LOF,0.1,20,0.1,5000,500,0.38,0.41173351703976907,0.5223202290944755,shuttle,A
LOF,0.1,21,0.1,5000,500,0.34,0.3788000152164109,0.39577901596203446,shuttle,A
LOF,0.1,22,0.1,5000,500,0.36,0.34697337880928125,0.4861117280088365,shuttle,A
LOF,0.1,23,0.1,5000,500,0.4,0.38965576662306645,0.43739812809508294,shuttle,A
LOF,0.1,24,0.1,5000,500,0.46,0.40369521024327815,0.44175451900810003,shuttle,A
LOF,0.1,25,0.1,5000,500,0.32,0.37844733778935113,0.5032096849754453,shuttle,A
LOF,0.1,26,0.1,5000,500,0.3,0.3954754522729975,0.4238283500308171,shuttle,A
LOF,0.1,27,0.1,5000,500,0.4,0.3399691358765435,0.5138140439521521,shuttle,A
LOF,0.1,28,0.1,5000,500,0.38,0.454378649514598,0.40245721000246704,shuttle,A
LOF,0.1,29,0.1,5000,500,0.44,0.45653554909904964,0.5336103140143678,shuttle,A
LOF,0.1,30,0.1,5000,500,0.42,0.38050706255693,0.3824746949831024,shuttle,A
LOF,0.1,31,0.1,5000,500,0.34,0.43444741077681426,0.5312120029702783,shuttle,A
LOF,0.1,32,0.1,5000,500,0.34,0.32788131834764583,0.3713137829909101,shuttle,A
LOF,0.1,33,0.1,5000,500,0.44,0.4354272016667652,0.5067179170437157,shuttle,A
LOF,0.1,34,0.1,5000,500,0.44,0.4067740100095454,0.40917085797991604,shuttle,A
LOF,0.1,35,0.1,5000,500,0.4,0.3731462711155578,0.47233600495383143,shuttle,A
LOF,0.1,36,0.1,5000,500,0.4,0.4062199608798435,0.4630075440509245,shuttle,A
LOF,0.1,37,0.1,5000,500,0.48,0.32525208500834,0.4224203280173242,shuttle,A
LOF,0.1,38,0.1,5000,500,0.36,0.42927734127556777,0.5016709839692339,shuttle,A
LOF,0.1,39,0.1,5000,500,0.32,0.4055216158189821,0.405769218923524,shuttle,A
LOF,0.1,40,0.1,5000,500,0.44,0.44184875920814864,0.5279956419253722,shuttle,A
LOF,0.1,41,0.1,5000,500,0.44,0.45395432781731127,0.3857175969751552,shuttle,A
LOF,0.1,42,0.1,5000,500,0.36,0.36360087839415817,0.546885869000107,shuttle,A
LOF,0.1,43,0.1,5000,500,0.46,0.3381074328880467,0.3835012059425935,shuttle,A
LOF,0.1,44,0.1,5000,500,0.4,0.43379175292106514,0.5105212479829788,shuttle,A
LOF,0.1,45,0.1,5000,500,0.4,0.4454812968407114,0.4017131990985945,shuttle,A
LOF,0.1,46,0.1,5000,500,0.36,0.37236072559007066,0.4856603250373155,shuttle,A
LOF,0.1,47,0.1,5000,500,0.42,0.37612809992287916,0.44197824597358704,shuttle,A
LOF,0.1,48,0.1,5000,500,0.42,0.3943548407419467,0.43770726304501295,shuttle,A
LOF,0.1,49,0.1,5000,500,0.44,0.4033313488447514,0.48823824303690344,shuttle,A
KNN,0.1,0,0.1,5000,500,0.6732673267326733,0.7972361240406194,0.11848567496053874,shuttle,A
KNN,0.1,1,0.1,5000,500,0.5742574257425742,0.7872146070164823,0.13371398102026433,shuttle,A
KNN,0.1,2,0.1,5000,500,0.62,0.7689195776448826,0.15349930501542985,shuttle,A
KNN,0.1,3,0.1,5000,500,0.6336633663366337,0.8220024628219109,0.16954832698684186,shuttle,A
KNN,0.1,4,0.1,5000,500,0.6534653465346535,0.7830003587247687,0.20400423498358577,shuttle,A
KNN,0.1,5,0.1,5000,500,0.6534653465346535,0.818590899496022,0.14269329910166562,shuttle,A
KNN,0.1,6,0.1,5000,500,0.5742574257425742,0.7797180878463845,0.12326305196620524,shuttle,A
KNN,0.1,7,0.1,5000,500,0.62,0.7689322798851495,0.12078552599996328,shuttle,A
KNN,0.1,8,0.1,5000,500,0.62,0.7820108428594525,0.14969200897030532,shuttle,A
KNN,0.1,9,0.1,5000,500,0.6019417475728155,0.7856483565884167,0.15486592496745288,shuttle,A
KNN,0.1,10,0.1,5000,500,0.64,0.7541690883218325,0.20169093902222812,shuttle,A
KNN,0.1,11,0.1,5000,500,0.6862745098039216,0.7763692139405124,0.18954967497847974,shuttle,A
KNN,0.1,12,0.1,5000,500,0.6407766990291263,0.7889782617196032,0.12599753797985613,shuttle,A
KNN,0.1,13,0.1,5000,500,0.6336633663366337,0.7736401725610194,0.11953701998572797,shuttle,A
KNN,0.1,14,0.1,5000,500,0.6274509803921569,0.7737246649128858,0.12923912599217147,shuttle,A
KNN,0.1,15,0.1,5000,500,0.66,0.7916731984715204,0.1528608639491722,shuttle,A
KNN,0.1,16,0.1,5000,500,0.7,0.7836947194842939,0.17148618400096893,shuttle,A
KNN,0.1,17,0.1,5000,500,0.6470588235294118,0.760833402535463,0.19793109293095767,shuttle,A
KNN,0.1,18,0.1,5000,500,0.6019417475728155,0.7780080640061792,0.1492244479013607,shuttle,A
KNN,0.1,19,0.1,5000,500,0.7,0.8161720614306378,0.12261921202298254,shuttle,A
KNN,0.1,20,0.1,5000,500,0.5544554455445545,0.8003226684497914,0.12283142900560051,shuttle,A
KNN,0.1,21,0.1,5000,500,0.6732673267326733,0.799620037040475,0.1489008900243789,shuttle,A
KNN,0.1,22,0.1,5000,500,0.6336633663366337,0.7852859619815387,0.154080527019687,shuttle,A
KNN,0.1,23,0.1,5000,500,0.6336633663366337,0.7904280634784693,0.21090238506440073,shuttle,A
KNN,0.1,24,0.1,5000,500,0.6336633663366337,0.7844048547434209,0.19382077909540385,shuttle,A
KNN,0.1,25,0.1,5000,500,0.5825242718446602,0.7853156059100121,0.12917754997033626,shuttle,A
KNN,0.1,26,0.1,5000,500,0.62,0.7847361961778662,0.1193118350347504,shuttle,A
KNN,0.1,27,0.1,5000,500,0.54,0.7712727600952555,0.13473972107749432,shuttle,A
KNN,0.1,28,0.1,5000,500,0.5882352941176471,0.7795635815980071,0.1535087740048766,shuttle,A
KNN,0.1,29,0.1,5000,500,0.68,0.7943721261154991,0.17228131101001054,shuttle,A
KNN,0.1,30,0.1,5000,500,0.6862745098039216,0.780105518600012,0.1970220380462706,shuttle,A
KNN,0.1,31,0.1,5000,500,0.64,0.8098484072622768,0.14506824396084994,shuttle,A
KNN,0.1,32,0.1,5000,500,0.66,0.8074038127813344,0.12202781403902918,shuttle,A
KNN,0.1,33,0.1,5000,500,0.6534653465346535,0.8003163424020885,0.12105152092408389,shuttle,A
KNN,0.1,34,0.1,5000,500,0.62,0.8068086033630661,0.14826149493455887,shuttle,A
KNN,0.1,35,0.1,5000,500,0.5769230769230769,0.7993449807498009,0.15889414201956242,shuttle,A
KNN,0.1,36,0.1,5000,500,0.64,0.7587698305967047,0.20631123997736722,shuttle,A
KNN,0.1,37,0.1,5000,500,0.5544554455445545,0.738090765846359,0.18762355495709926,shuttle,A
KNN,0.1,38,0.1,5000,500,0.62,0.7813482032351999,0.13308850000612438,shuttle,A
KNN,0.1,39,0.1,5000,500,0.594059405940594,0.7884329508189349,0.1262396560050547,shuttle,A
KNN,0.1,40,0.1,5000,500,0.68,0.7945931426235516,0.1391373120713979,shuttle,A
KNN,0.1,41,0.1,5000,500,0.594059405940594,0.7878046509271568,0.15356665197759867,shuttle,A
KNN,0.1,42,0.1,5000,500,0.54,0.7883171361948396,0.19248760910704732,shuttle,A
KNN,0.1,43,0.1,5000,500,0.6213592233009708,0.767468076035643,0.21263620699755847,shuttle,A
KNN,0.1,44,0.1,5000,500,0.5882352941176471,0.7822304460615077,0.1503894339548424,shuttle,A
KNN,0.1,45,0.1,5000,500,0.72,0.7888107377101536,0.14276785496622324,shuttle,A
KNN,0.1,46,0.1,5000,500,0.58,0.7997330955034349,0.14472176996059716,shuttle,A
KNN,0.1,47,0.1,5000,500,0.74,0.7903098381321289,0.14861840999219567,shuttle,A
KNN,0.1,48,0.1,5000,500,0.7,0.7723939997745926,0.18004210898652673,shuttle,A
KNN,0.1,49,0.1,5000,500,0.6666666666666666,0.7841518373531694,0.19479102501645684,shuttle,A
OCSVM,0.1,0,0.1,5000,500,1.0,0.9967181308725234,2.119602833990939,shuttle,A
OCSVM,0.1,1,0.1,5000,500,1.0,0.9918551354205416,2.103117479942739,shuttle,A
OCSVM,0.1,2,0.1,5000,500,0.98,0.9888855312753779,2.0914246150059626,shuttle,A
OCSVM,0.1,3,0.1,5000,500,1.0,0.9969948999795998,2.1018553650937974,shuttle,A
OCSVM,0.1,4,0.1,5000,500,1.0,0.9891850524806515,2.122336914995685,shuttle,A
OCSVM,0.1,5,0.1,5000,500,1.0,0.9955154380617522,2.098445918993093,shuttle,A
OCSVM,0.1,6,0.1,5000,500,0.98,0.9990530281893858,2.081075049005449,shuttle,A
OCSVM,0.1,7,0.1,5000,500,1.0,0.9915983343933376,2.0901905139908195,shuttle,A
OCSVM,0.1,8,0.1,5000,500,0.94,0.9689210276841107,2.122078123036772,shuttle,A
OCSVM,0.1,9,0.1,5000,500,1.0,0.9964132336529345,2.151161171030253,shuttle,A
OCSVM,0.1,10,0.1,5000,500,0.98,0.988878259513038,2.152709446963854,shuttle,A
OCSVM,0.1,11,0.1,5000,500,1.0,0.9966531386125543,2.0795967869926244,shuttle,A
OCSVM,0.1,12,0.1,5000,500,0.96,0.998563546254185,2.118568846024573,shuttle,A
OCSVM,0.1,13,0.1,5000,500,1.0,0.9969463237852951,2.109653000952676,shuttle,A
OCSVM,0.1,14,0.1,5000,500,0.98,0.9847258589034356,2.0677518990123644,shuttle,A
OCSVM,0.1,15,0.1,5000,500,0.96,0.9958867675470701,2.0555424590129405,shuttle,A
OCSVM,0.1,16,0.1,5000,500,1.0,0.999566462265849,2.0891756920609623,shuttle,A
OCSVM,0.1,17,0.1,5000,500,1.0,0.9965020575884798,2.1750591760501266,shuttle,A
OCSVM,0.1,18,0.1,5000,500,0.98,0.9971971007211334,2.189457664033398,shuttle,A
OCSVM,0.1,19,0.1,5000,500,1.0,0.9964640178560713,2.1458253560122102,shuttle,A
OCSVM,0.1,20,0.1,5000,500,0.98,0.9986699146796586,2.1078391569899395,shuttle,A
OCSVM,0.1,21,0.1,5000,500,1.0,0.9933712694850779,2.098120470996946,shuttle,A
OCSVM,0.1,22,0.1,5000,500,1.0,0.9977779751119004,2.6810004650615156,shuttle,A
OCSVM,0.1,23,0.1,5000,500,0.98,0.9963236652946611,2.13170634501148,shuttle,A
OCSVM,0.1,24,0.1,5000,500,0.98,0.9953306373225492,2.1322605150053278,shuttle,A
OCSVM,0.1,25,0.1,5000,500,0.98,0.9988404113616455,2.143989673932083,shuttle,A
OCSVM,0.1,26,0.1,5000,500,1.0,0.9991828207116709,2.169608875992708,shuttle,A
OCSVM,0.1,27,0.1,5000,500,0.98,0.9963032172128687,2.17834464693442,shuttle,A
OCSVM,0.1,28,0.1,5000,500,0.96,0.997386005544022,2.180820404086262,shuttle,A
OCSVM,0.1,29,0.1,5000,500,0.98,0.9974139416557667,2.1962235539685935,shuttle,A
OCSVM,0.1,30,0.1,5000,500,1.0,0.9861759447037788,2.086601799004711,shuttle,A
OCSVM,0.1,31,0.1,5000,500,1.0,0.9977772071088283,2.1534105190075934,shuttle,A
OCSVM,0.1,32,0.1,5000,500,1.0,0.9986938186498857,2.123870207928121,shuttle,A
OCSVM,0.1,33,0.1,5000,500,1.0,0.9865327045147451,2.122764788917266,shuttle,A
OCSVM,0.1,34,0.1,5000,500,0.98,0.9896749657086641,2.1163003569236025,shuttle,A
OCSVM,0.1,35,0.1,5000,500,1.0,0.9997357109428435,2.089825745089911,shuttle,A
OCSVM,0.1,36,0.1,5000,500,1.0,0.9975463261853047,2.135617637075484,shuttle,A
OCSVM,0.1,37,0.1,5000,500,0.96,0.993566150264601,2.1378161390312016,shuttle,A
OCSVM,0.1,38,0.1,5000,500,1.0,0.9986610826443304,2.1956254680408165,shuttle,A
OCSVM,0.1,39,0.1,5000,500,0.96,0.9827911631646526,2.150539804948494,shuttle,A
OCSVM,0.1,40,0.1,5000,500,0.98,0.9977141588017752,2.163614075980149,shuttle,A
OCSVM,0.1,41,0.1,5000,500,1.0,0.9975397981591926,2.1477733330102637,shuttle,A
OCSVM,0.1,42,0.1,5000,500,0.98,0.9967146748586992,2.121387502993457,shuttle,A
OCSVM,0.1,43,0.1,5000,500,1.0,0.9987262669050674,2.1492806839523837,shuttle,A
OCSVM,0.1,44,0.1,5000,500,1.0,0.995184236736947,2.121346318977885,shuttle,A
OCSVM,0.1,45,0.1,5000,500,1.0,0.9946474985899941,2.116821198957041,shuttle,A
OCSVM,0.1,46,0.1,5000,500,1.0,0.9971182604730419,2.122625874937512,shuttle,A
OCSVM,0.1,47,0.1,5000,500,1.0,0.9966156024624097,2.1423244120087475,shuttle,A
OCSVM,0.1,48,0.1,5000,500,1.0,0.9976854066860767,2.134662595926784,shuttle,A
OCSVM,0.1,49,0.1,5000,500,1.0,0.9947073068292273,2.2105129309929907,shuttle,A
Mahalanobis,0.1,0,0.1,5000,500,0.96,0.9941429205716823,0.03457836096640676,shuttle,A
Mahalanobis,0.1,1,0.1,5000,500,0.92,0.9634254857019429,0.03178476099856198,shuttle,A
Mahalanobis,0.1,2,0.1,5000,500,0.84,0.9814214296857187,0.02610868902411312,shuttle,A
Mahalanobis,0.1,3,0.1,5000,500,0.88,0.9527137628550514,0.021221457980573177,shuttle,A
Mahalanobis,0.1,4,0.1,5000,500,0.76,0.9540524882099529,0.021603859029710293,shuttle,A
Mahalanobis,0.1,5,0.1,5000,500,0.86,0.8822280729122917,0.01761586999054998,shuttle,A
Mahalanobis,0.1,6,0.1,5000,500,0.9,0.9166656186624746,0.017611739924177527,shuttle,A
Mahalanobis,0.1,7,0.1,5000,500,0.88,0.897130596522386,0.016265117097645998,shuttle,A
Mahalanobis,0.1,8,0.1,5000,500,0.9,0.9592371809487237,0.016157467965967953,shuttle,A
Mahalanobis,0.1,9,0.1,5000,500,0.92,0.9635512462049848,0.01634329801890999,shuttle,A
Mahalanobis,0.1,10,0.1,5000,500,0.78,0.910946299785199,0.014054366969503462,shuttle,A
Mahalanobis,0.1,11,0.1,5000,500,0.84,0.9458416713666854,0.013927952968515456,shuttle,A
Mahalanobis,0.1,12,0.1,5000,500,0.8,0.9040375361501446,0.014015792985446751,shuttle,A
Mahalanobis,0.1,13,0.1,5000,500,0.96,0.9534696698786794,0.014882500050589442,shuttle,A
Mahalanobis,0.1,14,0.1,5000,500,0.9,0.9122942411769648,0.01438109704758972,shuttle,A
Mahalanobis,0.1,15,0.1,5000,500,0.76,0.8456343585374341,0.01409783202689141,shuttle,A
Mahalanobis,0.1,16,0.1,5000,500,0.94,0.9588346513386051,0.015287411981262267,shuttle,A
Mahalanobis,0.1,17,0.1,5000,500,0.84,0.9713565574262297,0.014894115971401334,shuttle,A
Mahalanobis,0.1,18,0.1,5000,500,0.88,0.9653122772491088,0.01424453197978437,shuttle,A
Mahalanobis,0.1,19,0.1,5000,500,0.96,0.9926527066108265,0.01671238394919783,shuttle,A
Mahalanobis,0.1,20,0.1,5000,500,0.86,0.9187883791535164,0.017772851046174765,shuttle,A
Mahalanobis,0.1,21,0.1,5000,500,0.92,0.9583645374581498,0.01480395591352135,shuttle,A
Mahalanobis,0.1,22,0.1,5000,500,0.76,0.9523839055356221,0.015235148021019995,shuttle,A
Mahalanobis,0.1,23,0.1,5000,500,0.9,0.9241256165024658,0.018179350066930056,shuttle,A
Mahalanobis,0.1,24,0.1,5000,500,0.94,0.9773417013668053,0.01593242702074349,shuttle,A
Mahalanobis,0.1,25,0.1,5000,500,0.78,0.8989479797919191,0.01628914591856301,shuttle,A
Mahalanobis,0.1,26,0.1,5000,500,0.94,0.9935977343909375,0.018525791936554015,shuttle,A
Mahalanobis,0.1,27,0.1,5000,500,0.86,0.9688948195792783,0.015132038039155304,shuttle,A
Mahalanobis,0.1,28,0.1,5000,500,0.9,0.96262532250129,0.015958069008775055,shuttle,A
Mahalanobis,0.1,29,0.1,5000,500,0.86,0.9811495565982264,0.015485442010685802,shuttle,A
Mahalanobis,0.1,30,0.1,5000,500,0.88,0.9297879111516446,0.014551640953868628,shuttle,A
Mahalanobis,0.1,31,0.1,5000,500,0.86,0.8799091836367345,0.015172556973993778,shuttle,A
Mahalanobis,0.1,32,0.1,5000,500,0.88,0.9708884595538383,0.016144260996952653,shuttle,A
Mahalanobis,0.1,33,0.1,5000,500,0.86,0.9610177960711842,0.01457476697396487,shuttle,A
Mahalanobis,0.1,34,0.1,5000,500,0.92,0.9866631466525867,0.014767637010663748,shuttle,A
Mahalanobis,0.1,35,0.1,5000,500,0.84,0.904187680750723,0.01527653995435685,shuttle,A
Mahalanobis,0.1,36,0.1,5000,500,0.8,0.9470708602834411,0.013672193046659231,shuttle,A
Mahalanobis,0.1,37,0.1,5000,500,0.88,0.9128843555374221,0.015360831981524825,shuttle,A
Mahalanobis,0.1,38,0.1,5000,500,0.92,0.9544929379717518,0.015411844942718744,shuttle,A
Mahalanobis,0.1,39,0.1,5000,500,0.9,0.9742345529382117,0.018601575982756913,shuttle,A
Mahalanobis,0.1,40,0.1,5000,500,0.82,0.9608398113592453,0.01937990903388709,shuttle,A
Mahalanobis,0.1,41,0.1,5000,500,0.96,0.9675291181164724,0.01842072291765362,shuttle,A
Mahalanobis,0.1,42,0.1,5000,500,0.88,0.8683180972723891,0.018306569079868495,shuttle,A
Mahalanobis,0.1,43,0.1,5000,500,0.96,0.9910998043992175,0.018099783919751644,shuttle,A
Mahalanobis,0.1,44,0.1,5000,500,0.9,0.9363189132756531,0.022266299929469824,shuttle,A
Mahalanobis,0.1,45,0.1,5000,500,0.78,0.854564218256873,0.02500531100668013,shuttle,A
Mahalanobis,0.1,46,0.1,5000,500,0.76,0.888255553022212,0.026526908040978014,shuttle,A
Mahalanobis,0.1,47,0.1,5000,500,0.88,0.9054496057984232,0.024436715058982372,shuttle,A
Mahalanobis,0.1,48,0.1,5000,500,0.92,0.8987146988587955,0.02887732593808323,shuttle,A
Mahalanobis,0.1,49,0.1,5000,500,0.8,0.9672113568454274,0.031970127020031214,shuttle,A
KMeans,0.1,0,0.1,5000,500,0.88,0.9477946981670882,0.24133343005087227,shuttle,A
KMeans,0.1,1,0.1,5000,500,0.48,0.5726943845222034,0.1223367020720616,shuttle,A
KMeans,0.1,2,0.1,5000,500,0.84,0.8736231474595455,0.12601780402474105,shuttle,A
KMeans,0.1,3,0.1,5000,500,0.62,0.6352312921707198,0.12323135603219271,shuttle,A
KMeans,0.1,4,0.1,5000,500,0.72,0.6126918855859662,0.12325451290234923,shuttle,A
KMeans,0.1,5,0.1,5000,500,0.44,0.7377822168356407,0.15502291498705745,shuttle,A
KMeans,0.1,6,0.1,5000,500,0.58,0.6902713062182483,0.327388436999172,shuttle,A
KMeans,0.1,7,0.1,5000,500,0.56,0.7629575798303192,0.13175650406628847,shuttle,A
KMeans,0.1,8,0.1,5000,500,0.56,0.7952447840650112,0.1377035550540313,shuttle,A
KMeans,0.1,9,0.1,5000,500,0.72,0.7870939672661244,0.11945017089601606,shuttle,A
KMeans,0.1,10,0.1,5000,500,0.54,0.5756431665726662,0.12393535999581218,shuttle,A
KMeans,0.1,11,0.1,5000,500,0.58,0.6791125724502899,0.13389269704930484,shuttle,A
KMeans,0.1,12,0.1,5000,500,0.54,0.6955806703226812,0.2964662340236828,shuttle,A
KMeans,0.1,13,0.1,5000,500,0.46,0.7439138630711866,0.16259739501401782,shuttle,A
KMeans,0.1,14,0.1,5000,500,0.74,0.742814395257581,0.13388537894934416,shuttle,A
KMeans,0.1,15,0.1,5000,500,0.36,0.4683949935799743,0.1247466200729832,shuttle,A
KMeans,0.1,16,0.1,5000,500,0.62,0.7728494375912999,0.14122127601876855,shuttle,A
KMeans,0.1,17,0.1,5000,500,0.78,0.9421248951105781,0.14171132794581354,shuttle,A
KMeans,0.1,18,0.1,5000,500,0.68,0.8690506490598119,0.3297438049921766,shuttle,A
KMeans,0.1,19,0.1,5000,500,0.9,0.9338003176124783,0.1560138319619,shuttle,A
KMeans,0.1,20,0.1,5000,500,0.74,0.8048626787674196,0.11994666897226125,shuttle,A
KMeans,0.1,21,0.1,5000,500,0.56,0.7680964581230961,0.11936582205817103,shuttle,A
KMeans,0.1,22,0.1,5000,500,0.74,0.6565644822579291,0.14706509106326848,shuttle,A
KMeans,0.1,23,0.1,5000,500,0.58,0.6992274369097475,0.19744535104837269,shuttle,A
KMeans,0.1,24,0.1,5000,500,0.58,0.9042818479384533,0.2924960079835728,shuttle,A
KMeans,0.1,25,0.1,5000,500,0.6,0.6450927243708975,0.12961837800685316,shuttle,A
KMeans,0.1,26,0.1,5000,500,0.86,0.9445441248527399,0.13059499906376004,shuttle,A
KMeans,0.1,27,0.1,5000,500,0.74,0.6986581234002888,0.1544180620694533,shuttle,A
KMeans,0.1,28,0.1,5000,500,0.74,0.6512547635395145,0.14230381406378,shuttle,A
KMeans,0.1,29,0.1,5000,500,0.66,0.8849046808564359,0.16783555899746716,shuttle,A
KMeans,0.1,30,0.1,5000,500,0.68,0.788067795184808,0.31036529096309096,shuttle,A
KMeans,0.1,31,0.1,5000,500,0.44,0.6642237448363494,0.1414063839474693,shuttle,A
KMeans,0.1,32,0.1,5000,500,0.8,0.9335641758788686,0.14242589694913477,shuttle,A
KMeans,0.1,33,0.1,5000,500,0.74,0.9249690242746114,0.11572582903318107,shuttle,A
KMeans,0.1,34,0.1,5000,500,0.88,0.9344709955932021,0.129825567943044,shuttle,A
KMeans,0.1,35,0.1,5000,500,0.78,0.7392789891159564,0.15729645104147494,shuttle,A
KMeans,0.1,36,0.1,5000,500,0.78,0.8286711866847467,0.2911389770451933,shuttle,A
KMeans,0.1,37,0.1,5000,500,0.58,0.7135988863955456,0.13395426294300705,shuttle,A
KMeans,0.1,38,0.1,5000,500,0.68,0.6761402727884579,0.12153844500426203,shuttle,A
KMeans,0.1,39,0.1,5000,500,0.74,0.7784674018696074,0.12737494800239801,shuttle,A
KMeans,0.1,40,0.1,5000,500,0.68,0.8235532932742929,0.1390590009978041,shuttle,A
KMeans,0.1,41,0.1,5000,500,0.82,0.8262657050628203,0.16848067298997194,shuttle,A
KMeans,0.1,42,0.1,5000,500,0.44,0.54418769381128,0.3130798119818792,shuttle,A
KMeans,0.1,43,0.1,5000,500,0.84,0.9367304608479721,0.1414834550814703,shuttle,A
KMeans,0.1,44,0.1,5000,500,0.52,0.7290145060434201,0.12302900291979313,shuttle,A
KMeans,0.1,45,0.1,5000,500,0.4,0.7135832383329533,0.13607172388583422,shuttle,A
KMeans,0.1,46,0.1,5000,500,0.7,0.6990177888475825,0.13390172203071415,shuttle,A
KMeans,0.1,47,0.1,5000,500,0.62,0.6995796311084357,0.24000806000549346,shuttle,A
KMeans,0.1,48,0.1,5000,500,0.48,0.6360677915367933,0.25398984097409993,shuttle,A
KMeans,0.1,49,0.1,5000,500,0.66,0.5489719210630105,0.12210526398848742,shuttle,A
EIF,0.1,0,0.1,5000,500,0.74,0.9850929643718576,1.7651121920207515,shuttle,A
EIF,0.1,1,0.1,5000,500,0.78,0.9863449053796215,1.6524164410075173,shuttle,A
EIF,0.1,2,0.1,5000,500,0.9,0.9881572966291865,1.7238213979871944,shuttle,A
