method,p,rep,threshold_pct,n_full,n_sample,rho,rho_tilde,time_total_s,dataset,part
FeatureBagging,0.1,39,0.1,148,14,0.0,-0.04635806770944372,0.042396483942866325,lympho,A
FeatureBagging,0.1,40,0.1,148,14,0.0,-0.24250981178296438,0.04151007405016571,lympho,A
FeatureBagging,0.1,41,0.1,148,14,0.0,0.35146495078297274,0.04421641898807138,lympho,A
FeatureBagging,0.1,42,0.1,148,14,0.0,-0.19426237897290705,0.04541332903318107,lympho,A
FeatureBagging,0.1,43,0.1,148,14,0.6666666666666666,-0.10619702938706692,0.04358626902103424,lympho,A
FeatureBagging,0.1,44,0.1,148,14,0.0,0.12982354087527567,0.0427735730772838,lympho,A
FeatureBagging,0.1,45,0.1,148,14,0.0,0.06813186813186813,0.04838134499732405,lympho,A
FeatureBagging,0.1,46,0.1,148,14,0.0,-0.389010989010989,0.05326365795917809,lympho,A
FeatureBagging,0.1,47,0.1,148,14,0.0,0.16556452753372758,0.06713109300471842,lympho,A
FeatureBagging,0.1,48,0.1,148,14,0.0,-0.21088732478737307,0.09986408799886703,lympho,A
FeatureBagging,0.1,49,0.1,148,14,0.13333333333333333,,0.08388879604171962,lympho,A
ADOD,0.1,0,0.1,148,14,0.0,0.09010989010989012,0.02811683004256338,lympho,A
ADOD,0.1,1,0.1,148,14,1.0,0.7010989010989012,0.021531832055188715,lympho,A
ADOD,0.1,2,0.1,148,14,0.0,0.39780219780219783,0.019895338104106486,lympho,A
ADOD,0.1,3,0.1,148,14,0.0,0.6087912087912088,0.020623776013962924,lympho,A
ADOD,0.1,4,0.1,148,14,1.0,0.44175824175824174,0.01776528498157859,lympho,A
ADOD,0.1,5,0.1,148,14,0.0,0.3186813186813187,0.01689441700000316,lympho,A
ADOD,0.1,6,0.1,148,14,0.0,0.0989010989010989,0.016614205087535083,lympho,A
ADOD,0.1,7,0.1,148,14,0.0,0.5384615384615385,0.017016922938637435,lympho,A
ADOD,0.1,8,0.1,148,14,0.0,0.07252747252747253,0.016628584009595215,lympho,A
ADOD,0.1,9,0.1,148,14,0.0,0.44175824175824174,0.015584954991936684,lympho,A
ADOD,0.1,10,0.1,148,14,1.0,0.6043956043956044,0.015853500925004482,lympho,A
ADOD,0.1,11,0.1,148,14,1.0,0.2043956043956044,0.016989705036394298,lympho,A
ADOD,0.1,12,0.1,148,14,0.0,0.8505494505494505,0.01548786903731525,lympho,A
ADOD,0.1,13,0.1,148,14,0.0,0.4945054945054946,0.016019328963011503,lympho,A
ADOD,0.1,14,0.1,148,14,0.0,0.6967032967032967,0.01478186808526516,lympho,A
ADOD,0.1,15,0.1,148,14,0.0,0.26593406593406593,0.015981824952177703,lympho,A
ADOD,0.1,16,0.1,148,14,0.0,0.2879120879120879,0.015030308975838125,lympho,A
ADOD,0.1,17,0.1,148,14,0.0,0.3934065934065934,0.015148241072893143,lympho,A
ADOD,0.1,18,0.1,148,14,0.0,0.8725274725274725,0.01586197700817138,lympho,A
ADOD,0.1,19,0.1,148,14,1.0,0.6395604395604396,0.015682684956118464,lympho,A
ADOD,0.1,20,0.1,148,14,1.0,0.15164835164835166,0.01613016298506409,lympho,A
ADOD,0.1,21,0.1,148,14,1.0,0.3406593406593406,0.015714837005361915,lympho,A
ADOD,0.1,22,0.1,148,14,1.0,0.14725274725274726,0.016390347969718277,lympho,A
ADOD,0.1,23,0.1,148,14,0.0,0.5736263736263736,0.015992589993402362,lympho,A
ADOD,0.1,24,0.1,148,14,1.0,0.45494505494505494,0.017533923964947462,lympho,A
ADOD,0.1,25,0.1,148,14,1.0,0.03736263736263736,0.016856343019753695,lympho,A
ADOD,0.1,26,0.1,148,14,1.0,0.5340659340659341,0.016491431975737214,lympho,A
ADOD,0.1,27,0.1,148,14,0.0,0.02857142857142857,0.01692894089501351,lympho,A
ADOD,0.1,28,0.1,148,14,1.0,0.006593406593406593,0.01775667304173112,lympho,A
ADOD,0.1,29,0.1,148,14,1.0,0.21318681318681318,0.01794653502292931,lympho,A
ADOD,0.1,30,0.1,148,14,1.0,0.3274725274725274,0.018749058013781905,lympho,A
ADOD,0.1,31,0.1,148,14,0.0,0.3538461538461538,0.017984471982344985,lympho,A
ADOD,0.1,32,0.1,148,14,0.0,0.2175824175824176,0.01869148900732398,lympho,A
ADOD,0.1,33,0.1,148,14,1.0,0.15604395604395604,0.01936770393513143,lympho,A
ADOD,0.1,34,0.1,148,14,1.0,0.04615384615384615,0.018622656003572047,lympho,A
ADOD,0.1,35,0.1,148,14,1.0,0.24835164835164836,0.01663671899586916,lympho,A
ADOD,0.1,36,0.1,148,14,0.0,0.6395604395604396,0.017803341965191066,lympho,A
ADOD,0.1,37,0.1,148,14,0.0,-0.0857142857142857,0.017554320977069438,lympho,A
ADOD,0.1,38,0.1,148,14,1.0,0.13406593406593406,0.020134425023570657,lympho,A
ADOD,0.1,39,0.1,148,14,0.0,-0.12967032967032965,0.016741352039389312,lympho,A
ADOD,0.1,40,0.1,148,14,1.0,0.2,0.024348446051590145,lympho,A
ADOD,0.1,41,0.1,148,14,1.0,0.37142857142857144,0.02448856201954186,lympho,A
ADOD,0.1,42,0.1,148,14,0.0,0.5956043956043956,0.024525442044250667,lympho,A
ADOD,0.1,43,0.1,148,14,0.0,0.16923076923076924,0.026400318020023406,lympho,A
ADOD,0.1,44,0.1,148,14,0.0,0.7758241758241758,0.02764547395054251,lympho,A
ADOD,0.1,45,0.1,148,14,0.0,0.178021978021978,0.03282648103777319,lympho,A
ADOD,0.1,46,0.1,148,14,0.0,0.47252747252747257,0.03471404605079442,lympho,A
ADOD,0.1,47,0.1,148,14,0.0,0.12967032967032965,0.03513635694980621,lympho,A
ADOD,0.1,48,0.1,148,14,1.0,0.2571428571428571,0.036110508954152465,lympho,A
ADOD,0.1,49,0.1,148,14,1.0,0.06813186813186813,0.03213290695566684,lympho,A
ThreeSigma,0.1,0,0.1,5000,500,0.94,0.996391727132172,0.0025197830982506275,annthyroid,A
ThreeSigma,0.1,1,0.1,5000,500,0.84,0.9911578752736081,0.0026121350238099694,annthyroid,A
ThreeSigma,0.1,2,0.1,5000,500,0.88,0.9891084809794121,0.0025143600068986416,annthyroid,A
ThreeSigma,0.1,3,0.1,5000,500,0.9411764705882353,0.9860272528650176,0.0027832529740408063,annthyroid,A
ThreeSigma,0.1,4,0.1,5000,500,0.8712871287128713,0.9792610413135278,0.002697492018342018,annthyroid,A
ThreeSigma,0.1,5,0.1,5000,500,0.912621359223301,0.9893853926247373,0.0027440969133749604,annthyroid,A
ThreeSigma,0.1,6,0.1,5000,500,0.8712871287128713,0.9841155561690932,0.0028213249752297997,annthyroid,A
ThreeSigma,0.1,7,0.1,5000,500,0.92,0.9943581611480161,0.0029274049447849393,annthyroid,A
ThreeSigma,0.1,8,0.1,5000,500,0.9019607843137255,0.9694596732891627,0.0027763829566538334,annthyroid,A
ThreeSigma,0.1,9,0.1,5000,500,0.7920792079207921,0.9450442425041546,0.00255378196015954,annthyroid,A
ThreeSigma,0.1,10,0.1,5000,500,0.94,0.9795984415937461,0.0025226600700989366,annthyroid,A
ThreeSigma,0.1,11,0.1,5000,500,0.9,0.9890127951882018,0.0023542969720438123,annthyroid,A
ThreeSigma,0.1,12,0.1,5000,500,0.92,0.9810198944303679,0.0023850880097597837,annthyroid,A
ThreeSigma,0.1,13,0.1,5000,500,0.96,0.9908070705529733,0.0024538120487704873,annthyroid,A
ThreeSigma,0.1,14,0.1,5000,500,0.86,0.9878135538857867,0.0023723600897938013,annthyroid,A
ThreeSigma,0.1,15,0.1,5000,500,0.9,0.9922032756495429,0.002251526922918856,annthyroid,A
ThreeSigma,0.1,16,0.1,5000,500,0.92,0.985634933089675,0.002287209965288639,annthyroid,A
ThreeSigma,0.1,17,0.1,5000,500,0.96,0.9907823009986053,0.0021131050307303667,annthyroid,A
ThreeSigma,0.1,18,0.1,5000,500,0.96,0.9907154103952361,0.002485384000465274,annthyroid,A
ThreeSigma,0.1,19,0.1,5000,500,0.92,0.9895574594049124,0.002143605030141771,annthyroid,A
ThreeSigma,0.1,20,0.1,5000,500,0.8712871287128713,0.9893829225291914,0.0019401669269427657,annthyroid,A
ThreeSigma,0.1,21,0.1,5000,500,0.9,0.9916872653966262,0.0016665700823068619,annthyroid,A
ThreeSigma,0.1,22,0.1,5000,500,0.92,0.9950568226344707,0.0017217560671269894,annthyroid,A
ThreeSigma,0.1,23,0.1,5000,500,0.82,0.9803242973910774,0.0017029379960149527,annthyroid,A
ThreeSigma,0.1,24,0.1,5000,500,0.8910891089108911,0.9790476549811207,0.001831013010814786,annthyroid,A
ThreeSigma,0.1,25,0.1,5000,500,0.9607843137254902,0.9870918093021647,0.0018056490225717425,annthyroid,A
ThreeSigma,0.1,26,0.1,5000,500,0.9803921568627451,0.9950685832639236,0.0019496820168569684,annthyroid,A
ThreeSigma,0.1,27,0.1,5000,500,0.96,0.9916647767654155,0.0017533180071040988,annthyroid,A
ThreeSigma,0.1,28,0.1,5000,500,0.96,0.995891242323581,0.0020333629800006747,annthyroid,A
ThreeSigma,0.1,29,0.1,5000,500,0.9306930693069307,0.9840955949306938,0.0022944610100239515,annthyroid,A
ThreeSigma,0.1,30,0.1,5000,500,0.94,0.9918455274320241,0.0017145359888672829,annthyroid,A
ThreeSigma,0.1,31,0.1,5000,500,0.9607843137254902,0.9911948006130155,0.0014113069046288729,annthyroid,A
ThreeSigma,0.1,32,0.1,5000,500,0.94,0.9888521163632378,0.0018521579913794994,annthyroid,A
ThreeSigma,0.1,33,0.1,5000,500,0.84,0.980143502538845,0.0018550350796431303,annthyroid,A
ThreeSigma,0.1,34,0.1,5000,500,0.86,0.9817687360110705,0.0018499040743336082,annthyroid,A
ThreeSigma,0.1,35,0.1,5000,500,0.9,0.9801897435121495,0.0015678349882364273,annthyroid,A
ThreeSigma,0.1,36,0.1,5000,500,0.9306930693069307,0.9917063418678902,0.0017364100785925984,annthyroid,A
ThreeSigma,0.1,37,0.1,5000,500,0.8846153846153846,0.9750026947594466,0.0015007239999249578,annthyroid,A
ThreeSigma,0.1,38,0.1,5000,500,0.9,0.9829135144157012,0.001414501923136413,annthyroid,A
ThreeSigma,0.1,39,0.1,5000,500,0.9215686274509803,0.9748010434688912,0.0018068969948217273,annthyroid,A
ThreeSigma,0.1,40,0.1,5000,500,0.92,0.9853132506616618,0.0015046710614115,annthyroid,A
ThreeSigma,0.1,41,0.1,5000,500,0.9108910891089109,0.9641296437859466,0.0017550409538671374,annthyroid,A
ThreeSigma,0.1,42,0.1,5000,500,0.96,0.9832068047812424,0.00173658796120435,annthyroid,A
ThreeSigma,0.1,43,0.1,5000,500,0.9902912621359223,0.9964282919021369,0.0018408920150250196,annthyroid,A
ThreeSigma,0.1,44,0.1,5000,500,0.88,0.9695560748396396,0.001996877952478826,annthyroid,A
ThreeSigma,0.1,45,0.1,5000,500,0.98,0.9935711388994171,0.0017702709883451462,annthyroid,A
ThreeSigma,0.1,46,0.1,5000,500,0.94,0.991481787702771,0.0017362459329888225,annthyroid,A
ThreeSigma,0.1,47,0.1,5000,500,0.9306930693069307,0.9877782682106395,0.0016772610833868384,annthyroid,A
ThreeSigma,0.1,48,0.1,5000,500,0.92,0.9836966464099549,0.001602199045009911,annthyroid,A
ThreeSigma,0.1,49,0.1,5000,500,0.92,0.9894056723942741,0.001768832909874618,annthyroid,A
BoxPlot,0.1,0,0.1,5000,500,0.9411764705882353,0.9674294521044687,0.0029336739098653197,annthyroid,A
BoxPlot,0.1,1,0.1,5000,500,0.9504950495049505,0.9662074270845962,0.0030698380433022976,annthyroid,A
BoxPlot,0.1,2,0.1,5000,500,0.9803921568627451,0.9783883191596991,0.0030518979765474796,annthyroid,A
BoxPlot,0.1,3,0.1,5000,500,0.96,0.9760844869681399,0.002720438060350716,annthyroid,A
BoxPlot,0.1,4,0.1,5000,500,0.9504950495049505,0.8829720109679741,0.0024310851003974676,annthyroid,A
BoxPlot,0.1,5,0.1,5000,500,0.9504950495049505,0.9649951132031582,0.0024447670439258218,annthyroid,A
BoxPlot,0.1,6,0.1,5000,500,0.94,0.9378739658421148,0.002346982015296817,annthyroid,A
BoxPlot,0.1,7,0.1,5000,500,0.9504950495049505,0.936841705909325,0.0022057959577068686,annthyroid,A
BoxPlot,0.1,8,0.1,5000,500,0.94,0.9157413203988666,0.002892686054110527,annthyroid,A
BoxPlot,0.1,9,0.1,5000,500,0.8823529411764706,0.9405441978472724,0.002416824921965599,annthyroid,A
BoxPlot,0.1,10,0.1,5000,500,0.9108910891089109,0.9137035795964839,0.0022136999759823084,annthyroid,A
BoxPlot,0.1,11,0.1,5000,500,1.0,0.9950787144224253,0.002388985943980515,annthyroid,A
BoxPlot,0.1,12,0.1,5000,500,0.94,0.979173834202133,0.002209728001616895,annthyroid,A
BoxPlot,0.1,13,0.1,5000,500,0.92,0.9667389851955651,0.0021981089375913143,annthyroid,A
BoxPlot,0.1,14,0.1,5000,500,0.8737864077669902,0.9446280137216513,0.0023190969368442893,annthyroid,A
BoxPlot,0.1,15,0.1,5000,500,1.0,0.9747507305549702,0.0023304929491132498,annthyroid,A
BoxPlot,0.1,16,0.1,5000,500,0.84,0.9500239407409752,0.002182999043725431,annthyroid,A
BoxPlot,0.1,17,0.1,5000,500,1.0,0.9187951065312514,0.0021709909196943045,annthyroid,A
BoxPlot,0.1,18,0.1,5000,500,0.9504950495049505,0.9789502426862805,0.0021696630865335464,annthyroid,A
BoxPlot,0.1,19,0.1,5000,500,0.88,0.9605104408861466,0.0021719540236517787,annthyroid,A
BoxPlot,0.1,20,0.1,5000,500,0.96,0.9499960848485235,0.0025538490153849125,annthyroid,A
BoxPlot,0.1,21,0.1,5000,500,0.94,0.905918529068281,0.002278969041071832,annthyroid,A
BoxPlot,0.1,22,0.1,5000,500,0.98,0.9855392496272541,0.0022991501027718186,annthyroid,A
BoxPlot,0.1,23,0.1,5000,500,0.96,0.9804173794213032,0.002180667011998594,annthyroid,A
BoxPlot,0.1,24,0.1,5000,500,0.9320388349514563,0.9481482396002509,0.0021793090272694826,annthyroid,A
BoxPlot,0.1,25,0.1,5000,500,0.98,0.9888999810180108,0.0023592589423060417,annthyroid,A
BoxPlot,0.1,26,0.1,5000,500,0.98,0.9921300786955694,0.002236940898001194,annthyroid,A
BoxPlot,0.1,27,0.1,5000,500,1.0,0.9815957328918137,0.00262799602933228,annthyroid,A
BoxPlot,0.1,28,0.1,5000,500,0.96,0.9740224703618692,0.002451287000440061,annthyroid,A
BoxPlot,0.1,29,0.1,5000,500,0.88,0.9166012058698,0.0025297639658674598,annthyroid,A
BoxPlot,0.1,30,0.1,5000,500,0.92,0.8971861096648771,0.0021927959751337767,annthyroid,A
BoxPlot,0.1,31,0.1,5000,500,1.0,0.9897849285344922,0.0021529248915612698,annthyroid,A
BoxPlot,0.1,32,0.1,5000,500,1.0,0.9806708892346068,0.0021409500623121858,annthyroid,A
BoxPlot,0.1,33,0.1,5000,500,0.9514563106796117,0.983808164833156,0.0022109149722382426,annthyroid,A
BoxPlot,0.1,34,0.1,5000,500,0.9607843137254902,0.9547809267752478,0.0019140769727528095,annthyroid,A
BoxPlot,0.1,35,0.1,5000,500,0.9504950495049505,0.9757894370248372,0.0019018989987671375,annthyroid,A
BoxPlot,0.1,36,0.1,5000,500,1.0,0.9869732166408157,0.0032043660758063197,annthyroid,A
BoxPlot,0.1,37,0.1,5000,500,0.98,0.9877686653608925,0.002164158970117569,annthyroid,A
BoxPlot,0.1,38,0.1,5000,500,0.9702970297029703,0.9539793090304703,0.00200648105237633,annthyroid,A
BoxPlot,0.1,39,0.1,5000,500,0.9702970297029703,0.9736742114729637,0.0020007079001516104,annthyroid,A
BoxPlot,0.1,40,0.1,5000,500,0.94,0.9909347946442436,0.0019792680395767093,annthyroid,A
BoxPlot,0.1,41,0.1,5000,500,0.88,0.9025728106753937,0.002391492947936058,annthyroid,A
BoxPlot,0.1,42,0.1,5000,500,0.94,0.9654773128275214,0.0024409439647570252,annthyroid,A
BoxPlot,0.1,43,0.1,5000,500,1.0,0.9904489158197888,0.002898099017329514,annthyroid,A
BoxPlot,0.1,44,0.1,5000,500,0.98,0.9839935885977501,0.0025261129485443234,annthyroid,A
BoxPlot,0.1,45,0.1,5000,500,0.9306930693069307,0.9328130517358143,0.0021374690113589168,annthyroid,A
BoxPlot,0.1,46,0.1,5000,500,0.98,0.9850764935275386,0.0025230139726772904,annthyroid,A
BoxPlot,0.1,47,0.1,5000,500,0.9702970297029703,0.9914923117405516,0.002056597964838147,annthyroid,A
BoxPlot,0.1,48,0.1,5000,500,0.9514563106796117,0.9823909100305038,0.0021283170208334923,annthyroid,A
BoxPlot,0.1,49,0.1,5000,500,0.98,0.9754146344081951,0.0025997929042205215,annthyroid,A
MAD,0.1,0,0.1,5000,500,0.9702970297029703,0.9961173946305845,0.0025473820278421044,annthyroid,A
MAD,0.1,1,0.1,5000,500,0.9,0.9904855508239666,0.0018909230129793286,annthyroid,A
MAD,0.1,2,0.1,5000,500,0.970873786407767,0.9879277490903894,0.0018755870405584574,annthyroid,A
MAD,0.1,3,0.1,5000,500,0.9702970297029703,0.9933365439168379,0.0018349459860473871,annthyroid,A
MAD,0.1,4,0.1,5000,500,0.94,0.9795495625888215,0.0019074459560215473,annthyroid,A
MAD,0.1,5,0.1,5000,500,0.9702970297029703,0.9954645859251979,0.0019887370290234685,annthyroid,A
MAD,0.1,6,0.1,5000,500,0.98,0.9956714561823857,0.001940125017426908,annthyroid,A
MAD,0.1,7,0.1,5000,500,0.9411764705882353,0.9967336460049975,0.002028553979471326,annthyroid,A
MAD,0.1,8,0.1,5000,500,0.9306930693069307,0.9964089060688949,0.002229904057458043,annthyroid,A
MAD,0.1,9,0.1,5000,500,0.8316831683168316,0.9802302251909227,0.0021551150130108,annthyroid,A
MAD,0.1,10,0.1,5000,500,0.9,0.9799081556197775,0.002132269903086126,annthyroid,A
MAD,0.1,11,0.1,5000,500,0.98,0.9926075580291249,0.002133534988388419,annthyroid,A
MAD,0.1,12,0.1,5000,500,1.0,0.9920480722563964,0.002127989078871906,annthyroid,A
MAD,0.1,13,0.1,5000,500,0.92,0.9791557270080087,0.0020725419744849205,annthyroid,A
MAD,0.1,14,0.1,5000,500,0.9230769230769231,0.9936960488636343,0.001969262957572937,annthyroid,A
MAD,0.1,15,0.1,5000,500,0.92,0.9821550975941158,0.001881452975794673,annthyroid,A
MAD,0.1,16,0.1,5000,500,0.8514851485148515,0.9823347888852405,0.0018450269708409905,annthyroid,A
MAD,0.1,17,0.1,5000,500,0.98,0.9925934854382417,0.002340905019082129,annthyroid,A
MAD,0.1,18,0.1,5000,500,0.92,0.9934713561615243,0.0018384179566055536,annthyroid,A
MAD,0.1,19,0.1,5000,500,0.86,0.9781524287525112,0.001798355020582676,annthyroid,A
MAD,0.1,20,0.1,5000,500,0.9411764705882353,0.9919497736605798,0.0017903479747474194,annthyroid,A
MAD,0.1,21,0.1,5000,500,0.9,0.9861435081518711,0.0018049950012937188,annthyroid,A
MAD,0.1,22,0.1,5000,500,0.94,0.9833976216172234,0.0017894579796120524,annthyroid,A
MAD,0.1,23,0.1,5000,500,0.9108910891089109,0.9883057826594879,0.0017993139335885644,annthyroid,A
MAD,0.1,24,0.1,5000,500,0.9504950495049505,0.9889411426274486,0.0018072189996019006,annthyroid,A
MAD,0.1,25,0.1,5000,500,0.92,0.979428703071369,0.0017941660480573773,annthyroid,A
MAD,0.1,26,0.1,5000,500,0.9306930693069307,0.9929618536772022,0.0018295999616384506,annthyroid,A
MAD,0.1,27,0.1,5000,500,0.9702970297029703,0.9929641554679846,0.002179545001126826,annthyroid,A
MAD,0.1,28,0.1,5000,500,0.98,0.9896412372635593,0.0017907050205394626,annthyroid,A
MAD,0.1,29,0.1,5000,500,0.86,0.9780256527870358,0.0017940589459612966,annthyroid,A
MAD,0.1,30,0.1,5000,500,0.9504950495049505,0.9926919650542361,0.0017904830165207386,annthyroid,A
MAD,0.1,31,0.1,5000,500,0.9,0.9825590260807844,0.0017921060789376497,annthyroid,A
MAD,0.1,32,0.1,5000,500,1.0,0.9946500253001924,0.0017909739399328828,annthyroid,A
MAD,0.1,33,0.1,5000,500,0.88,0.9853564308488902,0.00178498902823776,annthyroid,A
MAD,0.1,34,0.1,5000,500,0.98,0.9840224869444728,0.0017891350435093045,annthyroid,A
MAD,0.1,35,0.1,5000,500,0.9,0.971889492442699,0.0018475420074537396,annthyroid,A
MAD,0.1,36,0.1,5000,500,0.9306930693069307,0.9930464067967101,0.0017964729340746999,annthyroid,A
MAD,0.1,37,0.1,5000,500,0.92,0.9836430782673723,0.0017981540877372026,annthyroid,A
MAD,0.1,38,0.1,5000,500,0.94,0.9908053603532103,0.0018004169687628746,annthyroid,A
MAD,0.1,39,0.1,5000,500,0.88,0.9846759186559253,0.0017920109676197171,annthyroid,A
MAD,0.1,40,0.1,5000,500,0.9,0.9813946701770161,0.0017975110094994307,annthyroid,A
MAD,0.1,41,0.1,5000,500,0.9,0.9900152589381391,0.001793390023522079,annthyroid,A
MAD,0.1,42,0.1,5000,500,0.8737864077669902,0.9781206138676262,0.0020968359895050526,annthyroid,A
MAD,0.1,43,0.1,5000,500,0.9504950495049505,0.9867265882112982,0.002117241034284234,annthyroid,A
MAD,0.1,44,0.1,5000,500,0.84,0.9843081972181673,0.0017899679951369762,annthyroid,A
MAD,0.1,45,0.1,5000,500,0.9306930693069307,0.9884206530001336,0.001991300960071385,annthyroid,A
MAD,0.1,46,0.1,5000,500,1.0,0.9958714896453844,0.0018378690583631396,annthyroid,A
MAD,0.1,47,0.1,5000,500,0.96,0.9856965235070013,0.0018523370381444693,annthyroid,A
MAD,0.1,48,0.1,5000,500,0.8910891089108911,0.9829988014099892,0.0017930620815604925,annthyroid,A
MAD,0.1,49,0.1,5000,500,0.96,0.9909947120599467,0.0018411170458421111,annthyroid,A
ChiSquare,0.1,0,0.1,5000,500,0.98,0.9979837998384216,0.0012111220275983214,annthyroid,A
ChiSquare,0.1,1,0.1,5000,500,0.98,0.9963696493043404,0.0012360899709165096,annthyroid,A
ChiSquare,0.1,2,0.1,5000,500,0.96,0.9952925251701006,0.0011954490328207612,annthyroid,A
ChiSquare,0.1,3,0.1,5000,500,0.94,0.9938524228195239,0.0011983360163867474,annthyroid,A
ChiSquare,0.1,4,0.1,5000,500,0.92,0.9881297445189781,0.0014894899213686585,annthyroid,A
ChiSquare,0.1,5,0.1,5000,500,0.92,0.9943156249896499,0.001181970932520926,annthyroid,A
ChiSquare,0.1,6,0.1,5000,500,0.92,0.9904648578594315,0.00118871103040874,annthyroid,A
ChiSquare,0.1,7,0.1,5000,500,0.98,0.9970717960060764,0.0011806930415332317,annthyroid,A
ChiSquare,0.1,8,0.1,5000,500,0.94,0.9842112968451873,0.0011806139955297112,annthyroid,A
ChiSquare,0.1,9,0.1,5000,500,0.88,0.975327513757217,0.0011820771032944322,annthyroid,A
ChiSquare,0.1,10,0.1,5000,500,0.94,0.9916541106164424,0.0011781100183725357,annthyroid,A
ChiSquare,0.1,11,0.1,5000,500,0.96,0.9956391825567301,0.0011953989742323756,annthyroid,A
ChiSquare,0.1,12,0.1,5000,500,0.92,0.9917571186328162,0.001186008914373815,annthyroid,A
ChiSquare,0.1,13,0.1,5000,500,1.0,0.9953903495613982,0.0011761770583689213,annthyroid,A
ChiSquare,0.1,14,0.1,5000,500,0.94,0.994251401005604,0.0011827799025923014,annthyroid,A
ChiSquare,0.1,15,0.1,5000,500,0.96,0.9960638878776847,0.0011784100206568837,annthyroid,A
ChiSquare,0.1,16,0.1,5000,500,0.94,0.9945800100598806,0.0011783320223912597,annthyroid,A
ChiSquare,0.1,17,0.1,5000,500,0.96,0.9931865644192127,0.0011799290077760816,annthyroid,A
ChiSquare,0.1,18,0.1,5000,500,0.96,0.9970200519371702,0.0011787349358201027,annthyroid,A
ChiSquare,0.1,19,0.1,5000,500,0.98,0.9941193041949433,0.0013780159642919898,annthyroid,A
ChiSquare,0.1,20,0.1,5000,500,0.9,0.9953774852880602,0.001176697900518775,annthyroid,A
ChiSquare,0.1,21,0.1,5000,500,0.92,0.9972236688946754,0.001187258050777018,annthyroid,A
ChiSquare,0.1,22,0.1,5000,500,0.94,0.9975432540550925,0.0011839139042422175,annthyroid,A
ChiSquare,0.1,23,0.1,5000,500,0.94,0.9888835395341581,0.0011834470788016915,annthyroid,A
ChiSquare,0.1,24,0.1,5000,500,0.98,0.985815079260317,0.001186162931844592,annthyroid,A
ChiSquare,0.1,25,0.1,5000,500,0.94,0.9926154581073744,0.0011837640777230263,annthyroid,A
ChiSquare,0.1,26,0.1,5000,500,0.94,0.9973602774411097,0.001175518031232059,annthyroid,A
ChiSquare,0.1,27,0.1,5000,500,0.98,0.9970313798405319,0.0011872859904542565,annthyroid,A
ChiSquare,0.1,28,0.1,5000,500,0.96,0.9984026494572521,0.0011669110972434282,annthyroid,A
ChiSquare,0.1,29,0.1,5000,500,0.96,0.993101315411851,0.0011355530004948378,annthyroid,A
ChiSquare,0.1,30,0.1,5000,500,0.96,0.9961662244808765,0.0011881550308316946,annthyroid,A
ChiSquare,0.1,31,0.1,5000,500,0.96,0.997072084288337,0.0011232319520786405,annthyroid,A
ChiSquare,0.1,32,0.1,5000,500,0.92,0.9946471143315188,0.0011729499092325568,annthyroid,A
ChiSquare,0.1,33,0.1,5000,500,0.9,0.9929828519314078,0.0011224759509786963,annthyroid,A
ChiSquare,0.1,34,0.1,5000,500,0.88,0.9904433528559732,0.0011249739909544587,annthyroid,A
ChiSquare,0.1,35,0.1,5000,500,0.92,0.9834803491284532,0.0011337909381836653,annthyroid,A
ChiSquare,0.1,36,0.1,5000,500,0.96,0.9968557954231817,0.0011249600211158395,annthyroid,A
ChiSquare,0.1,37,0.1,5000,500,0.88,0.9889438272446126,0.001130794989876449,annthyroid,A
ChiSquare,0.1,38,0.1,5000,500,0.92,0.9933308530032929,0.0012950319796800613,annthyroid,A
ChiSquare,0.1,39,0.1,5000,500,0.96,0.9910722518604754,0.0011288339737802744,annthyroid,A
ChiSquare,0.1,40,0.1,5000,500,0.98,0.9936279742060393,0.0011515350779518485,annthyroid,A
ChiSquare,0.1,41,0.1,5000,500,0.9,0.9796528136345894,0.00156064098700881,annthyroid,A
ChiSquare,0.1,42,0.1,5000,500,0.98,0.9921708806835227,0.0012823590077459812,annthyroid,A
ChiSquare,0.1,43,0.1,5000,500,0.98,0.9988892753971572,0.0011310239788144827,annthyroid,A
ChiSquare,0.1,44,0.1,5000,500,0.9,0.9855773816172407,0.0012173879658803344,annthyroid,A
ChiSquare,0.1,45,0.1,5000,500,0.96,0.9963480483404311,0.001151318079791963,annthyroid,A
ChiSquare,0.1,46,0.1,5000,500,0.96,0.996133680349138,0.0011488000163808465,annthyroid,A
ChiSquare,0.1,47,0.1,5000,500,0.98,0.9912132768531075,0.0013143999967724085,annthyroid,A
ChiSquare,0.1,48,0.1,5000,500,0.9,0.9920928316122382,0.0012232119916006923,annthyroid,A
ChiSquare,0.1,49,0.1,5000,500,0.94,0.9926763227052907,0.0011490510078147054,annthyroid,A
COPOD,0.1,0,0.1,5000,500,0.96,0.997488725834362,0.033860437921248376,annthyroid,A
COPOD,0.1,1,0.1,5000,500,0.94,0.9969764677607414,0.031188988010399044,annthyroid,A
COPOD,0.1,2,0.1,5000,500,0.92,0.995502958011832,0.03129125095438212,annthyroid,A
COPOD,0.1,3,0.1,5000,500,0.9,0.9971804684511988,0.03246442892123014,annthyroid,A
COPOD,0.1,4,0.1,5000,500,0.94,0.9930857643430574,0.030743923969566822,annthyroid,A
COPOD,0.1,5,0.1,5000,500,0.92,0.9956871825417148,0.033814504044130445,annthyroid,A
