method,p,K,rep,n_full,n_sample_target,n_sample_actual,rho_srs,rho_tilde_srs,rho_cluster,rho_tilde_cluster,rho_icc,deff,time_total_s,error,dataset,tier,method_class
HBOS,0.05,20,17,351,21,21.0,0.5,0.9454545454545454,0.0,0.6116883116883116,0.9515508129415009,1.047577540647075,0.1917758730123751,,ionosphere,T2,II
HBOS,0.05,20,18,351,21,21.0,0.0,0.916883116883117,0.0,0.7064935064935066,0.9528196151912153,1.0476409807595608,0.24811113497707993,,ionosphere,T2,II
HBOS,0.05,20,19,351,21,21.0,0.0,0.8701298701298701,1.0,0.8428571428571429,0.9528972732571006,1.047644863662855,0.21869394497480243,,ionosphere,T2,II
HBOS,0.05,20,20,351,21,21.0,0.0,0.8337662337662338,0.0,0.6493506493506493,0.951311300113644,1.0475655650056823,0.1798167040105909,,ionosphere,T2,II
HBOS,0.05,20,21,351,21,21.0,0.0,0.9181818181818181,0.0,0.6077922077922078,0.9509479070955819,1.0475473953547791,0.18520833097863942,,ionosphere,T2,II
HBOS,0.05,20,22,351,21,21.0,0.5,0.9675324675324675,0.5,0.7805194805194805,0.9505459955558557,1.047527299777793,0.2586144899833016,,ionosphere,T2,II
HBOS,0.05,20,23,351,21,21.0,0.5,0.9519480519480519,0.0,0.6324675324675325,0.9509517673253621,1.0475475883662682,0.30547701905015856,,ionosphere,T2,II
HBOS,0.05,20,24,351,21,21.0,0.0,0.877922077922078,0.5,0.7662337662337663,0.9512980073535102,1.0475649003676755,0.16271162597695366,,ionosphere,T2,II
HBOS,0.05,20,25,351,21,21.0,0.5,0.9272727272727272,0.0,0.4909090909090909,0.9547011899518529,1.0477350594975927,0.15369533898774534,,ionosphere,T2,II
HBOS,0.05,20,26,351,21,21.0,0.0,0.8662337662337661,0.0,0.625974025974026,0.9515858297956082,1.0475792914897804,0.17013732198392972,,ionosphere,T2,II
HBOS,0.05,20,27,351,21,21.0,0.5,0.8493506493506494,0.0,0.7506493506493507,0.9512383013965084,1.0475619150698254,0.1684834049665369,,ionosphere,T2,II
HBOS,0.05,20,28,351,21,21.0,0.0,0.8142857142857143,0.0,0.8064935064935065,0.950841493962368,1.0475420746981183,0.2940815350157209,,ionosphere,T2,II
HBOS,0.05,20,29,351,21,21.0,0.0,0.6155844155844156,0.0,0.9116883116883117,0.9515340575150866,1.0475767028757543,0.18106596602592617,,ionosphere,T2,II
HBOS,0.1,20,0,351,35,35.0,0.3333333333333333,0.8000000000000002,0.0,0.7355742296918768,0.9231967525534095,1.692397564415057,0.16462150501320139,,ionosphere,T2,II
HBOS,0.1,20,1,351,35,35.0,0.3333333333333333,0.7935574229691877,0.3333333333333333,0.8056022408963587,0.9227140112093073,1.6920355084069805,0.1641486210282892,,ionosphere,T2,II
HBOS,0.1,20,2,351,35,35.0,0.0,0.8453781512605043,0.0,0.807843137254902,0.9257833162993163,1.6943374872244872,0.1759212469914928,,ionosphere,T2,II
HBOS,0.1,20,3,351,35,35.0,0.0,0.8921568627450981,0.0,0.9072829131652662,0.9225613889400962,1.691921041705072,0.2656246980186552,,ionosphere,T2,II
HBOS,0.1,20,4,351,35,35.0,0.0,0.7394957983193278,0.0,0.8378151260504202,0.922381220716284,1.691785915537213,0.22079579101409763,,ionosphere,T2,II
HBOS,0.1,20,5,351,35,35.0,0.0,0.9369747899159664,0.0,0.8019607843137255,0.9245267501605232,1.6933950626203924,0.16317970695672557,,ionosphere,T2,II
HBOS,0.1,20,6,351,35,35.0,0.0,0.9092436974789917,0.3333333333333333,0.8613445378151262,0.9252917063281092,1.6939687797460818,0.1647697549778968,,ionosphere,T2,II
HBOS,0.1,20,7,351,35,35.0,0.0,0.9252100840336134,0.0,0.711764705882353,0.9211971790481992,1.6908978842861493,0.17573158000595868,,ionosphere,T2,II
HBOS,0.1,20,8,351,35,35.0,0.0,0.792997198879552,0.0,0.8112044817927172,0.9238640183821166,1.6928980137865874,0.20738636900205165,,ionosphere,T2,II
HBOS,0.1,20,9,351,35,35.0,0.0,0.8378151260504202,0.0,0.9596638655462185,0.9216040943342096,1.6912030707506571,0.2045561099657789,,ionosphere,T2,II
HBOS,0.1,20,10,351,35,35.0,0.0,0.9420168067226891,0.0,0.761904761904762,0.9235365311260432,1.6926523983445323,0.17393412796081975,,ionosphere,T2,II
HBOS,0.1,20,11,351,35,35.0,0.0,0.911764705882353,0.3333333333333333,0.841736694677871,0.9214400615078395,1.6910800461308797,0.19457769097061828,,ionosphere,T2,II
HBOS,0.1,20,12,351,35,35.0,0.0,0.8243697478991598,0.3333333333333333,0.7011204481792718,0.9182714692369429,1.688703601927707,0.17591322300722823,,ionosphere,T2,II
HBOS,0.1,20,13,351,35,35.0,0.0,0.9294117647058825,0.0,0.8084033613445377,0.9228064475111899,1.6921048356333923,0.40769615495810285,,ionosphere,T2,II
HBOS,0.1,20,14,351,35,35.0,0.3333333333333333,0.9431372549019609,0.0,0.873109243697479,0.9244154969267948,1.6933116226950962,0.20294272404862568,,ionosphere,T2,II
HBOS,0.1,20,15,351,35,35.0,0.0,0.7725490196078431,0.0,0.8453781512605043,0.922275229877213,1.6917064224079097,0.18615430098725483,,ionosphere,T2,II
HBOS,0.1,20,16,351,35,35.0,0.3333333333333333,0.9274509803921569,0.3333333333333333,0.849859943977591,0.9230985354603258,1.6923239015952443,0.17106106400024146,,ionosphere,T2,II
HBOS,0.1,20,17,351,35,35.0,0.0,0.8700280112044817,0.3333333333333333,0.8224089635854342,0.9223055222312675,1.6917291416734506,0.19196066801669076,,ionosphere,T2,II
HBOS,0.1,20,18,351,35,35.0,0.3333333333333333,0.9159663865546219,0.0,0.8112044817927172,0.9241803906233219,1.6931352929674914,0.25021097098942846,,ionosphere,T2,II
HBOS,0.1,20,19,351,35,35.0,0.0,0.8991596638655462,0.0,0.8969187675070028,0.9241967629938894,1.693147572245417,0.17606080300174654,,ionosphere,T2,II
HBOS,0.1,20,20,351,35,35.0,0.0,0.8316526610644258,0.0,0.850140056022409,0.9218267571517131,1.6913700678637849,0.16671232698718086,,ionosphere,T2,II
HBOS,0.1,20,21,351,35,35.0,0.3333333333333333,0.938935574229692,0.3333333333333333,0.8829131652661065,0.9214661516788563,1.691099613759142,0.1664631200255826,,ionosphere,T2,II
HBOS,0.1,20,22,351,35,35.0,0.3333333333333333,0.923529411764706,0.0,0.8084033613445377,0.9209163943168797,1.6906872957376597,0.17814523697597906,,ionosphere,T2,II
HBOS,0.1,20,23,351,35,35.0,0.0,0.8464985994397759,0.0,0.6369747899159663,0.9213791934026848,1.6910343950520135,0.33518612798070535,,ionosphere,T2,II
HBOS,0.1,20,24,351,35,35.0,0.0,0.8971988795518209,0.0,0.7896358543417367,0.9219563928045729,1.6914672946034297,0.17109922599047422,,ionosphere,T2,II
HBOS,0.1,20,25,351,35,35.0,0.0,0.8221288515406163,0.0,0.7638655462184873,0.9270478513561317,1.6952858885170987,0.21026715997140855,,ionosphere,T2,II
HBOS,0.1,20,26,351,35,35.0,0.0,0.8450980392156864,0.0,0.8459383753501402,0.9224156109596896,1.6918117082197672,0.17638024396728724,,ionosphere,T2,II
HBOS,0.1,20,27,351,35,35.0,0.0,0.7445378151260504,0.3333333333333333,0.7764705882352942,0.921808978542034,1.6913567339065256,0.2177961640409194,,ionosphere,T2,II
HBOS,0.1,20,28,351,35,35.0,0.0,0.9305322128851542,0.0,0.8182072829131654,0.9212889575610533,1.69096671817079,0.2368275549961254,,ionosphere,T2,II
HBOS,0.1,20,29,351,35,35.0,0.0,0.8507002801120448,0.0,0.86218487394958,0.922119575895388,1.691589681921541,0.17304138600593433,,ionosphere,T2,II
HBOS,0.2,20,0,351,70,70.0,0.0,0.8430933426646838,0.14285714285714285,0.8684279590587,0.859311166003634,3.148277915009085,0.16955103701911867,,ionosphere,T2,II
HBOS,0.2,20,1,351,70,70.0,0.42857142857142855,0.9719004794065159,0.2857142857142857,0.9236112326130697,0.8583251529702108,3.145812882425527,0.1676888200454414,,ionosphere,T2,II
HBOS,0.2,20,2,351,70,70.0,0.2857142857142857,0.9364185110663983,0.14285714285714285,0.9370822689575533,0.8628462775931115,3.157115693982779,0.3243788289837539,,ionosphere,T2,II
HBOS,0.2,20,3,351,70,70.0,0.14285714285714285,0.8478523313795819,0.14285714285714285,0.943906919779547,0.857847473518268,3.1446186837956698,0.23946503701154143,,ionosphere,T2,II
HBOS,0.2,20,4,351,70,70.0,0.7142857142857143,0.9631528300236198,0.2857142857142857,0.9273904295337241,0.8580436164274827,3.145109041068707,0.18979701003991067,,ionosphere,T2,II
HBOS,0.2,20,5,351,70,70.0,0.14285714285714285,0.9005511328842621,0.14285714285714285,0.8780159216166564,0.8612680221409876,3.153170055352469,0.21448619302827865,,ionosphere,T2,II
HBOS,0.2,20,6,351,70,70.0,0.14285714285714285,0.8765112413612108,0.8571428571428571,0.9793193946286415,0.8625044876228269,3.1562612190570674,0.17630814702715725,,ionosphere,T2,II
HBOS,0.2,20,7,351,70,70.0,0.42857142857142855,0.9786195433470388,0.42857142857142855,0.9552095179774297,0.8563907743474075,3.140976935868519,0.2687896909774281,,ionosphere,T2,II
HBOS,0.2,20,8,351,70,70.0,0.14285714285714285,0.8520514390691977,0.2857142857142857,0.9172775785145656,0.8605350356559387,3.151337589139847,0.17863052303437144,,ionosphere,T2,II
HBOS,0.2,20,9,351,70,70.0,0.42857142857142855,0.9021607908319482,0.2857142857142857,0.8823200069985128,0.8573212229451985,3.1433030573629965,0.1794410030124709,,ionosphere,T2,II
HBOS,0.2,20,10,351,70,70.0,1.0,0.9872976992389116,0.2857142857142857,0.9488758638789258,0.8593444739710185,3.1483611849275466,0.19747886498225853,,ionosphere,T2,II
HBOS,0.2,20,11,351,70,70.0,0.42857142857142855,0.9289650949173299,0.2857142857142857,0.9321844108127024,0.8572443305050458,3.1431108262626144,0.1823912340332754,,ionosphere,T2,II
HBOS,0.2,20,12,351,70,70.0,0.2857142857142857,0.9259557344064385,0.0,0.8591899221415449,0.8514898912685838,3.128724728171459,0.24105562805198133,,ionosphere,T2,II
HBOS,0.2,20,13,351,70,70.0,0.14285714285714285,0.949119921615285,0.2857142857142857,0.9506954772110926,0.8582918114931692,3.145729528732923,0.18643428501673043,,ionosphere,T2,II
HBOS,0.2,20,14,351,70,70.0,0.0,0.7746828798880238,0.42857142857142855,0.9801592161665645,0.861052691360596,3.15263172840149,0.1502271220088005,,ionosphere,T2,II
HBOS,0.2,20,15,351,70,70.0,0.2857142857142857,0.9449916892660308,0.8571428571428571,0.9816638964220104,0.8582369160913051,3.145592290228263,0.1747348429635167,,ionosphere,T2,II
HBOS,0.2,20,16,351,70,70.0,0.14285714285714285,0.9380281690140844,0.14285714285714285,0.8263668970343803,0.8588974422063834,3.1472436055159587,0.16029516799608245,,ionosphere,T2,II
HBOS,0.2,20,17,351,70,70.0,0.2857142857142857,0.9266205931239611,0.2857142857142857,0.9445367859329892,0.8578205034010238,3.1445512585025597,0.2378646139986813,,ionosphere,T2,II
HBOS,0.2,20,18,351,70,70.0,0.2857142857142857,0.9506254920829323,0.2857142857142857,0.882634940075234,0.8606727897925863,3.1516819744814657,0.1718770710285753,,ionosphere,T2,II
HBOS,0.2,20,19,351,70,70.0,0.2857142857142857,0.862654185985478,0.0,0.9194121249234537,0.860284864290747,3.1507121607268678,0.15282809198834002,,ionosphere,T2,II
HBOS,0.2,20,20,351,70,70.0,0.42857142857142855,0.9583588487446418,0.14285714285714285,0.8963170326305661,0.8566329538049497,3.1415823845123745,0.15648808499099687,,ionosphere,T2,II
HBOS,0.2,20,21,351,70,70.0,0.14285714285714285,0.901320969294025,0.0,0.9209517977429795,0.8566832866904059,3.141708216726015,0.1780085929785855,,ionosphere,T2,II
HBOS,0.2,20,22,351,70,70.0,0.42857142857142855,0.940512641063774,0.14285714285714285,0.8532411862479222,0.8560050547885829,3.1400126369714574,0.23345057404367253,,ionosphere,T2,II
HBOS,0.2,20,23,351,70,70.0,0.42857142857142855,0.9623480010497769,0.0,0.9070597498031667,0.8562691646496638,3.1406729116241596,0.4226283820462413,,ionosphere,T2,II
HBOS,0.2,20,24,351,70,70.0,0.2857142857142857,0.9254658385093169,0.2857142857142857,0.8424284839471612,0.8573365026969831,3.143341256742458,0.18069153500255197,,ionosphere,T2,II
HBOS,0.2,20,25,351,70,70.0,0.14285714285714285,0.9461464438806753,0.7142857142857143,0.9695214766862041,0.865320848044108,3.16330212011027,0.18462251697201282,,ionosphere,T2,II
HBOS,0.2,20,26,351,70,70.0,0.14285714285714285,0.9098591549295774,0.8571428571428571,0.9722858892485347,0.8581605003705424,3.145401250926356,0.1872697680373676,,ionosphere,T2,II
HBOS,0.2,20,27,351,70,70.0,0.2857142857142857,0.9359986002974366,0.0,0.8416936401014784,0.8569489355366895,3.1423723388417235,0.2548668899689801,,ionosphere,T2,II
HBOS,0.2,20,28,351,70,70.0,0.14285714285714285,0.8098504067885574,0.5714285714285714,0.9877176100078733,0.8563625307604512,3.140906326901128,0.178295630030334,,ionosphere,T2,II
HBOS,0.2,20,29,351,70,70.0,0.2857142857142857,0.9139182923628728,0.5714285714285714,0.9640626366897034,0.8569268415011004,3.142317103752751,0.15576744702411816,,ionosphere,T2,II
IForest,0.05,5,0,351,17,17.0,1.0,0.965686274509804,1.0,0.9779411764705883,0.924639542533232,3.2191349020797566,0.923849826969672,,ionosphere,T2,III
IForest,0.05,5,1,351,17,17.0,1.0,0.9338235294117647,1.0,0.9583333333333335,0.9232430552943126,3.21578333270635,0.9277645890251733,,ionosphere,T2,III
IForest,0.05,5,2,351,17,17.0,0.0,0.965686274509804,1.0,0.9191176470588237,0.9235696285822259,3.216567108597342,1.020152566023171,,ionosphere,T2,III
IForest,0.05,5,3,351,17,17.0,0.0,0.7598039215686275,0.0,0.8995098039215688,0.924202554410873,3.218086130586095,0.9305043969652615,,ionosphere,T2,III
IForest,0.05,5,4,351,17,17.0,1.0,0.928921568627451,1.0,0.9583333333333335,0.9226238078547717,3.214297138851452,0.8549536850186996,,ionosphere,T2,III
IForest,0.05,5,5,351,17,17.0,1.0,0.928921568627451,0.0,0.928921568627451,0.9230459415770831,3.2153102597849994,0.8564510559663177,,ionosphere,T2,III
IForest,0.05,5,6,351,17,17.0,0.0,0.9142156862745098,1.0,0.9411764705882353,0.924266067564508,3.218238562154819,0.7704335500020534,,ionosphere,T2,III
IForest,0.05,5,7,351,17,17.0,1.0,0.9166666666666667,0.0,0.9681372549019608,0.92238802536675,3.2137312608802,0.8449237190070562,,ionosphere,T2,III
IForest,0.05,5,8,351,17,17.0,0.0,0.5049019607843138,1.0,0.7475490196078433,0.9235680353694231,3.2165632848866155,0.8150464110076427,,ionosphere,T2,III
IForest,0.05,5,9,351,17,17.0,0.0,0.8848039215686275,0.0,0.928921568627451,0.9222312882524482,3.2133550918058753,0.8886623389553279,,ionosphere,T2,III
IForest,0.05,5,10,351,17,17.0,1.0,0.948529411764706,1.0,0.8602941176470589,0.9226569434508862,3.2143766642821268,0.7502350480062887,,ionosphere,T2,III
IForest,0.05,5,11,351,17,17.0,1.0,0.911764705882353,1.0,0.9509803921568628,0.9211878086636988,3.210850740792877,0.721316529030446,,ionosphere,T2,III
IForest,0.05,5,12,351,17,17.0,1.0,0.965686274509804,1.0,0.9632352941176472,0.9244867359899431,3.2187681663758636,0.9348580660298467,,ionosphere,T2,III
IForest,0.05,5,13,351,17,17.0,0.0,0.8995098039215688,1.0,0.9338235294117647,0.9240323381924147,3.217677611661795,0.869795101985801,,ionosphere,T2,III
IForest,0.05,5,14,351,17,17.0,1.0,0.9730392156862747,0.0,0.8455882352941178,0.9219215314622122,3.2126116755093093,0.8855565590201877,,ionosphere,T2,III
IForest,0.05,5,15,351,17,17.0,0.0,0.8995098039215688,1.0,0.965686274509804,0.9213043255537336,3.2111303813289607,0.8511759800021537,,ionosphere,T2,III
IForest,0.05,5,16,351,17,17.0,1.0,0.9583333333333335,1.0,0.9754901960784315,0.9197005207759207,3.2072812498622096,0.8004156600218266,,ionosphere,T2,III
IForest,0.05,5,17,351,17,17.0,1.0,0.9044117647058825,0.0,0.9730392156862747,0.923686010772838,3.216846425854811,0.7956405720324256,,ionosphere,T2,III
IForest,0.05,5,18,351,17,17.0,1.0,0.9460784313725492,0.0,0.8799019607843139,0.9229521000347412,3.2150850400833786,0.8200700329616666,,ionosphere,T2,III
IForest,0.05,5,19,351,17,17.0,0.0,0.9093137254901962,1.0,0.9681372549019608,0.9226279474931224,3.214307073983494,0.8268850820022635,,ionosphere,T2,III
IForest,0.05,5,20,351,17,17.0,1.0,0.9338235294117647,1.0,0.7990196078431374,0.9220637615496016,3.2129530277190437,0.8281903819879517,,ionosphere,T2,III
IForest,0.05,5,21,351,17,17.0,1.0,0.877450980392157,1.0,0.965686274509804,0.9232254940081699,3.2157411856196076,0.947186128993053,,ionosphere,T2,III
IForest,0.05,5,22,351,17,17.0,1.0,0.985294117647059,1.0,0.9411764705882353,0.922196727700445,3.213272146481068,0.8454744489863515,,ionosphere,T2,III
IForest,0.05,5,23,351,17,17.0,0.0,0.9558823529411765,1.0,0.8897058823529412,0.9241679017311807,3.2180029641548336,0.7993828119942918,,ionosphere,T2,III
IForest,0.05,5,24,351,17,17.0,1.0,0.7647058823529413,0.0,0.9215686274509804,0.9214182199340877,3.21140372784181,0.7941643850062974,,ionosphere,T2,III
IForest,0.05,5,25,351,17,17.0,1.0,0.9534313725490198,1.0,0.911764705882353,0.9226279474931224,3.214307073983494,0.7862627049908042,,ionosphere,T2,III
IForest,0.05,5,26,351,17,17.0,1.0,0.948529411764706,0.0,0.9068627450980394,0.9240323381924147,3.217677611661795,0.8463235910166986,,ionosphere,T2,III
IForest,0.05,5,27,351,17,17.0,1.0,0.8676470588235294,0.0,0.9534313725490198,0.921194889622476,3.210867735093942,0.8888452869723551,,ionosphere,T2,III
IForest,0.05,5,28,351,17,17.0,0.0,0.8872549019607844,1.0,0.9509803921568628,0.9237033204279554,3.216887969027093,0.8685519539867528,,ionosphere,T2,III
IForest,0.05,5,29,351,17,17.0,0.0,0.928921568627451,1.0,0.965686274509804,0.9246618113030283,3.2191883471272678,0.8414545760024339,,ionosphere,T2,III
IForest,0.1,5,0,351,35,35.0,0.6666666666666666,0.8686274509803922,1.0,0.9627450980392158,0.8605151726348415,6.163091035809049,0.7646750450367108,,ionosphere,T2,III
IForest,0.1,5,1,351,35,35.0,0.6666666666666666,0.8025210084033615,1.0,0.9722689075630253,0.8587966794078716,6.15278007644723,1.049523800960742,,ionosphere,T2,III
IForest,0.1,5,2,351,35,35.0,1.0,0.953501400560224,0.6666666666666666,0.9551820728291317,0.8590289780851112,6.154173868510668,0.8813553630025126,,ionosphere,T2,III
IForest,0.1,5,3,351,35,35.0,0.6666666666666666,0.9431372549019609,0.6666666666666666,0.9649859943977593,0.8595908176955647,6.1575449061733885,0.8031623149872757,,ionosphere,T2,III
IForest,0.1,5,4,351,35,35.0,1.0,0.969187675070028,1.0,0.9557422969187674,0.8580330467258288,6.148198280354973,0.7962995779816993,,ionosphere,T2,III
IForest,0.1,5,5,351,35,35.0,0.6666666666666666,0.9476190476190477,0.6666666666666666,0.9680672268907564,0.8586112412604737,6.151667447562843,0.7770867510116659,,ionosphere,T2,III
IForest,0.1,5,6,351,35,35.0,0.6666666666666666,0.8949579831932774,1.0,0.9375350140056022,0.8599686705665666,6.159812023399399,0.7521552350372076,,ionosphere,T2,III
IForest,0.1,5,7,351,35,35.0,0.6666666666666666,0.9341736694677871,0.6666666666666666,0.9341736694677871,0.8575630479012895,6.145378287407737,0.7662923479801975,,ionosphere,T2,III
IForest,0.1,5,8,351,35,35.0,0.3333333333333333,0.9747899159663865,0.3333333333333333,0.9826330532212886,0.8590378396387158,6.154227037832295,0.8060560849844478,,ionosphere,T2,III
IForest,0.1,5,9,351,35,35.0,0.3333333333333333,0.9582633053221289,0.6666666666666666,0.972829131652661,0.857193090947563,6.143158545685378,0.8572103969636373,,ionosphere,T2,III
IForest,0.1,5,10,351,35,35.0,1.0,0.938935574229692,0.6666666666666666,0.957983193277311,0.8578970371859944,6.147382223115967,0.7505292909918353,,ionosphere,T2,III
IForest,0.1,5,11,351,35,35.0,1.0,0.950420168067227,0.6666666666666666,0.9789915966386555,0.8559884761515718,6.135930856909431,0.7327995889936574,,ionosphere,T2,III
IForest,0.1,5,12,351,35,35.0,1.0,0.9498599439775912,0.6666666666666666,0.9596638655462185,0.8603372309058818,6.16202338543529,0.7695562290027738,,ionosphere,T2,III
IForest,0.1,5,13,351,35,35.0,0.6666666666666666,0.8854341736694679,0.6666666666666666,0.9599439775910366,0.8596108620448535,6.157665172269121,0.7868815989932045,,ionosphere,T2,III
IForest,0.1,5,14,351,35,35.0,1.0,0.9759103641456583,1.0,0.9714285714285715,0.8568994859451965,6.141396915671179,0.7459555930108763,,ionosphere,T2,III
IForest,0.1,5,15,351,35,35.0,1.0,0.9683473389355742,1.0,0.9725490196078431,0.8558519204355497,6.135111522613299,0.7362736240029335,,ionosphere,T2,III
IForest,0.1,5,16,351,35,35.0,0.6666666666666666,0.9588235294117647,0.6666666666666666,0.969747899159664,0.8535485644360352,6.121291386616211,0.8030883729807101,,ionosphere,T2,III
IForest,0.1,5,17,351,35,35.0,0.6666666666666666,0.9750700280112046,0.6666666666666666,0.9557422969187674,0.8591318421583688,6.154791052950213,0.7700388130033389,,ionosphere,T2,III
IForest,0.1,5,18,351,35,35.0,1.0,0.9714285714285715,1.0,0.9557422969187674,0.858300781398834,6.149804688393004,0.7620830520172603,,ionosphere,T2,III
IForest,0.1,5,19,351,35,35.0,1.0,0.9862745098039217,1.0,0.972829131652661,0.8578799009508973,6.147279405705383,0.7257221650215797,,ionosphere,T2,III
IForest,0.1,5,20,351,35,35.0,1.0,0.922689075630252,0.6666666666666666,0.9442577030812326,0.8570119262246911,6.142071557348147,0.7627002649824135,,ionosphere,T2,III
IForest,0.1,5,21,351,35,35.0,1.0,0.961624649859944,0.6666666666666666,0.9705882352941178,0.8589858758251951,6.153915254951171,0.9047036949777976,,ionosphere,T2,III
IForest,0.1,5,22,351,35,35.0,1.0,0.9831932773109245,0.6666666666666666,0.9630252100840336,0.8569216206702154,6.141529724021292,0.81187274196418,,ionosphere,T2,III
IForest,0.1,5,23,351,35,35.0,0.6666666666666666,0.9669467787114847,0.6666666666666666,0.9512605042016807,0.859762396189597,6.158574377137582,0.7224384360015392,,ionosphere,T2,III
IForest,0.1,5,24,351,35,35.0,0.6666666666666666,0.923529411764706,1.0,0.9781512605042018,0.8561630720543327,6.136978432325996,0.7665083260508254,,ionosphere,T2,III
IForest,0.1,5,25,351,35,35.0,1.0,0.9638655462184874,1.0,0.9784313725490197,0.8578799009508973,6.147279405705383,0.7496433000196703,,ionosphere,T2,III
IForest,0.1,5,26,351,35,35.0,0.6666666666666666,0.9817927170868348,1.0,0.9792717086834735,0.8596108620448535,6.157665172269121,0.7926483449991792,,ionosphere,T2,III
IForest,0.1,5,27,351,35,35.0,1.0,0.9252100840336134,1.0,0.9658263305322129,0.855866592886825,6.13519955732095,0.7508358350023627,,ionosphere,T2,III
IForest,0.1,5,28,351,35,35.0,0.6666666666666666,0.9563025210084034,0.6666666666666666,0.9638655462184874,0.8591585028429639,6.154951017057783,0.733162579999771,,ionosphere,T2,III
IForest,0.1,5,29,351,35,35.0,1.0,0.9596638655462185,1.0,0.9019607843137255,0.8604234097890687,6.162540458734412,0.7548281839699484,,ionosphere,T2,III
IForest,0.2,5,0,351,70,70.0,0.8571428571428571,0.9701513428396465,1.0,0.9611232613069722,0.7644055206950945,10.937271769036228,0.793633526947815,,ionosphere,T2,III
IForest,0.2,5,1,351,70,70.0,0.8571428571428571,0.9737201245757077,0.7142857142857143,0.974210480272942,0.7628393824631299,10.916911972020689,0.7668100979644805,,ionosphere,T2,III
IForest,0.2,5,2,351,70,70.0,0.8571428571428571,0.9710261569416498,0.8571428571428571,0.981313970781209,0.7628678278622618,10.917281762209404,0.7112388079985976,,ionosphere,T2,III
IForest,0.2,5,3,351,70,70.0,0.5714285714285714,0.9629078820750591,0.8571428571428571,0.9837634502668183,0.7622839059734666,10.909690777655067,0.7270949740195647,,ionosphere,T2,III
IForest,0.2,5,4,351,70,70.0,0.8571428571428571,0.9672469600209954,0.8571428571428571,0.9835185023182573,0.7621135127328688,10.907475665527294,0.7923641980160028,,ionosphere,T2,III
IForest,0.2,5,5,351,70,70.0,1.0,0.9861079520601872,1.0,0.9787245210392791,0.7627630605631326,10.915919787320723,0.7465763830114156,,ionosphere,T2,III
IForest,0.2,5,6,351,70,70.0,1.0,0.9647974805353863,1.0,0.9886974018021171,0.7637801947282535,10.929142531467296,0.8831061180098914,,ionosphere,T2,III
IForest,0.2,5,7,351,70,70.0,0.8571428571428571,0.961578164640014,0.8571428571428571,0.9772198407838333,0.761652709868536,10.901485228290968,1.028752587037161,,ionosphere,T2,III
IForest,0.2,5,8,351,70,70.0,0.8571428571428571,0.9764849969381506,1.0,0.9791094392441605,0.7628914286228905,10.917588572097577,0.8525067800073884,,ionosphere,T2,III
IForest,0.2,5,9,351,70,70.0,0.8571428571428571,0.9817688741142506,0.7142857142857143,0.9700108478846625,0.7609879009401497,10.892842712221945,0.939453745028004,,ionosphere,T2,III
IForest,0.2,5,10,351,70,70.0,0.8571428571428571,0.968926603096842,1.0,0.9750852943749453,0.761887868653656,10.904542292497528,0.8632131029735319,,ionosphere,T2,III
IForest,0.2,5,11,351,70,70.0,0.8571428571428571,0.9815239261656897,1.0,0.9745953984778234,0.7600689487049317,10.880896333164111,0.9215384010458365,,ionosphere,T2,III
IForest,0.2,5,12,351,70,70.0,0.8571428571428571,0.9756451754002274,0.8571428571428571,0.9651474061761876,0.7642261015620417,10.934939320306542,0.9917210040148348,,ionosphere,T2,III
IForest,0.2,5,13,351,70,70.0,0.8571428571428571,0.9782692374986878,0.8571428571428571,0.9705362610445282,0.7633486923783289,10.923533000918276,0.8579260690021329,,ionosphere,T2,III
IForest,0.2,5,14,351,70,70.0,0.8571428571428571,0.9417723733706588,1.0,0.9776047589887148,0.7609181384705548,10.891935800117212,0.8444102029898204,,ionosphere,T2,III
IForest,0.2,5,15,351,70,70.0,0.8571428571428571,0.9816638964220104,0.8571428571428571,0.9840433907794593,0.7594286124677421,10.872571962080647,0.8201620980398729,,ionosphere,T2,III
IForest,0.2,5,16,351,70,70.0,0.8571428571428571,0.9788994838596797,1.0,0.9680517889948386,0.7568110017750611,10.838543023075795,0.7849302929826081,,ionosphere,T2,III
IForest,0.2,5,17,351,70,70.0,0.8571428571428571,0.9693465138658034,0.8571428571428571,0.9581139007960807,0.7628952805181554,10.91763864673602,0.8162842679885216,,ionosphere,T2,III
IForest,0.2,5,18,351,70,70.0,1.0,0.970011372583326,0.8571428571428571,0.9796693202694426,0.7623728325732624,10.910846823452411,0.8388223130023107,,ionosphere,T2,III
IForest,0.2,5,19,351,70,70.0,0.7142857142857143,0.9741055025807015,0.7142857142857143,0.96052838771761,0.7619722038625953,10.905638650213739,0.8053807990509085,,ionosphere,T2,III
IForest,0.2,5,20,351,70,70.0,0.8571428571428571,0.966582101303473,0.8571428571428571,0.9625579564342577,0.7608793317765139,10.891431313094682,0.8926084219710901,,ionosphere,T2,III
IForest,0.2,5,21,351,70,70.0,0.7142857142857143,0.9716210305310121,0.8571428571428571,0.9722159041203743,0.7633246248745589,10.923220123369266,0.8829752589808777,,ionosphere,T2,III
IForest,0.2,5,22,351,70,70.0,0.8571428571428571,0.9607733356661711,0.7142857142857143,0.9774997812964745,0.7602907279988225,10.883779463984691,0.8770798380137421,,ionosphere,T2,III
IForest,0.2,5,23,351,70,70.0,0.8571428571428571,0.9741404951447817,1.0,0.9812089930889687,0.7634451676591396,10.924787179568815,0.818657151015941,,ionosphere,T2,III
