method,p,rep,n_full,n_sample,rho_srs,rho_tilde_srs,rho_str,rho_tilde_str,rho_str_km,rho_tilde_str_km,time_total_s,error,dataset,tier,method_class
BoxPlot,0.05,9,1600,80,0.8260869565217391,0.6766141243552428,0.7555555555555555,0.7959856712808068,0.5714285714285714,0.7111786868020421,0.08583534200442955,,letter,T2,I
BoxPlot,0.05,10,1600,80,0.3888888888888889,0.7175010268388008,0.32,0.6129036713876197,0.5454545454545454,0.6024679102031542,0.13991188997169957,,letter,T2,I
BoxPlot,0.05,11,1600,80,0.2222222222222222,0.643772188562256,0.37037037037037035,0.7910468213164842,0.8936170212765957,0.9077010791598189,0.19662167900241911,,letter,T2,I
BoxPlot,0.05,12,1600,80,0.4666666666666667,0.8394139117273701,0.4864864864864865,0.579139659534588,0.5945945945945946,0.6974906450501243,0.1343966340064071,,letter,T2,I
BoxPlot,0.05,13,1600,80,0.5555555555555556,0.4862942021450485,0.2222222222222222,0.6821512771113974,0.5,0.8393443608285599,0.10844957100925967,,letter,T2,I
BoxPlot,0.05,14,1600,80,0.48484848484848486,0.6417667029223298,0.17647058823529413,0.7868095519645294,0.3448275862068966,0.7332461615380745,0.19501708005554974,,letter,T2,I
BoxPlot,0.05,15,1600,80,0.2702702702702703,0.7062172702530558,0.6451612903225806,0.5829207862655614,0.5333333333333333,0.49815651685147266,0.11530151398619637,,letter,T2,I
BoxPlot,0.05,16,1600,80,0.3125,0.7853828280401757,0.717948717948718,0.8399058548449839,0.6111111111111112,0.7696807486220202,0.08793926698854193,,letter,T2,I
BoxPlot,0.05,17,1600,80,0.8163265306122449,0.7892940995053125,0.6153846153846154,0.5214201743547927,0.5806451612903226,0.6427971572115194,0.0639810860157013,,letter,T2,I
BoxPlot,0.05,18,1600,80,0.6206896551724138,0.7126710307810151,0.8627450980392157,0.7890093936543019,0.8095238095238095,0.8503121022467504,0.08238736202474684,,letter,T2,I
BoxPlot,0.05,19,1600,80,0.4444444444444444,0.6314099010069237,0.47058823529411764,0.5847975914060315,0.41379310344827586,0.7978449820876796,0.08190387301146984,,letter,T2,I
BoxPlot,0.05,20,1600,80,0.7111111111111111,0.6480428771448076,0.2777777777777778,0.6328968262917466,0.7727272727272727,0.8666564600720701,0.16748019499937072,,letter,T2,I
BoxPlot,0.05,21,1600,80,0.5882352941176471,0.6813162016688588,0.8421052631578947,0.8193630771168909,0.3076923076923077,0.7701617521382785,0.09441260795574635,,letter,T2,I
BoxPlot,0.05,22,1600,80,0.875,0.9361469985073939,0.7659574468085106,0.6235386755933844,0.47619047619047616,0.626565402346485,0.0734164550085552,,letter,T2,I
BoxPlot,0.05,23,1600,80,0.7692307692307693,0.67275712558042,0.7586206896551724,0.7936766943191221,0.5161290322580645,0.8100257390962993,0.09519457601709291,,letter,T2,I
BoxPlot,0.05,24,1600,80,0.5714285714285714,0.6772963903908434,0.4444444444444444,0.6280019733135378,0.2222222222222222,0.6788923084281936,0.1736773870070465,,letter,T2,I
BoxPlot,0.05,25,1600,80,0.4,0.7931610467916209,0.5,0.6517896904525347,0.6896551724137931,0.6658129555708397,0.12555714702466503,,letter,T2,I
BoxPlot,0.05,26,1600,80,0.46153846153846156,0.8048118507214226,0.3125,0.810835705792098,0.35714285714285715,0.801359478301339,0.07347181101795286,,letter,T2,I
BoxPlot,0.05,27,1600,80,0.25,0.6618577892031429,0.32432432432432434,0.7748466507693852,0.9166666666666666,0.9519204244238109,0.07799116201931611,,letter,T2,I
BoxPlot,0.05,28,1600,80,0.3333333333333333,0.7736242290438731,1.0,0.9446504907913928,0.5263157894736842,0.49310859389788464,0.14765131898457184,,letter,T2,I
BoxPlot,0.05,29,1600,80,0.6842105263157895,0.6383518513905004,0.3333333333333333,0.4424154716460829,0.6451612903225806,0.6052882191902665,0.21389263699529693,,letter,T2,I
BoxPlot,0.1,0,1600,160,0.45454545454545453,0.5073905038179961,0.3287671232876712,0.4979046075370036,0.41304347826086957,0.49196091455207386,0.13732717599486932,,letter,T2,I
BoxPlot,0.1,1,1600,160,0.42857142857142855,0.6351710917075322,0.37142857142857144,0.8553357139433545,0.9438202247191011,0.8743028409583733,0.24656253797002137,,letter,T2,I
BoxPlot,0.1,2,1600,160,0.8737864077669902,0.794254631816868,0.9887640449438202,0.9703507883731834,0.375,0.7268959569686787,0.09897927398560569,,letter,T2,I
BoxPlot,0.1,3,1600,160,0.9215686274509803,0.9175387479042152,0.88,0.7379931191364405,0.31746031746031744,0.849843296970071,0.0680581170017831,,letter,T2,I
BoxPlot,0.1,4,1600,160,0.8823529411764706,0.8602040703619677,0.27692307692307694,0.7347298711062117,0.5,0.5569333488499159,0.07404542696895078,,letter,T2,I
BoxPlot,0.1,5,1600,160,0.5428571428571428,0.8265997351832797,0.9714285714285714,0.9343495166599756,0.9213483146067416,0.8823195444104579,0.13550164096523076,,letter,T2,I
BoxPlot,0.1,6,1600,160,0.8842105263157894,0.8528943987009383,0.2608695652173913,0.7436509212918796,0.696969696969697,0.7751054747057061,0.18692216102499515,,letter,T2,I
BoxPlot,0.1,7,1600,160,0.9047619047619048,0.8131628007412802,0.7586206896551724,0.8993788806009658,0.9318181818181818,0.8259653675580164,0.11365979898255318,,letter,T2,I
BoxPlot,0.1,8,1600,160,0.5614035087719298,0.8518643272135221,0.29508196721311475,0.761104705024169,0.9811320754716981,0.9542007934208129,0.147025701997336,,letter,T2,I
BoxPlot,0.1,9,1600,160,0.8775510204081632,0.886233646625632,0.9565217391304348,0.9545253976613248,0.6987951807228916,0.813352613979287,0.20510226499754936,,letter,T2,I
BoxPlot,0.1,10,1600,160,0.875,0.8651594786364472,0.8571428571428571,0.7921935957619022,0.3384615384615385,0.9107984770130946,0.11041366797871888,,letter,T2,I
BoxPlot,0.1,11,1600,160,0.9130434782608695,0.9066716659439763,0.6888888888888889,0.6109081618485777,0.782608695652174,0.748503878405151,0.0821128889801912,,letter,T2,I
BoxPlot,0.1,12,1600,160,0.8571428571428571,0.8810016431892252,0.9411764705882353,0.8675670605492829,0.8602150537634409,0.8506710399807542,0.10313148301793262,,letter,T2,I
BoxPlot,0.1,13,1600,160,0.9285714285714286,0.9277726419875065,0.9072164948453608,0.8360759238972942,0.968421052631579,0.8970857254894757,0.25213667802745476,,letter,T2,I
BoxPlot,0.1,14,1600,160,0.49056603773584906,0.5625014837825897,0.5066666666666667,0.6844326230383945,0.37333333333333335,0.7078355073316159,0.19178486795863137,,letter,T2,I
BoxPlot,0.1,15,1600,160,0.4857142857142857,0.6020758941555048,0.3111111111111111,0.7209794605986793,0.2898550724637681,0.8601197178891892,0.1868801890523173,,letter,T2,I
BoxPlot,0.1,16,1600,160,0.417910447761194,0.8015158561057522,0.4057971014492754,0.7313265621386426,0.5142857142857142,0.5425777858850951,0.10708095197333023,,letter,T2,I
BoxPlot,0.1,17,1600,160,0.9375,0.8766500739487019,0.75,0.8415138266520665,0.3793103448275862,0.8449137434987674,0.062436349980998784,,letter,T2,I
BoxPlot,0.1,18,1600,160,0.4225352112676056,0.9550009300611711,0.38235294117647056,0.8545464036180991,0.18604651162790697,0.6200249669404714,0.07959110900992528,,letter,T2,I
BoxPlot,0.1,19,1600,160,0.8936170212765957,0.7920105377881789,0.48717948717948717,0.6429903806097577,0.9487179487179487,0.9215695510920832,0.10060208203503862,,letter,T2,I
BoxPlot,0.1,20,1600,160,0.3548387096774194,0.8838716709795936,0.9166666666666666,0.92940805900948,0.9230769230769231,0.8688116087357695,0.29589267901610583,,letter,T2,I
BoxPlot,0.1,21,1600,160,0.5789473684210527,0.7243921874356648,0.43137254901960786,0.8911155940048832,0.625,0.5154095882067034,0.16360819700639695,,letter,T2,I
BoxPlot,0.1,22,1600,160,0.4666666666666667,0.6987182818678813,0.7368421052631579,0.7588291663749863,0.9306930693069307,0.9200585684631254,0.23992769501637667,,letter,T2,I
BoxPlot,0.1,23,1600,160,0.9555555555555556,0.9550255319031116,0.4578313253012048,0.6115274517947871,0.29850746268656714,0.9146567609046674,0.09957305801799521,,letter,T2,I
BoxPlot,0.1,24,1600,160,0.875,0.7457173736714263,0.136986301369863,0.32979070822693585,0.7478260869565218,0.7218394756763761,0.13736250897636637,,letter,T2,I
BoxPlot,0.1,25,1600,160,0.8490566037735849,0.8166408080706443,0.5306122448979592,0.6361291979231861,0.9411764705882353,0.8897370496107752,0.36766101204557344,,letter,T2,I
BoxPlot,0.1,26,1600,160,0.8351648351648352,0.8927590097704551,0.30952380952380953,0.7526100450031727,0.7126436781609196,0.8584676250868113,0.13589766301447526,,letter,T2,I
BoxPlot,0.1,27,1600,160,0.45714285714285713,0.8578948464140029,0.34782608695652173,0.8218117336965692,0.8571428571428571,0.9143470543624582,0.23891639901557937,,letter,T2,I
BoxPlot,0.1,28,1600,160,0.48484848484848486,0.8167406619502029,0.3448275862068966,0.8188636938723535,1.0,0.9581886991990998,0.1373742560390383,,letter,T2,I
BoxPlot,0.1,29,1600,160,0.8941176470588236,0.8910859809999749,0.4444444444444444,0.4606647559012472,0.9541284403669725,0.9523640897432627,0.08774223702494055,,letter,T2,I
BoxPlot,0.2,0,1600,320,0.9651741293532339,0.9650309084110517,0.7953216374269005,0.8755504582297272,0.9054726368159204,0.9037221835436636,0.11672777903731912,,letter,T2,I
BoxPlot,0.2,1,1600,320,0.9897959183673469,0.9556726809980347,0.9045226130653267,0.9085699899074248,0.9090909090909091,0.9012152417694997,0.19853791897185147,,letter,T2,I
BoxPlot,0.2,2,1600,320,0.4444444444444444,0.853352908497563,0.8461538461538461,0.8218950329481097,0.9166666666666666,0.9099500277794114,0.11838077398715541,,letter,T2,I
BoxPlot,0.2,3,1600,320,0.8426395939086294,0.825450194367664,0.9411764705882353,0.9150743006281482,0.9951690821256038,0.9902163407416216,0.1467332310276106,,letter,T2,I
BoxPlot,0.2,4,1600,320,0.9152542372881356,0.8923267100506903,0.5109489051094891,0.7317899329509016,0.8817204301075269,0.8585559731657425,0.20053791702957824,,letter,T2,I
BoxPlot,0.2,5,1600,320,0.9950738916256158,0.9568270116707618,0.37209302325581395,0.7593691242118723,0.783068783068783,0.7887037116362803,0.14095863298280165,,letter,T2,I
BoxPlot,0.2,6,1600,320,0.776255707762557,0.743946832582025,0.8770053475935828,0.8716465635665489,0.29577464788732394,0.8976014568314941,0.10741328401491046,,letter,T2,I
BoxPlot,0.2,7,1600,320,0.967741935483871,0.9205612618626403,0.8994708994708994,0.8765799260793994,0.4,0.9216013630407149,0.3481634290073998,,letter,T2,I
BoxPlot,0.2,8,1600,320,0.9433962264150944,0.9844216580586472,0.7875,0.8283043963779415,0.8773584905660378,0.8543205952029812,0.47045408899430186,,letter,T2,I
BoxPlot,0.2,9,1600,320,0.8944723618090452,0.8919951232567284,0.9191919191919192,0.9228566251295598,0.4461538461538462,0.9000839316461638,0.19821770797716454,,letter,T2,I
BoxPlot,0.2,10,1600,320,0.8837209302325582,0.8625953375105723,0.7730061349693251,0.8356055184882298,1.0,0.9525166152546144,0.29567463899729773,,letter,T2,I
BoxPlot,0.2,11,1600,320,0.875,0.936142088115647,0.7807486631016043,0.8561075628172077,0.9753694581280788,0.9787929866553329,0.1355532169691287,,letter,T2,I
BoxPlot,0.2,12,1600,320,0.4411764705882353,0.7670520017757609,0.9239130434782609,0.9226159645310881,0.8958333333333334,0.8885163605431778,0.14160812098998576,,letter,T2,I
BoxPlot,0.2,13,1600,320,0.94,0.9273428319098239,0.9473684210526315,0.9396084065139884,0.37333333333333335,0.8956364049389351,0.18511521798791364,,letter,T2,I
BoxPlot,0.2,14,1600,320,0.8078817733990148,0.8079367735876101,0.9782608695652174,0.9115930886419864,0.8877551020408163,0.8798673654499782,0.10186828498262912,,letter,T2,I
BoxPlot,0.2,15,1600,320,0.883248730964467,0.8791285121375882,0.9633507853403142,0.9287978983479426,0.2446043165467626,0.6885289663999479,0.07127351098461077,,letter,T2,I
BoxPlot,0.2,16,1600,320,0.4251968503937008,0.8620828349868691,0.4,0.8746946698654291,1.0,0.971391324244006,0.09103793394751847,,letter,T2,I
BoxPlot,0.2,17,1600,320,0.4626865671641791,0.9319051344169741,0.88268156424581,0.8031459462695454,0.9665071770334929,0.9497852864033373,0.08641962701221928,,letter,T2,I
BoxPlot,0.2,18,1600,320,0.8975609756097561,0.894033344718929,0.9357798165137615,0.9439225183845213,0.8764044943820225,0.888065513066061,0.256953400967177,,letter,T2,I
BoxPlot,0.2,19,1600,320,0.9109947643979057,0.8945902574313338,0.8877551020408163,0.8807159486038193,0.9468085106382979,0.921641124362725,0.08652708603767678,,letter,T2,I
BoxPlot,0.2,20,1600,320,0.3424657534246575,0.730183103612694,0.48120300751879697,0.8478290106832191,0.4251968503937008,0.8074402603216725,0.2431594890076667,,letter,T2,I
BoxPlot,0.2,21,1600,320,0.9441624365482234,0.9019559479304194,1.0,0.9607724866000477,0.9320388349514563,0.8793429894104473,0.09042683499865234,,letter,T2,I
BoxPlot,0.2,22,1600,320,0.9371980676328503,0.9152046730230635,0.2589928057553957,0.8323172713335985,0.9245283018867925,0.8758705435240295,0.0745257810340263,,letter,T2,I
BoxPlot,0.2,23,1600,320,0.5,0.6850378713959225,0.9700598802395209,0.903223864622419,0.4028776978417266,0.942983461015923,0.06580284400843084,,letter,T2,I
BoxPlot,0.2,24,1600,320,0.9738219895287958,0.9413143926507053,0.28776978417266186,0.8905431939952507,0.390625,0.8352519825605587,0.07458495604805648,,letter,T2,I
BoxPlot,0.2,25,1600,320,0.9285714285714286,0.9414134591386596,0.9430051813471503,0.9039974202369081,0.9565217391304348,0.9605407378490094,0.13597561698406935,,letter,T2,I
BoxPlot,0.2,26,1600,320,0.8775510204081632,0.85191011722548,0.9319371727748691,0.9096152151429604,0.9424083769633508,0.8888627535621569,0.19123497500550002,,letter,T2,I
BoxPlot,0.2,27,1600,320,0.8723404255319149,0.8647075449842099,0.88268156424581,0.8831117355594058,0.9111111111111111,0.8991871518627388,0.08047604805324227,,letter,T2,I
BoxPlot,0.2,28,1600,320,0.4,0.8451692521568306,0.9528301886792453,0.9519816811864715,0.9090909090909091,0.9274017851455069,0.13690756598953158,,letter,T2,I
BoxPlot,0.2,29,1600,320,0.3356643356643357,0.9233071983651562,0.38028169014084506,0.8699217674026564,0.8444444444444444,0.852358025489107,0.19578213599743322,,letter,T2,I
MAD,0.05,0,1600,80,0.29411764705882354,0.23004015511059758,0.8571428571428571,0.8943358546125305,1.0,0.9995025669889694,0.09069465601351112,,letter,T2,I
MAD,0.05,1,1600,80,1.0,0.9978700923040033,0.8125,0.840847269182094,0.6923076923076923,0.8508465096070217,0.08923813601722941,,letter,T2,I
MAD,0.05,2,1600,80,0.9230769230769231,0.9318663701677471,0.5161290322580645,0.6544561781653772,0.967741935483871,0.9205262121315008,0.0753290299908258,,letter,T2,I
MAD,0.05,3,1600,80,0.9302325581395349,0.9335892400876938,0.5,0.5162759608942789,0.7428571428571429,0.680874639637837,0.07195482501992956,,letter,T2,I
MAD,0.05,4,1600,80,0.9090909090909091,0.8423533360820147,0.9302325581395349,0.8895614948796765,1.0,0.9983319797588556,0.11506703699706122,,letter,T2,I
MAD,0.05,5,1600,80,0.9142857142857143,0.9435126525930881,0.4666666666666667,0.701667537878497,0.8387096774193549,0.8830809630596812,0.21849894901970401,,letter,T2,I
MAD,0.05,6,1600,80,0.7857142857142857,0.8923982603574062,0.7333333333333333,0.6843669473266247,0.4864864864864865,0.5016137606503969,0.10363331495318562,,letter,T2,I
MAD,0.05,7,1600,80,0.6666666666666666,0.6412147641739543,0.9743589743589743,0.9239289678321804,0.8,0.8726442931700494,0.16490387899102643,,letter,T2,I
MAD,0.05,8,1600,80,0.7647058823529411,0.879967383249764,0.9411764705882353,0.9247232810473777,1.0,0.9908935773739103,0.11313096503727138,,letter,T2,I
MAD,0.05,9,1600,80,1.0,0.9997340244298801,0.8148148148148148,0.850602261377479,0.875,0.8940121935482122,0.08442401298088953,,letter,T2,I
MAD,0.05,10,1600,80,0.07692307692307693,0.5860647967052494,0.08,0.6259937785207818,1.0,0.9665383774850032,0.10463332099607214,,letter,T2,I
MAD,0.05,11,1600,80,1.0,0.9980403459866414,0.4827586206896552,0.6789076688504094,1.0,0.9993570637360298,0.07364347396651283,,letter,T2,I
MAD,0.05,12,1600,80,0.9090909090909091,0.9347565508460729,1.0,0.9695306409478345,0.896551724137931,0.9220188803110381,0.11678118898998946,,letter,T2,I
MAD,0.05,13,1600,80,0.6666666666666666,0.6364529643391141,0.5714285714285714,0.5566863626559666,1.0,0.9985947651004529,0.17523547599557787,,letter,T2,I
MAD,0.05,14,1600,80,0.7586206896551724,0.7176652090215454,0.7142857142857143,0.5999162844837783,0.88,0.920400192299995,0.09799241099972278,,letter,T2,I
MAD,0.05,15,1600,80,1.0,0.9982888328192729,0.8,0.9227169535059779,0.782608695652174,0.7719877107292261,0.11083666200283915,,letter,T2,I
MAD,0.05,16,1600,80,0.9714285714285714,0.8962231072748843,0.8888888888888888,0.9048382190343036,0.9302325581395349,0.9578085685489801,0.18501381401438266,,letter,T2,I
MAD,0.05,17,1600,80,1.0,0.9998146770796059,0.7857142857142857,0.6791247636570645,0.9375,0.9404403551784924,0.059657650999724865,,letter,T2,I
MAD,0.05,18,1600,80,0.96,0.8967850452704623,0.8235294117647058,0.8638008806961157,0.6923076923076923,0.8923617052473023,0.07733603200176731,,letter,T2,I
MAD,0.05,19,1600,80,1.0,0.853795556399894,0.7777777777777778,0.8753564965688722,0.7692307692307693,0.8341478844469545,0.06214052002178505,,letter,T2,I
MAD,0.05,20,1600,80,0.9090909090909091,0.8915713992473207,0.625,0.6868072428852561,1.0,0.999116901117322,0.10183862899430096,,letter,T2,I
MAD,0.05,21,1600,80,0.6666666666666666,0.5636257016705387,1.0,0.9962906419217552,0.6470588235294118,0.7215176359510571,0.09073098696535453,,letter,T2,I
MAD,0.05,22,1600,80,0.8947368421052632,0.9195358644926995,1.0,0.9945169823182332,0.48,0.8129138515098204,0.21163190802326426,,letter,T2,I
MAD,0.05,23,1600,80,0.9696969696969697,0.9380208609447194,0.6666666666666666,0.6393383551461709,0.9032258064516129,0.9153821747517353,0.08184881799388677,,letter,T2,I
MAD,0.05,24,1600,80,0.9629629629629629,0.9833407111494743,0.8571428571428571,0.899757329759908,0.8387096774193549,0.8843509192914426,0.12928387895226479,,letter,T2,I
MAD,0.05,25,1600,80,0.6923076923076923,0.5964446004447574,0.8333333333333334,0.8608233106577687,1.0,0.9999083853653409,0.22578977496596053,,letter,T2,I
MAD,0.05,26,1600,80,1.0,0.9980266770643151,0.8666666666666667,0.9353008912725287,0.6923076923076923,0.7718019301468291,0.07145144697278738,,letter,T2,I
MAD,0.05,27,1600,80,0.45161290322580644,0.276428677459911,0.9142857142857143,0.8656116332991477,0.8717948717948718,0.9471204508079477,0.08122209302382544,,letter,T2,I
MAD,0.05,28,1600,80,1.0,0.997382393182625,1.0,0.9961855900022801,0.8888888888888888,0.9045106742317964,0.08419821999268606,,letter,T2,I
MAD,0.05,29,1600,80,1.0,0.9968644249149493,0.6153846153846154,0.5700683816157787,0.8571428571428571,0.9150233550101392,0.10609424900030717,,letter,T2,I
MAD,0.1,0,1600,160,0.9135802469135802,0.9245527824629834,0.9354838709677419,0.9368663111038245,0.85,0.9005700856401282,0.20089537900639698,,letter,T2,I
MAD,0.1,1,1600,160,0.6764705882352942,0.4955718662717183,0.8767123287671232,0.772762074547956,0.9523809523809523,0.9217973054045795,0.11168740899302065,,letter,T2,I
MAD,0.1,2,1600,160,0.8923076923076924,0.8842591485212925,0.8627450980392157,0.8569620066237351,1.0,0.9998159291423223,0.10892512300051749,,letter,T2,I
MAD,0.1,3,1600,160,1.0,0.9988808133975959,0.7619047619047619,0.8384286798396743,1.0,0.9993486321129396,0.19321975600905716,,letter,T2,I
MAD,0.1,4,1600,160,1.0,0.9998156142503001,1.0,0.9983133638799513,1.0,0.999115625368651,0.07363043201621622,,letter,T2,I
MAD,0.1,5,1600,160,1.0,0.9991616119147223,0.9722222222222222,0.9633010692457986,1.0,0.999772956256938,0.10937895497772843,,letter,T2,I
MAD,0.1,6,1600,160,0.8985507246376812,0.8933180584599048,0.6428571428571429,0.5892540331600773,0.9642857142857143,0.9272704465068723,0.07015772600425407,,letter,T2,I
MAD,0.1,7,1600,160,0.9310344827586207,0.8422607432869823,1.0,0.9996789239965567,0.7111111111111111,0.6838701612559461,0.10390066303079948,,letter,T2,I
MAD,0.1,8,1600,160,1.0,0.9985440570794354,0.76,0.8136786383120198,0.8253968253968254,0.9228598005434174,0.21310432796599343,,letter,T2,I
MAD,0.1,9,1600,160,1.0,0.9989644715178696,1.0,0.9987688228123563,0.927536231884058,0.9346889119867103,0.14904011797625571,,letter,T2,I
MAD,0.1,10,1600,160,1.0,0.9990124335275633,0.8771929824561403,0.8808355979086842,0.6545454545454545,0.6084804249446409,0.24175315001048148,,letter,T2,I
MAD,0.1,11,1600,160,1.0,0.9990435750212624,0.78125,0.6338156853444669,1.0,0.9993794464429133,0.09581894002621993,,letter,T2,I
MAD,0.1,12,1600,160,0.676923076923077,0.6578565079401991,0.7457627118644068,0.7005155837950958,1.0,0.9984658062236295,0.07713800098281354,,letter,T2,I
MAD,0.1,13,1600,160,1.0,0.9999387811734687,0.9411764705882353,0.9466530742905516,1.0,0.9981844509419923,0.07916598202427849,,letter,T2,I
MAD,0.1,14,1600,160,0.7951807228915663,0.8459414561883101,0.8571428571428571,0.9041726735785212,0.9459459459459459,0.9462897105209931,0.09058887901483104,,letter,T2,I
MAD,0.1,15,1600,160,0.8666666666666667,0.9500796666621288,1.0,0.9968997123339796,0.7941176470588235,0.7881300980489938,0.09270655497675762,,letter,T2,I
MAD,0.1,16,1600,160,1.0,0.9983848850511485,0.9117647058823529,0.9247141887341206,0.927536231884058,0.891446682839073,0.275840068992693,,letter,T2,I
MAD,0.1,17,1600,160,0.9375,0.8975237905003036,1.0,0.998625638799689,0.9577464788732394,0.9567538105630666,0.12774292402900755,,letter,T2,I
MAD,0.1,18,1600,160,0.8405797101449275,0.8209092674649402,0.8823529411764706,0.8580089115869277,0.875,0.871545851765089,0.21843126299791038,,letter,T2,I
MAD,0.1,19,1600,160,0.5263157894736842,0.6087356939907608,0.9473684210526315,0.9590902315867956,0.9354838709677419,0.9302318331844645,0.06462209898745641,,letter,T2,I
MAD,0.1,20,1600,160,0.9552238805970149,0.9346836506869943,1.0,0.9990378682849098,0.6060606060606061,0.5305969743742104,0.08698753302451223,,letter,T2,I
MAD,0.1,21,1600,160,1.0,0.9992629734337646,0.8656716417910447,0.912979070980961,0.6101694915254238,0.6372286237172609,0.08850866404827684,,letter,T2,I
MAD,0.1,22,1600,160,1.0,0.9994628651848269,0.7951807228915663,0.8780738806704906,0.9508196721311475,0.909556039946348,0.08681448199786246,,letter,T2,I
MAD,0.1,23,1600,160,0.9393939393939394,0.9338925159154876,0.03225806451612903,-0.06202155337496356,1.0,0.9969481352278082,0.11304377095075324,,letter,T2,I
MAD,0.1,24,1600,160,1.0,0.9991127760987758,0.6301369863013698,0.5236509290523519,1.0,0.9996699331063367,0.20128632802516222,,letter,T2,I
MAD,0.1,25,1600,160,1.0,0.9782225603062872,0.5454545454545454,0.6895161980122924,1.0,0.9980362523592388,0.17672024702187628,,letter,T2,I
MAD,0.1,26,1600,160,0.8985507246376812,0.8904685003736064,0.7540983606557377,0.6875477187874786,0.8888888888888888,0.9184440583929065,0.17305236600805074,,letter,T2,I
MAD,0.1,27,1600,160,0.8928571428571429,0.9061202411497817,1.0,0.9962929299420085,0.9032258064516129,0.9175366038436531,0.07054147898452356,,letter,T2,I
MAD,0.1,28,1600,160,1.0,0.996575573403694,1.0,0.9991763438890234,1.0,0.9995710268644696,0.09508412203285843,,letter,T2,I
MAD,0.1,29,1600,160,1.0,0.9980966118315117,0.8979591836734694,0.9326152700363572,0.8524590163934426,0.868610337482088,0.08973721001530066,,letter,T2,I
MAD,0.2,0,1600,320,1.0,0.9992817642242766,1.0,0.9997116089706617,0.9,0.9180319880225578,0.11438122403342277,,letter,T2,I
MAD,0.2,1,1600,320,1.0,0.9998109256275953,1.0,1.0,0.9291338582677166,0.916302861633696,0.21313584398012608,,letter,T2,I
MAD,0.2,2,1600,320,1.0,0.9997546034825697,0.7521367521367521,0.8767128512414506,1.0,0.9991778262132347,0.11767119501018897,,letter,T2,I
MAD,0.2,3,1600,320,0.8296296296296296,0.8577661694648199,1.0,0.999867835939445,0.6722689075630253,0.6432546406796881,0.13897901197196916,,letter,T2,I
MAD,0.2,4,1600,320,1.0,0.9996866136619239,1.0,0.9991960358051108,1.0,0.9999050390690926,0.15726492897374555,,letter,T2,I
MAD,0.2,5,1600,320,0.6422018348623854,0.6343146105082064,0.9078014184397163,0.9395234128444884,0.6818181818181818,0.5745507969848472,0.09776003396837041,,letter,T2,I
MAD,0.2,6,1600,320,0.6972477064220184,0.6432858413292262,0.8095238095238095,0.6613148347686628,1.0,0.9990493834596254,0.07204358099261299,,letter,T2,I
MAD,0.2,7,1600,320,1.0,0.9978151703091588,1.0,0.9994210011350639,1.0,0.9989181341508719,0.06977142096729949,,letter,T2,I
MAD,0.2,8,1600,320,0.9104477611940298,0.902434558584986,1.0,0.9998137995442927,1.0,0.9991619689298177,0.10231861099600792,,letter,T2,I
MAD,0.2,9,1600,320,1.0,0.9991107123035653,0.5648854961832062,0.5136117676032103,0.9402985074626866,0.9326217233514968,0.20032310899114236,,letter,T2,I
MAD,0.2,10,1600,320,1.0,0.9994563055073226,0.9104477611940298,0.9405804391194841,0.8188976377952756,0.8460052112851798,0.16863847599597648,,letter,T2,I
MAD,0.2,11,1600,320,1.0,0.9997094794785139,1.0,0.9989121839229769,1.0,1.0,0.14592866896418855,,letter,T2,I
MAD,0.2,12,1600,320,0.9743589743589743,0.9649731339655183,1.0,0.9982643256089719,0.8636363636363636,0.911880799180586,0.1452628419501707,,letter,T2,I
MAD,0.2,13,1600,320,1.0,0.9997733336090158,0.9370629370629371,0.9267508429652572,1.0,0.9994724061934105,0.07778714504092932,,letter,T2,I
MAD,0.2,14,1600,320,0.7521367521367521,0.8447410106085324,1.0,0.9986837103145532,0.9291338582677166,0.9329514947368951,0.08850662497570738,,letter,T2,I
MAD,0.2,15,1600,320,0.8783783783783784,0.8922254437416903,1.0,0.9999786908060685,0.746031746031746,0.8457259662824058,0.07740687800105661,,letter,T2,I
MAD,0.2,16,1600,320,0.9256198347107438,0.9399747074748046,0.9523809523809523,0.9421243059607161,1.0,0.9989117562800888,0.09915219596587121,,letter,T2,I
MAD,0.2,17,1600,320,0.9078014184397163,0.9166260624130717,1.0,0.9989065291468848,1.0,0.9973565296463861,0.08898087596753612,,letter,T2,I
MAD,0.2,18,1600,320,0.8,0.7299759582141327,0.9090909090909091,0.9303853511666964,1.0,1.0,0.19303834903985262,,letter,T2,I
MAD,0.2,19,1600,320,1.0,0.9975412399338169,1.0,0.9996028196801257,1.0,0.999483815699765,0.06580239196773618,,letter,T2,I
MAD,0.2,20,1600,320,0.9078014184397163,0.9093097416224073,0.55,0.6905896977711298,1.0,0.9996427045778596,0.12417359900427982,,letter,T2,I
MAD,0.2,21,1600,320,1.0,0.999381397395497,1.0,0.9995797791958585,1.0,0.9988286388455451,0.1559535390115343,,letter,T2,I
MAD,0.2,22,1600,320,0.6612903225806451,0.7201278144216436,1.0,0.9986871266369413,1.0,0.9993495744127936,0.09077259997138754,,letter,T2,I
MAD,0.2,23,1600,320,1.0,0.9994161966550505,1.0,0.9986004767868544,0.8503937007874016,0.8266269318909145,0.06077443703543395,,letter,T2,I
MAD,0.2,24,1600,320,1.0,0.9980232489825969,1.0,0.999249558246771,0.8760330578512396,0.9108719493070914,0.09218019800027832,,letter,T2,I
