method,p,rep,n_full,n_sample,rho_srs,rho_tilde_srs,rho_str,rho_tilde_str,rho_str_km,rho_tilde_str_km,time_total_s,error,dataset,tier,method_class
BoxPlot,0.1,2,7200,720,0.9444444444444444,0.9140760595382165,0.9861111111111112,0.9791746125022354,1.0,0.9999447506501891,0.759562460007146,,annthyroid,T2,I
BoxPlot,0.1,3,7200,720,0.9027777777777778,0.9653342999470385,0.9722222222222222,0.9850843018705115,0.9861111111111112,0.9920718627355779,0.6156405500369146,,annthyroid,T2,I
BoxPlot,0.1,4,7200,720,0.9103448275862069,0.9048186269018534,0.9517241379310345,0.963944162092636,1.0,0.9981195894697377,0.8217891970416531,,annthyroid,T2,I
BoxPlot,0.1,5,7200,720,0.8333333333333334,0.9198129720054627,0.9517241379310345,0.9369807512589091,0.9517241379310345,0.9811279644977629,0.6794538220274262,,annthyroid,T2,I
BoxPlot,0.1,6,7200,720,0.9655172413793104,0.9287628981105754,0.9305555555555556,0.9781401666190853,0.9655172413793104,0.9905833226546676,0.29296431300463155,,annthyroid,T2,I
BoxPlot,0.1,7,7200,720,0.993103448275862,0.987083471477429,1.0,0.9922748981015584,0.9861111111111112,0.9780997410093868,0.8657111010397784,,annthyroid,T2,I
BoxPlot,0.1,8,7200,720,1.0,0.9857348974121634,0.9722222222222222,0.9916234861278258,0.9452054794520548,0.9839318333686516,0.6608855599770322,,annthyroid,T2,I
BoxPlot,0.1,9,7200,720,0.8827586206896552,0.9543819484584544,0.9861111111111112,0.9908509381565728,0.9726027397260274,0.9982617309388624,0.3506071539595723,,annthyroid,T2,I
BoxPlot,0.1,10,7200,720,0.9583333333333334,0.9672487353429166,0.9861111111111112,0.9831052038908913,0.9444444444444444,0.953982446402886,0.7369212540215813,,annthyroid,T2,I
BoxPlot,0.1,11,7200,720,0.9861111111111112,0.9757945015751638,0.9041095890410958,0.9690016804481517,0.993103448275862,0.9838543391745868,0.5355928239878267,,annthyroid,T2,I
BoxPlot,0.1,12,7200,720,0.9379310344827586,0.9112655580474937,0.896551724137931,0.8992711560957735,0.9793103448275862,0.9893704654479781,0.6436138920253143,,annthyroid,T2,I
BoxPlot,0.1,13,7200,720,0.9444444444444444,0.9219103398714308,0.9793103448275862,0.9913745784658687,0.9726027397260274,0.930550889624294,0.736970714002382,,annthyroid,T2,I
BoxPlot,0.1,14,7200,720,1.0,0.9981799955382762,0.9459459459459459,0.9278068850442561,0.9444444444444444,0.9362334519628412,0.4761248469585553,,annthyroid,T2,I
BoxPlot,0.1,15,7200,720,0.9932885906040269,0.9999938330172575,0.9166666666666666,0.9228551229985892,0.9793103448275862,0.9353423535407394,0.7877966889645904,,annthyroid,T2,I
BoxPlot,0.1,16,7200,720,0.9444444444444444,0.9801174723927915,0.9241379310344827,0.9468462518948988,0.9452054794520548,0.983165714953439,0.5905922690290026,,annthyroid,T2,I
BoxPlot,0.1,17,7200,720,0.9655172413793104,0.9858953474638636,1.0,0.983409255627937,0.9583333333333334,0.9780297353753364,0.4478757139877416,,annthyroid,T2,I
BoxPlot,0.1,18,7200,720,0.9931972789115646,0.9899704195874397,0.9241379310344827,0.9585541357740358,0.9722222222222222,0.9709098374283243,0.9973681700066663,,annthyroid,T2,I
BoxPlot,0.1,19,7200,720,1.0,0.9853364633606511,0.9655172413793104,0.9940225367129936,0.9583333333333334,0.9946441745976011,0.858575392048806,,annthyroid,T2,I
BoxPlot,0.1,20,7200,720,0.9444444444444444,0.9601956301957851,0.9583333333333334,0.9830112305147296,0.9861111111111112,0.9803491616482576,0.22401945997262374,,annthyroid,T2,I
BoxPlot,0.1,21,7200,720,0.9793103448275862,0.9933115531410777,0.9027777777777778,0.925342478170714,0.9305555555555556,0.9631464307678212,0.7925614929990843,,annthyroid,T2,I
BoxPlot,0.1,22,7200,720,0.9444444444444444,0.9554442798263318,0.9722222222222222,0.9914574745464,0.9583333333333334,0.9473963116570119,0.3533748179906979,,annthyroid,T2,I
BoxPlot,0.1,23,7200,720,0.9655172413793104,0.9737327136832616,0.9452054794520548,0.9751256002084991,0.9103448275862069,0.9414927812649484,0.6100004159961827,,annthyroid,T2,I
BoxPlot,0.1,24,7200,720,0.9517241379310345,0.9862446999418334,0.9722222222222222,0.9335353256525664,0.9722222222222222,0.9720610502312184,0.28640184400137514,,annthyroid,T2,I
BoxPlot,0.1,25,7200,720,1.0,0.9887198601726762,0.8827586206896552,0.9186396574071567,0.9726027397260274,0.9698242407384499,0.8547132880194113,,annthyroid,T2,I
