method,p,rep,n_full,n_sample,rho,rho_tilde,time_fit_s,time_score_s,time_total_s,dataset,part,n_vs_psi
MAD,0.1,26,5000,500,1.0,0.969199904937093,0.0045792319579049945,0.0007645670557394624,0.006685858010314405,pendigits,A,
MAD,0.1,27,5000,500,0.76,0.9158847058749753,0.0047170770121738315,0.0007638810202479362,0.006716494099237025,pendigits,A,
MAD,0.1,28,5000,500,1.0,0.9050135392155839,0.004750691005028784,0.000798908993601799,0.007010066998191178,pendigits,A,
MAD,0.1,29,5000,500,1.0,0.9736413912397744,0.005442586028948426,0.0010476229945197701,0.007889973931014538,pendigits,A,
MAD,0.15,0,5000,750,1.0,0.9635065698537739,0.0048765940591692924,0.001022418960928917,0.007442555041052401,pendigits,A,
MAD,0.15,1,5000,750,1.0,0.9935606453821035,0.004779787035658956,0.0011421890230849385,0.007790860952809453,pendigits,A,
MAD,0.15,2,5000,750,1.0,0.9597840872228329,0.004951533977873623,0.001582241035066545,0.008335628896020353,pendigits,A,
MAD,0.15,3,5000,750,1.0,0.9832295229245296,0.005205892957746983,0.000934357987716794,0.007630172069184482,pendigits,A,
MAD,0.15,4,5000,750,1.0,0.971857086582895,0.005030033993534744,0.001276994007639587,0.007881841971538961,pendigits,A,
MAD,0.15,5,5000,750,1.0,0.9780148467007763,0.005059768911451101,0.0012381760170683265,0.007713319966569543,pendigits,A,
MAD,0.15,6,5000,750,1.0,0.9387706506675189,0.005536298966035247,0.0011309959227219224,0.008051384007558227,pendigits,A,
MAD,0.15,7,5000,750,1.0,0.985549292080846,0.004893883946351707,0.0012147360248491168,0.008077664067968726,pendigits,A,
MAD,0.15,8,5000,750,1.0,0.9755815492825717,0.005643233889713883,0.0013557299971580505,0.008658398990519345,pendigits,A,
MAD,0.15,9,5000,750,1.0,0.985617446434812,0.0050513530150055885,0.0018677129410207272,0.0092935940483585,pendigits,A,
MAD,0.15,10,5000,750,1.0,0.9811818655997263,0.00542490603402257,0.0010039439657703042,0.007738457061350346,pendigits,A,
MAD,0.15,11,5000,750,1.0,0.9687818104014441,0.00453981407918036,0.0009307500440627337,0.0069444740656763315,pendigits,A,
MAD,0.15,12,5000,750,1.0,0.9736724965615593,0.004570781020447612,0.0018052549567073584,0.009848673013038933,pendigits,A,
MAD,0.15,13,5000,750,1.0,0.9436733365997156,0.006324439076706767,0.001077772001735866,0.00950603000819683,pendigits,A,
MAD,0.15,14,5000,750,1.0,0.9823985720921328,0.004637661040760577,0.0010632340563461185,0.0075440669897943735,pendigits,A,
MAD,0.15,15,5000,750,1.0,0.9155893634648167,0.004785471013747156,0.0009300410747528076,0.007048772997222841,pendigits,A,
MAD,0.15,16,5000,750,1.0,0.9824177674164497,0.0049368219915777445,0.0010491929715499282,0.007483747904188931,pendigits,A,
MAD,0.15,17,5000,750,1.0,0.9689165218245864,0.005096480017527938,0.0009842539438977838,0.007551776012405753,pendigits,A,
MAD,0.15,18,5000,750,1.0,0.9840975078653231,0.00484387599863112,0.0010612679179757833,0.007995007908903062,pendigits,A,
MAD,0.15,19,5000,750,1.0,0.9726110141677621,0.00471413997001946,0.0009862990118563175,0.00722464092541486,pendigits,A,
MAD,0.15,20,5000,750,1.0,0.9712437214541662,0.004713063011877239,0.0009869029745459557,0.007206965005025268,pendigits,A,
MAD,0.15,21,5000,750,1.0,0.9878262158193983,0.004721342003904283,0.0011863800464197993,0.007517139078117907,pendigits,A,
MAD,0.15,22,5000,750,1.0,0.9724056558358091,0.006109485984779894,0.0009693329920992255,0.00844507198780775,pendigits,A,
MAD,0.15,23,5000,750,1.0,0.9886508377722399,0.004556601983495057,0.0009317130316048861,0.006992819951847196,pendigits,A,
MAD,0.15,24,5000,750,1.0,0.9704179527366641,0.005236928001977503,0.00106526305899024,0.007799154962413013,pendigits,A,
MAD,0.15,25,5000,750,1.0,0.9893411707800562,0.0048576920526102185,0.0011938399402424693,0.007692371960729361,pendigits,A,
MAD,0.15,26,5000,750,1.0,0.9704789358059738,0.004853227990679443,0.0012868299381807446,0.0077865609200671315,pendigits,A,
MAD,0.15,27,5000,750,1.0,0.9681467691693938,0.005124107003211975,0.0011046299478039145,0.008151864050887525,pendigits,A,
MAD,0.15,28,5000,750,1.0,0.965837281202041,0.0048563010059297085,0.0010995198972523212,0.007560805068351328,pendigits,A,
MAD,0.15,29,5000,750,1.0,0.9286862689349279,0.00662605999968946,0.0012110690586268902,0.009486071998253465,pendigits,A,
MAD,0.2,0,5000,1000,1.0,0.9784600418594872,0.00499553803820163,0.0021442939760163426,0.009746274910867214,pendigits,A,
MAD,0.2,1,5000,1000,1.0,0.9864494065764685,0.004892516997642815,0.0013233949430286884,0.008489736006595194,pendigits,A,
MAD,0.2,2,5000,1000,1.0,0.9781644578351283,0.0048769619315862656,0.0012034130049869418,0.00759782490786165,pendigits,A,
MAD,0.2,3,5000,1000,1.0,0.9913999750045698,0.005518621997907758,0.0016657570376992226,0.008767054066993296,pendigits,A,
MAD,0.2,4,5000,1000,1.0,0.9753842132563275,0.004772669984959066,0.0012922940077260137,0.008012940059415996,pendigits,A,
MAD,0.2,5,5000,1000,1.0,0.9948201721065448,0.006611175020225346,0.0015043809544295073,0.009662806056439877,pendigits,A,
MAD,0.2,6,5000,1000,1.0,0.984324847793636,0.004820850910618901,0.0014089730102568865,0.007905400008894503,pendigits,A,
MAD,0.2,7,5000,1000,1.0,0.9789635626516117,0.00484700792003423,0.0014097290113568306,0.008324407041072845,pendigits,A,
MAD,0.2,8,5000,1000,0.94,0.9619582507408531,0.004655633005313575,0.0012862050207331777,0.007561912992969155,pendigits,A,
MAD,0.2,9,5000,1000,1.0,0.9837831213261647,0.007874263916164637,0.0015315019991248846,0.011128588113933802,pendigits,A,
MAD,0.2,10,5000,1000,0.97,0.9650679265780496,0.004948989953845739,0.001462743035517633,0.00792026799172163,pendigits,A,
MAD,0.2,11,5000,1000,1.0,0.9905325791457379,0.011322089936584234,0.0017525149742141366,0.014981728978455067,pendigits,A,
MAD,0.2,12,5000,1000,1.0,0.9875820661592286,0.005112090962938964,0.0012374559883028269,0.008700366015546024,pendigits,A,
MAD,0.2,13,5000,1000,0.97,0.9801274285780577,0.008682910003699362,0.0020139180123806,0.01306211098562926,pendigits,A,
MAD,0.2,14,5000,1000,0.99,0.9813104603046959,0.006594034028239548,0.0014081979170441628,0.009611710906028748,pendigits,A,
MAD,0.2,15,5000,1000,1.0,0.9832324703872652,0.005862493067979813,0.001356209977529943,0.008888426003977656,pendigits,A,
MAD,0.2,16,5000,1000,1.0,0.9914128750391669,0.005437499959953129,0.001523796934634447,0.008519266033545136,pendigits,A,
MAD,0.2,17,5000,1000,1.0,0.9935155764197515,0.004985485109500587,0.0013082829536870122,0.007853767951019108,pendigits,A,
MAD,0.2,18,5000,1000,1.0,0.9860034926330647,0.0051750390557572246,0.0018441929714754224,0.009160976042039692,pendigits,A,
MAD,0.2,19,5000,1000,1.0,0.9768420849908961,0.005781454034149647,0.0012895229738205671,0.0090292829554528,pendigits,A,
