method,method_class,p,rep,n_full,n_sample,rho,rho_tilde,time_fit_full_s,time_fit_sample_s,time_score_s,time_total_s,dataset
MAD,I,0.1,9,245057,24505,1.0,0.9997935026926642,0.10354712698608637,0.06315240694675595,0.10354712698608637,0.2305148650193587,skin
ChiSquare,I,0.01,0,245057,2450,0.9877551020408163,0.9996101149534086,0.024116644985042512,0.0010260030394420028,0.024116644985042512,0.0273387529887259,skin
ChiSquare,I,0.01,1,245057,2450,0.9899396378269618,0.9997413315422183,0.0144626060500741,0.004518746980465949,0.0144626060500741,0.021216150955297053,skin
ChiSquare,I,0.01,2,245057,2450,0.992,0.9996590138160528,0.013147433986887336,0.0022505359956994653,0.013147433986887336,0.022887637023814023,skin
ChiSquare,I,0.01,3,245057,2450,0.9836734693877551,0.9989802511030385,0.018294664099812508,0.0014556290116161108,0.018294664099812508,0.02184226899407804,skin
ChiSquare,I,0.01,4,245057,2450,0.9836734693877551,0.9996571240629682,0.013153104926459491,0.0023360640043392777,0.013153104926459491,0.019193805987015367,skin
ChiSquare,I,0.01,5,245057,2450,0.9714285714285714,0.9991418227374995,0.011468626908026636,0.0020489420276135206,0.011468626908026636,0.01704057108145207,skin
ChiSquare,I,0.01,6,245057,2450,0.9673469387755103,0.9987521843944623,0.010815958958119154,0.0011668580118566751,0.010815958958119154,0.013629890978336334,skin
ChiSquare,I,0.01,7,245057,2450,0.9918367346938776,0.999862305209655,0.01331443793606013,0.0019808399956673384,0.01331443793606013,0.017304526991210878,skin
ChiSquare,I,0.01,8,245057,2450,0.9939148073022313,0.999670164740348,0.014277203008532524,0.0018520529847592115,0.014277203008532524,0.01758803497068584,skin
ChiSquare,I,0.01,9,245057,2450,0.9959839357429718,0.9995482587506691,0.015467485995031893,0.0015180060872808099,0.015467485995031893,0.018385390052571893,skin
ChiSquare,I,0.05,0,245057,12252,0.9991836734693877,0.9999870759992434,0.01186089392285794,0.006400207057595253,0.01186089392285794,0.027673258096911013,skin
ChiSquare,I,0.05,1,245057,12252,0.996734693877551,0.9999307116690046,0.011318473028950393,0.00484576600138098,0.011318473028950393,0.025685283937491477,skin
ChiSquare,I,0.05,2,245057,12252,0.996734693877551,0.9999113407857945,0.011851086979731917,0.003623030032031238,0.011851086979731917,0.020819642930291593,skin
ChiSquare,I,0.05,3,245057,12252,0.9967400162999185,0.999959501921649,0.011035479023121297,0.004060528939589858,0.011035479023121297,0.022271753987297416,skin
ChiSquare,I,0.05,4,245057,12252,0.999185667752443,0.9999803273902198,0.01159662997815758,0.00365596788469702,0.01159662997815758,0.023395749041810632,skin
ChiSquare,I,0.05,5,245057,12252,0.9714983713355049,0.9994085038156467,0.01635273697320372,0.00531786005012691,0.01635273697320372,0.03156165999826044,skin
ChiSquare,I,0.05,6,245057,12252,0.991042345276873,0.9999082380121419,0.01801100792363286,0.013408554950729012,0.01801100792363286,0.050688102026470006,skin
ChiSquare,I,0.05,7,245057,12252,0.9971830985915493,0.9999751453822264,0.026726376032456756,0.008377154008485377,0.026726376032456756,0.055078370962291956,skin
ChiSquare,I,0.05,8,245057,12252,0.9930866205774705,0.9998971308198127,0.050571690080687404,0.01314152404665947,0.050571690080687404,0.0817015829961747,skin
ChiSquare,I,0.05,9,245057,12252,0.9930697105584998,0.9999308035423968,0.050056286971084774,0.030903499922715127,0.050056286971084774,0.11339283501729369,skin
ChiSquare,I,0.1,0,245057,24505,0.9955266368442456,0.9999952275791925,0.04376061097718775,0.0076114010298624635,0.04376061097718775,0.12146760197356343,skin
ChiSquare,I,0.1,1,245057,24505,0.9989835332384631,0.9999754543506708,0.05496761808171868,0.08209752896800637,0.05496761808171868,0.17072565399575979,skin
ChiSquare,I,0.1,2,245057,24505,0.9916649725553974,0.9999880051446615,0.020912750042043626,0.009602944017387927,0.020912750042043626,0.049828376970253885,skin
ChiSquare,I,0.1,3,245057,24505,0.9995918367346939,0.9999934585136949,0.01581465604249388,0.010847326018847525,0.01581465604249388,0.03931261401157826,skin
ChiSquare,I,0.1,4,245057,24505,0.998979800040808,0.99998591389859,0.014078698004595935,0.011986022000201046,0.014078698004595935,0.03890713502187282,skin
ChiSquare,I,0.1,5,245057,24505,0.9872081218274111,0.9999055206091373,0.014086120994761586,0.008978764992207289,0.014086120994761586,0.037067412049509585,skin
ChiSquare,I,0.1,6,245057,24505,0.999185667752443,0.9999865322540136,0.010826744022779167,0.007974587031640112,0.010826744022779167,0.03293675498571247,skin
ChiSquare,I,0.1,7,245057,24505,0.9991836734693877,0.9999954962616558,0.01261396601330489,0.0070137749426066875,0.01261396601330489,0.030774926068261266,skin
ChiSquare,I,0.1,8,245057,24505,0.9951020408163266,0.999940105272303,0.013997794943861663,0.010561414994299412,0.013997794943861663,0.04045827698428184,skin
ChiSquare,I,0.1,9,245057,24505,0.9959366111336855,0.9999181419704067,0.017553157988004386,0.012458996032364666,0.017553157988004386,0.048242209013551474,skin
COPOD,II,0.01,0,245057,2450,0.9857433808553971,0.9989052120145147,1.6860160970827565,0.01133137196302414,1.6860160970827565,1.699059923994355,skin
COPOD,II,0.01,1,245057,2450,0.9918367346938776,0.9990604198746554,1.1802726429887116,0.013021064922213554,1.1802726429887116,1.1946386080235243,skin
COPOD,II,0.01,2,245057,2450,0.9959183673469387,0.9996316577940827,1.5163655310170725,0.08936463203281164,1.5163655310170725,1.6106473800027743,skin
COPOD,II,0.01,3,245057,2450,0.9858012170385395,0.9990559169544216,1.2943052009213716,0.011200904962606728,1.2943052009213716,1.30684326402843,skin
COPOD,II,0.01,4,245057,2450,0.9755102040816327,0.9996247301338725,1.2846467859344557,0.06787837692536414,1.2846467859344557,1.3596188380615786,skin
COPOD,II,0.01,5,245057,2450,0.9918367346938776,0.9985984230233319,1.5231025340035558,0.01410686899907887,1.5231025340035558,1.5389888730132952,skin
COPOD,II,0.01,6,245057,2450,0.9755102040816327,0.9990881043071248,1.5120187739375979,0.03403923299629241,1.5120187739375979,1.5512271679472178,skin
COPOD,II,0.01,7,245057,2450,0.9795918367346939,0.999367740309956,1.4526107229758054,0.012372651020996273,1.4526107229758054,1.4752035449491814,skin
COPOD,II,0.01,8,245057,2450,0.9918367346938776,0.9993551299011145,1.5773764750920236,0.07376834598835558,1.5773764750920236,1.6533142130356282,skin
COPOD,II,0.01,9,245057,2450,0.9877551020408163,0.9992556116740139,1.4127858449937776,0.015119286021217704,1.4127858449937776,1.4363587819971144,skin
COPOD,II,0.05,0,245057,12252,0.991042345276873,0.9999406194644482,1.678784332005307,0.08343007799703628,1.678784332005307,1.776212580036372,skin
COPOD,II,0.05,1,245057,12252,0.9951020408163266,0.999873404150096,1.0995697800535709,0.04492068802937865,1.0995697800535709,1.1491220160387456,skin
COPOD,II,0.05,2,245057,12252,0.9934693877551021,0.9997292422178339,0.8409031779738143,0.037669910001568496,0.8409031779738143,0.8820637179305777,skin
COPOD,II,0.05,3,245057,12252,0.9771428571428571,0.9997581513254925,0.9170088910032064,0.04302135796751827,0.9170088910032064,0.9644702000077814,skin
COPOD,II,0.05,4,245057,12252,0.9991836734693877,0.9998898032136627,0.9020298330578953,0.039013031986542046,0.9020298330578953,0.9447016679914668,skin
COPOD,II,0.05,5,245057,12252,0.9910204081632653,0.9991309539199799,0.8367050759261474,0.053824485978111625,0.8367050759261474,0.8940218599746004,skin
COPOD,II,0.05,6,245057,12252,0.9951020408163266,0.9998705279223083,0.7686095030512661,0.12970749998930842,0.7686095030512661,0.9034137580310926,skin
COPOD,II,0.05,7,245057,12252,0.9951020408163266,0.9999241813140816,0.7750954139046371,0.13996484701056033,0.7750954139046371,0.9400786439655349,skin
COPOD,II,0.05,8,245057,12252,0.9959216965742251,0.9999121832134119,0.6341032619820908,0.12431545800063759,0.6341032619820908,0.7761877740267664,skin
COPOD,II,0.05,9,245057,12252,0.9987780040733197,0.999917189157334,0.8988084769807756,0.131924057030119,0.8988084769807756,1.0363457489293069,skin
COPOD,II,0.1,0,245057,24505,0.9979591836734694,0.9999749374609408,0.9032758120447397,0.2603936980012804,0.9032758120447397,1.2039197810227051,skin
COPOD,II,0.1,1,245057,24505,0.9953070801877167,0.999958314277626,1.0002833760809153,0.13824190490413457,1.0002833760809153,1.1538081479957327,skin
COPOD,II,0.1,2,245057,24505,0.998979800040808,0.9999610772614238,1.020260388031602,0.07762122806161642,1.020260388031602,1.110044315108098,skin
COPOD,II,0.1,3,245057,24505,0.996734693877551,0.9999565345975931,1.068098189891316,0.10821350396145135,1.068098189891316,1.193675085902214,skin
COPOD,II,0.1,4,245057,24505,0.9979600163198694,0.99996898032372,1.1273420850047842,0.31072967301588506,1.1273420850047842,1.4825485600158572,skin
COPOD,II,0.1,5,245057,24505,0.9926530612244898,0.999851423512171,1.085819023894146,0.1124136169673875,1.085819023894146,1.2077497569844127,skin
COPOD,II,0.1,6,245057,24505,0.9963265306122449,0.9999458703943228,1.129661916056648,0.09448029298800975,1.129661916056648,1.2453812239691615,skin
COPOD,II,0.1,7,245057,24505,0.9951020408163266,0.999974528326558,1.2644715670030564,0.3140888769412413,1.2644715670030564,1.5997013819869608,skin
COPOD,II,0.1,8,245057,24505,0.998165137614679,0.9999038912179918,1.1001687899697572,0.09646777098532766,1.1001687899697572,1.2075553319882601,skin
COPOD,II,0.1,9,245057,24505,0.9973474801061007,0.9998990910731842,1.1042547019897029,0.15285773400682956,1.1042547019897029,1.2784392290050164,skin
ECOD,II,0.01,0,245057,2450,0.9959183673469387,0.9989190599526174,1.456070123007521,0.04154403298161924,1.456070123007521,1.4997028969228268,skin
ECOD,II,0.01,1,245057,2450,0.9795918367346939,0.9987948244857645,1.1172211730154231,0.021924186032265425,1.1172211730154231,1.1409513149410486,skin
ECOD,II,0.01,2,245057,2450,0.9918367346938776,0.999638268934724,1.119668623083271,0.035109880031086504,1.119668623083271,1.1568062829319388,skin
ECOD,II,0.01,3,245057,2450,0.9795918367346939,0.9990725023393284,1.2803451110376045,0.13514542893972248,1.2803451110376045,1.4174827809911221,skin
ECOD,II,0.01,4,245057,2450,0.9918367346938776,0.9994653773636459,1.312237515929155,0.028195229009725153,1.312237515929155,1.3421804750105366,skin
ECOD,II,0.01,5,245057,2450,0.9877551020408163,0.9981324010979972,1.1738582019461319,0.026091204024851322,1.1738582019461319,1.2034099369775504,skin
ECOD,II,0.01,6,245057,2450,0.973630831643002,0.9987318401513209,1.2481732979649678,0.05481271701864898,1.2481732979649678,1.318111466942355,skin
ECOD,II,0.01,7,245057,2450,0.9755102040816327,0.9994353441387003,1.3402444679522887,0.04273188498336822,1.3402444679522887,1.3851928509538993,skin
ECOD,II,0.01,8,245057,2450,0.9836734693877551,0.9993392319746056,1.120008984929882,0.01914467301685363,1.120008984929882,1.140530870994553,skin
ECOD,II,0.01,9,245057,2450,0.9860279441117764,0.9990746987740241,1.1525065039750189,0.02097076689824462,1.1525065039750189,1.1755382000701502,skin
ECOD,II,0.05,0,245057,12252,0.986938775510204,0.9999186300279305,1.185117871966213,0.19900146301370114,1.185117871966213,1.4031112059019506,skin
ECOD,II,0.05,1,245057,12252,0.9942857142857143,0.9998761709800629,1.5198870149906725,0.065319629968144,1.5198870149906725,1.593132882961072,skin
ECOD,II,0.05,2,245057,12252,0.9910204081632653,0.9997909105076762,1.7659221430076286,0.056145722046494484,1.7659221430076286,1.8297156420303509,skin
ECOD,II,0.05,3,245057,12252,0.9934693877551021,0.9997941239362698,1.78043179505039,0.1053027919260785,1.78043179505039,1.8901555049233139,skin
ECOD,II,0.05,4,245057,12252,0.9934693877551021,0.9998714043823856,1.2610095230629668,0.15688290004618466,1.2610095230629668,1.4271079080644995,skin
ECOD,II,0.05,5,245057,12252,0.9910204081632653,0.9991857981514913,1.5837243859423324,0.05412348499521613,1.5837243859423324,1.6420694550033659,skin
ECOD,II,0.05,6,245057,12252,0.9926530612244898,0.9998437864637008,1.453853287966922,0.1940533759770915,1.453853287966922,1.670405286946334,skin
ECOD,II,0.05,7,245057,12252,0.9942857142857143,0.9999094706463695,1.328202631091699,0.0786618699785322,1.328202631091699,1.4153436359483749,skin
ECOD,II,0.05,8,245057,12252,0.9910204081632653,0.9998959501013682,1.6223063110373914,0.09681714093312621,1.6223063110373914,1.7297055680537596,skin
ECOD,II,0.05,9,245057,12252,0.9934693877551021,0.9998418908194743,1.2492767060175538,0.12065114500001073,1.2492767060175538,1.4052695879945531,skin
ECOD,II,0.1,0,245057,24505,0.9946960424316605,0.9999722468712692,1.5735869460040703,0.10199158696923405,1.5735869460040703,1.6854552200529724,skin
ECOD,II,0.1,1,245057,24505,0.9971428571428571,0.9999429537161355,1.6087378029478714,0.21911012008786201,1.6087378029478714,1.8444477919256315,skin
ECOD,II,0.1,2,245057,24505,0.9946938775510205,0.9999520010266917,1.2213331529637799,0.1368588029872626,1.2213331529637799,1.3795074690133333,skin
ECOD,II,0.1,3,245057,24505,0.9977555600897776,0.99993921070183,1.2206615780014545,0.30125880101695657,1.2206615780014545,1.5437969421036541,skin
ECOD,II,0.1,4,245057,24505,0.9955138662316476,0.9999633556095732,1.226004607975483,0.15651623206213117,1.226004607975483,1.4155849140370265,skin
ECOD,II,0.1,5,245057,24505,0.9910204081632653,0.9998685228444307,1.6005080089671537,0.10885326599236578,1.6005080089671537,1.7165980639401823,skin
ECOD,II,0.1,6,245057,24505,0.9965341488277268,0.9999757751542772,1.1640306119807065,0.39671619492582977,1.1640306119807065,1.6061024009250104,skin
ECOD,II,0.1,7,245057,24505,0.9971428571428571,0.9999764354208648,1.3377230550395325,0.15776352502871305,1.3377230550395325,1.51537237490993,skin
ECOD,II,0.1,8,245057,24505,0.9979591836734694,0.9999336464185601,1.729772310005501,0.09666001203004271,1.729772310005501,1.8357322420924902,skin
ECOD,II,0.1,9,245057,24505,0.9987755102040816,0.9998843036534326,1.2965284250676632,0.423415839090012,1.2965284250676632,1.752559867920354,skin
HBOS,II,0.01,0,245057,2450,0.9644128113879004,0.9937592427416188,0.09285942709539086,0.00431540294084698,0.09285942709539086,0.0987847710493952,skin
HBOS,II,0.01,1,245057,2450,0.8346153846153846,0.9923704393219445,0.058891354012303054,0.007457631058059633,0.058891354012303054,0.0679378550266847,skin
HBOS,II,0.01,2,245057,2450,0.8704061895551257,0.9914529591872451,0.055416818941012025,0.004155206028372049,0.055416818941012025,0.06085753603838384,skin
HBOS,II,0.01,3,245057,2450,0.9358490566037736,0.9932519590774573,0.059687865898013115,0.003727543051354587,0.059687865898013115,0.06482774205505848,skin
HBOS,II,0.01,4,245057,2450,0.7951807228915663,0.991022908942592,0.08793920103926212,0.004276457009837031,0.08793920103926212,0.09668950806371868,skin
HBOS,II,0.01,5,245057,2450,0.8842504743833017,0.9965680068249351,0.14482546492945403,0.0038973300252109766,0.14482546492945403,0.16947091999463737,skin
HBOS,II,0.01,6,245057,2450,0.8354898336414048,0.9898482803285081,0.21663323091343045,0.006769682047888637,0.21663323091343045,0.23711852100677788,skin
HBOS,II,0.01,7,245057,2450,0.7924528301886793,0.9904961925138612,0.2557255339343101,0.006327937939204276,0.2557255339343101,0.2636829869588837,skin
HBOS,II,0.01,8,245057,2450,0.9862475442043221,0.9944730391351778,0.07682626799214631,0.002062142943032086,0.07682626799214631,0.08056344697251916,skin
HBOS,II,0.01,9,245057,2450,0.9717514124293786,0.9954100528277156,0.06248767301440239,0.004104431020095944,0.06248767301440239,0.06785766198299825,skin
HBOS,II,0.05,0,245057,12252,0.856192236598891,0.9968949249937987,0.0721514499746263,0.008697843994013965,0.0721514499746263,0.08436194504611194,skin
HBOS,II,0.05,1,245057,12252,0.9809456598447425,0.9989993975273376,0.08178460702765733,0.023040610016323626,0.08178460702765733,0.11523039301391691,skin
HBOS,II,0.05,2,245057,12252,0.8638073739653875,0.9970934482842231,0.1649911809945479,0.02811197901610285,0.1649911809945479,0.1980848259991035,skin
HBOS,II,0.05,3,245057,12252,0.9814814814814815,0.992063751210282,0.22816574200987816,0.09077002597041428,0.22816574200987816,0.32708815997466445,skin
HBOS,II,0.05,4,245057,12252,0.8650914634146342,0.9955929486856332,0.10372550203464925,0.011579657904803753,0.10372550203464925,0.12577579100616276,skin
HBOS,II,0.05,5,245057,12252,0.830130668716372,0.9988390902345736,0.061810774030163884,0.004965901025570929,0.061810774030163884,0.07393055793363601,skin
HBOS,II,0.05,6,245057,12252,0.8500376789751318,0.9974340690748822,0.05150964902713895,0.012757479096762836,0.05150964902713895,0.06962074502371252,skin
HBOS,II,0.05,7,245057,12252,0.9853049228508449,0.99841958839382,0.059940543957054615,0.016150931944139302,0.059940543957054615,0.09189957205671817,skin
HBOS,II,0.05,8,245057,12252,0.8678815489749431,0.9985053814820376,0.09318403899669647,0.015627020969986916,0.09318403899669647,0.11975429195445031,skin
HBOS,II,0.05,9,245057,12252,0.867752936718454,0.9981724953973079,0.22413539898116142,0.033543220022693276,0.22413539898116142,0.2740621539996937,skin
HBOS,II,0.1,0,245057,24505,0.9998232903339813,0.998779048485914,0.23530589696019888,0.02552939602173865,0.23530589696019888,0.27381293196231127,skin
HBOS,II,0.1,1,245057,24505,0.9950142450142451,0.9993683855406639,0.07427777501288801,0.015872435993514955,0.07427777501288801,0.10516364290378988,skin
HBOS,II,0.1,2,245057,24505,0.991979584396646,0.997981661324597,0.0723094679415226,0.010910884011536837,0.0723094679415226,0.09266027994453907,skin
HBOS,II,0.1,3,245057,24505,0.9821658393086965,0.9981213352914612,0.06995214300695807,0.0203438529279083,0.06995214300695807,0.10623964993283153,skin
HBOS,II,0.1,4,245057,24505,0.9619081523673906,0.9972017144473798,0.10419121291488409,0.030170646961778402,0.10419121291488409,0.14293368603102863,skin
HBOS,II,0.1,5,245057,24505,0.8428118590341227,0.9991580655519009,0.19657380902208388,0.03088975604623556,0.19657380902208388,0.27672895998694,skin
HBOS,II,0.1,6,245057,24505,0.9906951286261632,0.9986379464446042,0.19341099704615772,0.013113285065628588,0.19341099704615772,0.2144892440410331,skin
HBOS,II,0.1,7,245057,24505,0.9874385581649372,0.9997367171730211,0.05700439400970936,0.0157473289873451,0.05700439400970936,0.08051494904793799,skin
HBOS,II,0.1,8,245057,24505,0.8651215805471124,0.9992435120834902,0.06515375291928649,0.015134969027712941,0.06515375291928649,0.09043993800878525,skin
HBOS,II,0.1,9,245057,24505,0.8553987027851965,0.9976918885076377,0.0620108509901911,0.017764993011951447,0.0620108509901911,0.09847617405466735,skin
IForest,III,0.01,0,245057,2450,0.8924949290060852,0.9871342704221062,5.011376944952644,0.7156549969222397,5.011376944952644,5.730827147024684,skin
IForest,III,0.01,1,245057,2450,0.9306122448979591,0.985438417264976,5.106927913031541,0.2705436389660463,5.106927913031541,5.3831865270622075,skin
IForest,III,0.01,2,245057,2450,0.8938775510204081,0.9830326153650674,5.7076385139953345,0.24550006003119051,5.7076385139953345,5.959125375957228,skin
IForest,III,0.01,3,245057,2450,0.9102040816326531,0.9907051994462717,5.380376985063776,0.48663713899441063,5.380376985063776,5.868456355994567,skin
IForest,III,0.01,4,245057,2450,0.8938775510204081,0.9840715605785736,5.478748517925851,0.5164677869761363,5.478748517925851,5.997329535079189,skin
IForest,III,0.01,5,245057,2450,0.8857142857142857,0.9904232160035389,4.964411866967566,0.2862624120898545,4.964411866967566,5.260046020033769,skin
IForest,III,0.01,6,245057,2450,0.9224489795918367,0.9833765724798784,5.566219258937053,0.27464020904153585,5.566219258937053,5.844575728056952,skin
IForest,III,0.01,7,245057,2450,0.9469387755102041,0.9849800239208818,5.620423220098019,0.3493733810028061,5.620423220098019,5.971425205934793,skin
IForest,III,0.01,8,245057,2450,0.90020366598778,0.9860283147837163,5.347725888947025,0.623000115971081,5.347725888947025,5.9745451549533755,skin
IForest,III,0.01,9,245057,2450,0.9061224489795918,0.9818755208834012,4.89442897902336,0.25379433506168425,4.89442897902336,5.151938308030367,skin
IForest,III,0.05,0,245057,12252,0.8889795918367347,0.9864654503942546,4.991581478971057,1.0149188530631363,4.991581478971057,6.014279045979492,skin
IForest,III,0.05,1,245057,12252,0.9441044471644227,0.9889159411858397,5.025769514031708,1.3201023520668969,5.025769514031708,6.360829638899304,skin
IForest,III,0.05,2,245057,12252,0.9107942973523422,0.9841025093353305,5.4703358029946685,1.0581514720106497,5.4703358029946685,6.532375226030126,skin
IForest,III,0.05,3,245057,12252,0.9257142857142857,0.9896905556653746,5.1116022990318015,1.219480677973479,5.1116022990318015,6.337936872965656,skin
IForest,III,0.05,4,245057,12252,0.9248979591836735,0.9878174272542142,5.50491806503851,1.0991485100239515,5.50491806503851,6.61512589501217,skin
IForest,III,0.05,5,245057,12252,0.9131675499388504,0.9897369144221112,4.964656561031006,1.0142646849853918,4.964656561031006,5.9909511940786615,skin
IForest,III,0.05,6,245057,12252,0.9155446756425949,0.9831323798185262,5.17796387092676,1.110893374076113,5.17796387092676,6.2970142129343,skin
IForest,III,0.05,7,245057,12252,0.9441044471644227,0.9858637834984255,5.571881255018525,1.1571690100245178,5.571881255018525,6.739697401062585,skin
IForest,III,0.05,8,245057,12252,0.9247661651077674,0.9882156864416606,5.179801965947263,1.2386534969555214,5.179801965947263,6.445059582940303,skin
IForest,III,0.05,9,245057,12252,0.9387755102040817,0.9770139466132445,5.353515797993168,1.0643512340029702,5.353515797993168,6.4313647949602455,skin
IForest,III,0.1,0,245057,24505,0.9392332789559543,0.9844761970459182,4.980774494935758,1.3244717590278015,4.980774494935758,6.319215785944834,skin
IForest,III,0.1,1,245057,24505,0.9141692150866463,0.9848148563969996,5.098788370960392,1.88161995599512,5.098788370960392,6.996365710045211,skin
IForest,III,0.1,2,245057,24505,0.908498063990218,0.987009078883804,5.183812201023102,1.6876428429968655,5.183812201023102,6.888754230923951,skin
IForest,III,0.1,3,245057,24505,0.919624643002856,0.9792592718007376,5.226423069019802,1.3607502789236605,5.226423069019802,6.606040031998418,skin
IForest,III,0.1,4,245057,24505,0.9396164830681355,0.987162790902803,5.504875201033428,1.1457970550982282,5.504875201033428,6.664967323071323,skin
IForest,III,0.1,5,245057,24505,0.9155102040816326,0.990153091511495,5.024859996046871,1.2833864719141275,5.024859996046871,6.344717885018326,skin
IForest,III,0.1,6,245057,24505,0.9410564960228431,0.9856239170002448,4.867655867012218,1.665109628927894,4.867655867012218,6.544185956008732,skin
IForest,III,0.1,7,245057,24505,0.9036734693877551,0.9881113253425265,5.069315326982178,1.2245937869884074,5.069315326982178,6.306875700945966,skin
IForest,III,0.1,8,245057,24505,0.9340950826361967,0.9877898963432106,4.921264435979538,1.801207980955951,4.921264435979538,6.734054722008295,skin
IForest,III,0.1,9,245057,24505,0.9239861422457714,0.9811950270478204,4.978191855014302,0.9703635859768838,4.978191855014302,5.9656466180458665,skin
EIF,III,0.01,0,245057,2450,0.7780040733197556,0.9909355563816724,47.151094559929334,2.1273027039133012,47.151094559929334,49.279986765934154,skin
EIF,III,0.01,1,245057,2450,0.7474747474747475,0.989011297970363,43.1867272349773,2.0208326389547437,43.1867272349773,45.20950891007669,skin
EIF,III,0.01,2,245057,2450,0.8808080808080808,0.9907678468510972,40.484533395967446,2.6017302970867604,40.484533395967446,43.08797143702395,skin
EIF,III,0.01,3,245057,2450,0.8253968253968254,0.9882495542528738,43.60761054593604,1.8576836680294946,43.60761054593604,45.469056495931,skin
EIF,III,0.01,4,245057,2450,0.8744939271255061,0.9857480438917161,42.12756340706255,2.064012797898613,42.12756340706255,44.195695625036024,skin
EIF,III,0.01,5,245057,2450,0.7919191919191919,0.9920133681356177,42.48295985895675,2.254446771927178,42.48295985895675,44.742779758991674,skin
EIF,III,0.01,6,245057,2450,0.8803245436105477,0.9875094374329358,42.51910187397152,2.2244063180405647,42.51910187397152,44.74778303701896,skin
EIF,III,0.01,7,245057,2450,0.7935222672064778,0.9893492803047996,45.68015084799845,2.610020199092105,45.68015084799845,48.29268425202463,skin
EIF,III,0.01,8,245057,2450,0.8780487804878049,0.9813835156104191,47.51850124599878,2.135323432041332,47.51850124599878,49.658278097980656,skin
EIF,III,0.01,9,245057,2450,0.7951807228915663,0.990053026506529,42.720013316953555,2.5115288589149714,42.720013316953555,45.233644749969244,skin
EIF,III,0.05,0,245057,12252,0.910266774454325,0.9902459691957298,34.65978580294177,4.863782515050843,34.65978580294177,39.53273760306183,skin
EIF,III,0.05,1,245057,12252,0.833130328867235,0.9906331721367576,42.07962925196625,4.142203330993652,42.07962925196625,46.23096904507838,skin
EIF,III,0.05,2,245057,12252,0.9080645161290323,0.9920363549022918,43.680080065038055,4.169264305965044,43.680080065038055,47.85558219801169,skin
EIF,III,0.05,3,245057,12252,0.77079107505071,0.9916279198448059,43.25032493902836,4.203825483913533,43.25032493902836,47.46221814095043,skin
EIF,III,0.05,4,245057,12252,0.9019926799511997,0.991264643696579,42.72728378302418,3.994197893072851,42.72728378302418,46.74905197403859,skin
EIF,III,0.05,5,245057,12252,0.8493485342019544,0.9905468379533757,42.15241472492926,3.9205490140011534,42.15241472492926,46.094326615915634,skin
EIF,III,0.05,6,245057,12252,0.8771358828315704,0.9766846894449844,43.710742981988005,4.814051032997668,43.710742981988005,48.5652834699722,skin
EIF,III,0.05,7,245057,12252,0.8150520416333067,0.9909557211962555,46.38217159907799,4.255381123046391,46.38217159907799,50.64841575990431,skin
EIF,III,0.05,8,245057,12252,0.8502609393817744,0.9867076561667164,42.712155322078615,5.326802977011539,42.712155322078615,48.04629119799938,skin
EIF,III,0.05,9,245057,12252,0.8336012861736335,0.9919035428926287,45.1440546879312,4.279466292005964,45.1440546879312,49.42886654299218,skin
EIF,III,0.1,0,245057,24505,0.8392061563385986,0.9918076239495993,45.184731371933594,6.221135255065747,45.184731371933594,51.42588302597869,skin
EIF,III,0.1,1,245057,24505,0.8064711830131446,0.9918481147989048,45.92620606103446,6.10008107800968,45.92620606103446,52.0419856980443,skin
EIF,III,0.1,2,245057,24505,0.8487648122112874,0.991452722309911,45.46655091189314,7.0440655059646815,45.46655091189314,52.54171665501781,skin
EIF,III,0.1,3,245057,24505,0.7791944950414896,0.9889748344149735,43.9488120629685,7.024813511990942,43.9488120629685,50.98768477200065,skin
EIF,III,0.1,4,245057,24505,0.6860986547085202,0.9856481288154431,44.273616048973054,7.852590455091558,44.273616048973054,52.13948170794174,skin
EIF,III,0.1,5,245057,24505,0.8410986775178027,0.993705761447177,31.51035968097858,6.444021678995341,31.51035968097858,38.01833660004195,skin
EIF,III,0.1,6,245057,24505,0.8450647249190939,0.9871803879904709,38.26682921301108,5.446288957959041,38.26682921301108,43.732269867905416,skin
EIF,III,0.1,7,245057,24505,0.873194856577646,0.991417974390114,41.00824359501712,6.046180978999473,41.00824359501712,47.09725305601023,skin
EIF,III,0.1,8,245057,24505,0.8207739307535642,0.9833430521036928,39.46129058499355,7.289367436082102,39.46129058499355,46.75874310499057,skin
EIF,III,0.1,9,245057,24505,0.7817852105581302,0.9819126556970327,43.462001787964255,7.166026402032003,43.462001787964255,50.64249520993326,skin
ThreeSigma,I,0.01,0,95156,951,1.0,0.9906478036397283,0.005027095088735223,0.0010058400221168995,0.005027095088735223,0.009858345030806959,smtp
ThreeSigma,I,0.01,1,95156,951,0.9154228855721394,0.9899646616272729,0.0039366730488836765,0.0006823819130659103,0.0039366730488836765,0.059800023096613586,smtp
ThreeSigma,I,0.01,2,95156,951,1.0,0.9947198341212681,0.012153813033364713,0.0034467331133782864,0.012153813033364713,0.018550020991824567,smtp
ThreeSigma,I,0.01,3,95156,951,0.9424083769633508,0.9823576674925781,0.006045760004781187,0.0007225089939311147,0.006045760004781187,0.011916512972675264,smtp
ThreeSigma,I,0.01,4,95156,951,0.9375,0.9937129932444324,0.011633387999609113,0.0005947749596089125,0.011633387999609113,0.014494988019578159,smtp
ThreeSigma,I,0.01,5,95156,951,0.9696969696969697,0.9809597369806684,0.0045345170656219125,0.0005414809565991163,0.0045345170656219125,0.006531969062052667,smtp
