method,p,rep,n_full,n_sample,rho,rho_tilde,time_fit_full_s,time_fit_sample_s,time_score_s,time_total_s,dataset,tier,method_class
COPOD,0.1,4,5000,500,0.98,0.9913328933315733,0.12389372399775311,0.05180170899257064,0.11728391196811572,0.32758746703621,pendigits,T2,II
COPOD,0.1,5,5000,500,0.92,0.9944707618830475,0.08179284899961203,0.01680056401528418,0.16097686399007216,0.27784728299593553,pendigits,T2,II
COPOD,0.1,6,5000,500,0.9,0.971681422725691,0.0635181600227952,0.006886415008921176,0.15557382500264794,0.26404043700313196,pendigits,T2,II
COPOD,0.1,7,5000,500,0.8,0.9415418141672566,0.09909377200528979,0.02096139796776697,0.1869983630022034,0.33151007897686213,pendigits,T2,II
COPOD,0.1,8,5000,500,0.94,0.9969276037104148,0.061741556972265244,0.018721884989645332,0.16017724201083183,0.2627553390339017,pendigits,T2,II
COPOD,0.1,9,5000,500,0.94,0.9775310141240566,0.08212194801308215,0.037234187009744346,0.15170121198752895,0.35227231902536005,pendigits,T2,II
COPOD,0.1,10,5000,500,0.72,0.9605290581162322,0.10666215600213036,0.020966852956917137,0.16680476005421951,0.309801556984894,pendigits,T2,II
COPOD,0.1,11,5000,500,0.9,0.9821503606014425,0.08346324600279331,0.015077300020493567,0.1878862280282192,0.30708667199360207,pendigits,T2,II
COPOD,0.1,12,5000,500,0.96,0.9770768363073453,0.11557622702093795,0.00962938996963203,0.11642455600667745,0.2546035330160521,pendigits,T2,II
COPOD,0.1,13,5000,500,0.86,0.9741105204420816,0.061989636975340545,0.020231612026691437,0.11341072403592989,0.24816367297898978,pendigits,T2,II
COPOD,0.1,14,5000,500,0.94,0.9970231240924963,0.05689910001819953,0.014698974031489342,0.12767764599993825,0.21407118398929015,pendigits,T2,II
COPOD,0.1,15,5000,500,0.96,0.9899072876291505,0.152198052033782,0.029314525017980486,0.12692348402924836,0.3364319569664076,pendigits,T2,II
COPOD,0.1,16,5000,500,0.92,0.9966486265945063,0.08197495696367696,0.006840969959739596,0.16009533102624118,0.2611178490333259,pendigits,T2,II
COPOD,0.1,17,5000,500,0.76,0.9497377509510038,0.04658640001434833,0.007193014025688171,0.09992856497410685,0.17401890200562775,pendigits,T2,II
COPOD,0.1,18,5000,500,0.82,0.948376945507782,0.09721978800371289,0.03140801499830559,0.10865392297273502,0.25059426901862025,pendigits,T2,II
COPOD,0.1,19,5000,500,0.94,0.9974461977847912,0.06969816895434633,0.011030041030608118,0.15708192699821666,0.26135099097155035,pendigits,T2,II
COPOD,0.1,20,5000,500,0.92,0.9920252481009924,0.04343076702207327,0.007159712025895715,0.13301582902204245,0.22287035098997876,pendigits,T2,II
COPOD,0.1,21,5000,500,0.96,0.9955742862971452,0.05783636000705883,0.008878858992829919,0.13566130999242887,0.2834228399442509,pendigits,T2,II
COPOD,0.1,22,5000,500,0.88,0.9755630062520251,0.06308485299814492,0.020326838013716042,0.15051306202076375,0.2482438790029846,pendigits,T2,II
COPOD,0.1,23,5000,500,0.96,0.9969972999891998,0.07284759898902848,0.006445134989917278,0.13274297397583723,0.2686997699784115,pendigits,T2,II
COPOD,0.1,24,5000,500,0.94,0.9925855063420255,0.06707375100813806,0.03589479700895026,0.1276137309614569,0.25175922794733196,pendigits,T2,II
COPOD,0.1,25,5000,500,0.94,0.993941415765663,0.05831781099550426,0.021337241982109845,0.14300631498917937,0.25198618200374767,pendigits,T2,II
COPOD,0.1,26,5000,500,0.82,0.9559689438757756,0.06975111103383824,0.007175798004027456,0.1371732089901343,0.23417146201245487,pendigits,T2,II
COPOD,0.1,27,5000,500,0.96,0.9969216516866068,0.08927302504889667,0.015716638008598238,0.11367005499778315,0.2511405939585529,pendigits,T2,II
COPOD,0.1,28,5000,500,0.84,0.9162672170688682,0.11207328602904454,0.02735630498500541,0.09066262003034353,0.265949716034811,pendigits,T2,II
COPOD,0.1,29,5000,500,0.86,0.9739550958203832,0.05215673998463899,0.02406258904375136,0.14998412900604308,0.2479511999990791,pendigits,T2,II
COPOD,0.1,30,5000,500,0.94,0.9969517958071833,0.07693385001039132,0.03205870999954641,0.12456763302907348,0.25136453402228653,pendigits,T2,II
COPOD,0.1,31,5000,500,0.98,0.9968182592730371,0.08375145599711686,0.027525665995199233,0.1338513509836048,0.2592837729607709,pendigits,T2,II
COPOD,0.1,32,5000,500,0.96,0.9903834495337982,0.060469781048595905,0.018443799985107034,0.11068900598911569,0.20269314903998747,pendigits,T2,II
COPOD,0.1,33,5000,500,0.78,0.9647099708398834,0.05146973498631269,0.015187900047749281,0.16913040599320084,0.2461554299807176,pendigits,T2,II
COPOD,0.1,34,5000,500,0.8,0.943122556490226,0.10968222399242222,0.008827569021377712,0.14137695799581707,0.29401739698369056,pendigits,T2,II
COPOD,0.1,35,5000,500,0.86,0.9619221196884786,0.06615815899567679,0.03795130003709346,0.1341557150008157,0.2487804259872064,pendigits,T2,II
COPOD,0.1,36,5000,500,0.98,0.9969660038640155,0.08047485997667536,0.010450137953739613,0.15384037798503414,0.2564379560062662,pendigits,T2,II
COPOD,0.1,37,5000,500,0.86,0.9638113112452449,0.08215408900287002,0.007190346019342542,0.1493008130346425,0.26400226895930246,pendigits,T2,II
COPOD,0.1,38,5000,500,0.96,0.9889493957975831,0.06082984700333327,0.01555790298152715,0.17382453597383574,0.261797918996308,pendigits,T2,II
COPOD,0.1,39,5000,500,0.94,0.9946869547478189,0.08614073396893218,0.018773282994516194,0.14412351202918217,0.27309978601988405,pendigits,T2,II
COPOD,0.1,40,5000,500,0.98,0.9967077628310513,0.07622444798471406,0.011003255029208958,0.14554495399352163,0.24758753599599004,pendigits,T2,II
COPOD,0.1,41,5000,500,0.82,0.97000324001296,0.09118364501046017,0.025593471014872193,0.1050166490022093,0.2456682720221579,pendigits,T2,II
COPOD,0.1,42,5000,500,0.84,0.974011736046944,0.07656979601597413,0.011806057998910546,0.10031895601423457,0.20443726296070963,pendigits,T2,II
COPOD,0.1,43,5000,500,0.94,0.9847792351169403,0.09400889801327139,0.017899515049066395,0.2009084890014492,0.32873012899653986,pendigits,T2,II
COPOD,0.1,44,5000,500,0.88,0.9640324001296006,0.04185753100318834,0.018895072978921235,0.1891187729779631,0.2682853530277498,pendigits,T2,II
COPOD,0.1,45,5000,500,0.94,0.9578648554594218,0.04891971201868728,0.012988858972676098,0.1508441760088317,0.22987412003567442,pendigits,T2,II
COPOD,0.1,46,5000,500,0.92,0.9746475465901863,0.07873605197528377,0.023589648015331477,0.1012624420109205,0.23847506695892662,pendigits,T2,II
COPOD,0.1,47,5000,500,0.88,0.9748478033912136,0.05424261698499322,0.0064395819790661335,0.16114966897293925,0.24060505500528961,pendigits,T2,II
COPOD,0.1,48,5000,500,0.74,0.9529723878895513,0.04039728798670694,0.01552290201652795,0.14743526198435575,0.22842025296995416,pendigits,T2,II
COPOD,0.1,49,5000,500,0.88,0.9630107640430562,0.08532313501928002,0.009973953012377024,0.18194941396359354,0.2911009700037539,pendigits,T2,II
ECOD,0.1,0,5000,500,0.96,0.9927210588842353,0.045289210975170135,0.01858909399015829,0.09478122903965414,0.17140197096159682,pendigits,T2,II
ECOD,0.1,1,5000,500,0.96,0.9795381901527604,0.08952156500890851,0.008774388988967985,0.10164175799582154,0.21313201903831214,pendigits,T2,II
ECOD,0.1,2,5000,500,0.88,0.990120696482786,0.08110602904343978,0.0074204260017722845,0.1414685359923169,0.24238780501764268,pendigits,T2,II
ECOD,0.1,3,5000,500,0.88,0.986008808035232,0.10403541900450364,0.010739195044152439,0.16241188300773501,0.2895257250056602,pendigits,T2,II
ECOD,0.1,4,5000,500,0.94,0.9901656246624986,0.08568100002594292,0.013705137011129409,0.1396641530445777,0.2657391949906014,pendigits,T2,II
ECOD,0.1,5,5000,500,0.9,0.9898733034932139,0.06654289900325239,0.016817683004774153,0.14327123801922426,0.28517272300086915,pendigits,T2,II
ECOD,0.1,6,5000,500,0.92,0.9907906831627327,0.061441002995707095,0.0074985200189985335,0.14178765000542626,0.23931202600942925,pendigits,T2,II
ECOD,0.1,7,5000,500,0.96,0.9911743966975868,0.11912896001012996,0.006744838960003108,0.14744381798664108,0.28961072099627927,pendigits,T2,II
ECOD,0.1,8,5000,500,0.92,0.995307021228085,0.059729983971919864,0.007396164000965655,0.1332570050144568,0.21463404799578711,pendigits,T2,II
ECOD,0.1,9,5000,500,0.96,0.9942885531542127,0.10506121499929577,0.021554353996179998,0.14381182700162753,0.28361437999410555,pendigits,T2,II
ECOD,0.1,10,5000,500,0.78,0.9914539498157993,0.06721762102097273,0.02466045500477776,0.20668910397216678,0.3329767330433242,pendigits,T2,II
ECOD,0.1,11,5000,500,0.94,0.9963194412777651,0.06314422801369801,0.016248025000095367,0.15523642697371542,0.24795211903983727,pendigits,T2,II
ECOD,0.1,12,5000,500,0.94,0.9887840831363325,0.07255029701627791,0.008521534968167543,0.13296130596427247,0.23454367701197043,pendigits,T2,II
ECOD,0.1,13,5000,500,0.9,0.9876326545306181,0.07678008597576991,0.029966758971568197,0.1430296539911069,0.26864145800936967,pendigits,T2,II
ECOD,0.1,14,5000,500,0.9,0.9957821271285086,0.0640616450109519,0.013170952966902405,0.20495424000546336,0.29941079003037885,pendigits,T2,II
ECOD,0.1,15,5000,500,0.94,0.9852556850227401,0.09428459696937352,0.012354725040495396,0.16254168399609625,0.2845903320121579,pendigits,T2,II
ECOD,0.1,16,5000,500,0.9,0.9939072396289585,0.07492314802948385,0.013259073020890355,0.1427651199628599,0.25643582799239084,pendigits,T2,II
ECOD,0.1,17,5000,500,0.82,0.9948480433921734,0.09577995497966185,0.031506999977864325,0.21345510496757925,0.37000968697248027,pendigits,T2,II
ECOD,0.1,18,5000,500,0.9,0.9817196068784275,0.05525667598703876,0.007429844990838319,0.12235852499725297,0.19905061001190916,pendigits,T2,II
ECOD,0.1,19,5000,500,0.98,0.9957869271477084,0.06101848802063614,0.016858114977367222,0.18398884899215773,0.28763388795778155,pendigits,T2,II
ECOD,0.1,20,5000,500,0.9,0.9853653174612699,0.08786833198973909,0.01515893399482593,0.16362861095694825,0.2921165009611286,pendigits,T2,II
ECOD,0.1,21,5000,500,0.88,0.9898190632762532,0.05542358197271824,0.012814185000024736,0.24562012596288696,0.3393187440233305,pendigits,T2,II
ECOD,0.1,22,5000,500,0.9,0.9926620186480745,0.06217828404624015,0.010589189012534916,0.1401130220037885,0.22544323600595817,pendigits,T2,II
ECOD,0.1,23,5000,500,0.96,0.9952504770019079,0.0794278719695285,0.05111946497345343,0.13005565101047978,0.28236276598181576,pendigits,T2,II
ECOD,0.1,24,5000,500,0.9,0.9889640838563354,0.07161788595840335,0.006862729962449521,0.14044782298151404,0.2365954690030776,pendigits,T2,II
ECOD,0.1,25,5000,500,0.9,0.9901080244320978,0.07060222700238228,0.01360263500828296,0.12042736902367324,0.22376995004015043,pendigits,T2,II
ECOD,0.1,26,5000,500,0.88,0.9890601802407207,0.12459712603595108,0.04525131598347798,0.14833786204690114,0.37486402597278357,pendigits,T2,II
ECOD,0.1,27,5000,500,0.92,0.9952218688874757,0.0929060319904238,0.02302152698393911,0.16004593402612954,0.2876037940150127,pendigits,T2,II
ECOD,0.1,28,5000,500,0.84,0.9714559178236712,0.14317016903078184,0.033200270030647516,0.10023349401308224,0.3114023980451748,pendigits,T2,II
ECOD,0.1,29,5000,500,0.9,0.994065832263329,0.0877116050105542,0.016192681971006095,0.14071951998630539,0.26170047995401546,pendigits,T2,II
ECOD,0.1,30,5000,500,0.94,0.9945077220308881,0.09234447998460382,0.011544912005774677,0.24150631699012592,0.38157532503828406,pendigits,T2,II
ECOD,0.1,31,5000,500,0.92,0.9937989511958047,0.08653758297441527,0.011461652989964932,0.09949075902113691,0.2104580599698238,pendigits,T2,II
ECOD,0.1,32,5000,500,0.92,0.9833983655934624,0.09002639801474288,0.007254198018927127,0.1454717110027559,0.25563529902137816,pendigits,T2,II
ECOD,0.1,33,5000,500,0.84,0.977815271261085,0.07601343898568302,0.018580842996016145,0.12607449403731152,0.23380878899479285,pendigits,T2,II
ECOD,0.1,34,5000,500,0.94,0.9921615686462745,0.0730914089945145,0.015476931002922356,0.13393568998435512,0.2361514740041457,pendigits,T2,II
ECOD,0.1,35,5000,500,0.88,0.9846916827667311,0.11034958501113579,0.007364950026385486,0.11926009599119425,0.2520226579508744,pendigits,T2,II
ECOD,0.1,36,5000,500,0.9,0.9942751131004522,0.07677430898183957,0.008163405989762396,0.16157432302134112,0.263618873024825,pendigits,T2,II
ECOD,0.1,37,5000,500,0.9,0.9928592034368137,0.05337144702207297,0.014497542986646295,0.17016399098793045,0.2613165910006501,pendigits,T2,II
ECOD,0.1,38,5000,500,0.9,0.9812637010548042,0.053657662007026374,0.013674561982043087,0.10030331899179146,0.2057676559779793,pendigits,T2,II
ECOD,0.1,39,5000,500,0.9,0.9918976635906542,0.05490135494619608,0.006997220043558627,0.11250643205130473,0.18809426500229165,pendigits,T2,II
ECOD,0.1,40,5000,500,0.92,0.9950823803295212,0.05674348201137036,0.013375182985328138,0.14977130497572944,0.24377035401994362,pendigits,T2,II
ECOD,0.1,41,5000,500,0.92,0.9938639434557738,0.08115271205315366,0.03241427801549435,0.1466660969890654,0.2870013909996487,pendigits,T2,II
ECOD,0.1,42,5000,500,0.84,0.9946911787647151,0.060209694027435035,0.007447888026945293,0.129719318007119,0.21598416898632422,pendigits,T2,II
ECOD,0.1,43,5000,500,0.94,0.9907785871143483,0.11970628600101918,0.028375611000228673,0.11178701603785157,0.3008122910396196,pendigits,T2,II
ECOD,0.1,44,5000,500,0.96,0.9962676970707882,0.08499743801075965,0.007120539026800543,0.14606808999087662,0.26414017396746203,pendigits,T2,II
ECOD,0.1,45,5000,500,0.92,0.9875780303121213,0.06740965700009838,0.006892070989124477,0.18897150800330564,0.30664897098904476,pendigits,T2,II
ECOD,0.1,46,5000,500,0.94,0.9899928239712958,0.07295269594760612,0.019536909996531904,0.14889491302892566,0.2880816340330057,pendigits,T2,II
ECOD,0.1,47,5000,500,0.9,0.9962073128292513,0.06328320800093934,0.01218876795610413,0.11427970498334616,0.20351708302041516,pendigits,T2,II
ECOD,0.1,48,5000,500,0.92,0.9920306241224964,0.1080899559892714,0.008463027013931423,0.13952231599250808,0.280290266033262,pendigits,T2,II
ECOD,0.1,49,5000,500,0.94,0.9871326845307381,0.06860091700218618,0.021364522981457412,0.15364507003687322,0.26055456104222685,pendigits,T2,II
HBOS,0.1,0,5000,500,0.92,0.9860920403681612,0.03391165804350749,0.005242671992164105,0.027434488001745194,0.07134588301414624,pendigits,T2,II
HBOS,0.1,1,5000,500,0.9,0.9801716966867867,0.020082422997802496,0.005537619988899678,0.004079349979292601,0.03176738100592047,pendigits,T2,II
HBOS,0.1,2,5000,500,0.86,0.9787784431137724,0.03145210799993947,0.003568179963622242,0.01578045100905001,0.05373235698789358,pendigits,T2,II
HBOS,0.1,3,5000,500,0.84,0.9747793539068246,0.04036318801809102,0.003392635961063206,0.004069746006280184,0.05013710097409785,pendigits,T2,II
HBOS,0.1,4,5000,500,0.84,0.9758397753591014,0.007871615001931787,0.0039476180099882185,0.005525413958821446,0.019155855989083648,pendigits,T2,II
HBOS,0.1,5,5000,500,0.88,0.9860733202932811,0.019092615053523332,0.004110529960598797,0.052911470003891736,0.07801500998903066,pendigits,T2,II
HBOS,0.1,6,5000,500,0.92,0.9880192480769923,0.009179962973576039,0.003889515995979309,0.009660304000135511,0.025650439027231187,pendigits,T2,II
HBOS,0.1,7,5000,500,0.86,0.9828804435217741,0.02529420203063637,0.0038204409647732973,0.014777272008359432,0.04585050302557647,pendigits,T2,II
HBOS,0.1,8,5000,500,0.96,0.9836038064152257,0.017761039023753256,0.004101459984667599,0.02215454599354416,0.04609566699946299,pendigits,T2,II
HBOS,0.1,9,5000,500,0.94,0.9803763695054779,0.045480663946364075,0.0036595609853975475,0.004010358010418713,0.055852020042948425,pendigits,T2,II
HBOS,0.1,10,5000,500,0.86,0.9777398149592599,0.011324697989039123,0.007047687016893178,0.004313358978834003,0.024759271007496864,pendigits,T2,II
HBOS,0.1,11,5000,500,0.94,0.9857145668582673,0.007999138964805752,0.003934453998226672,0.004645194043405354,0.02458360098535195,pendigits,T2,II
HBOS,0.1,12,5000,500,0.84,0.9795037260149041,0.01241021801251918,0.006679865997284651,0.005290237022563815,0.026743613998405635,pendigits,T2,II
HBOS,0.1,13,5000,500,0.86,0.9821518966075863,0.04386548703769222,0.008448355016298592,0.003984103968832642,0.05834959202911705,pendigits,T2,II
HBOS,0.1,14,5000,500,0.88,0.9842568010272041,0.009220706997439265,0.00654636399121955,0.004727649036794901,0.02258000400615856,pendigits,T2,II
HBOS,0.1,15,5000,500,0.9,0.9812373969495879,0.00566323398379609,0.004165764024946839,0.005392105027567595,0.022963417985010892,pendigits,T2,II
HBOS,0.1,16,5000,500,0.86,0.981940311761247,0.015581639017909765,0.005367246980313212,0.015766028023790568,0.03850911103654653,pendigits,T2,II
HBOS,0.1,17,5000,500,0.8,0.9775890943563773,0.0082268170081079,0.030560180020984262,0.041971420985646546,0.08412996301194653,pendigits,T2,II
HBOS,0.1,18,5000,500,0.92,0.9809482437929752,0.02611123799579218,0.0042214610148221254,0.01817727100569755,0.05060117901302874,pendigits,T2,II
HBOS,0.1,19,5000,500,0.9,0.9880971043884175,0.0422734500025399,0.014756259974092245,0.027236375026404858,0.08634451398393139,pendigits,T2,II
HBOS,0.1,20,5000,500,0.82,0.9855298857722606,0.029378745995927602,0.009544753993395716,0.04228340898407623,0.08523077802965418,pendigits,T2,II
HBOS,0.1,21,5000,500,0.84,0.9774633338533354,0.018106198986060917,0.012778486998286098,0.004230617021676153,0.037682045018300414,pendigits,T2,II
HBOS,0.1,22,5000,500,0.92,0.9754070056280226,0.024809340946376324,0.013572569994721562,0.01253737899241969,0.05330028897151351,pendigits,T2,II
HBOS,0.1,23,5000,500,0.92,0.9865497689078533,0.0227815110119991,0.009482839028351009,0.010940669977571815,0.05722560500726104,pendigits,T2,II
HBOS,0.1,24,5000,500,0.82,0.9810346441385766,0.02024031599285081,0.006296593986917287,0.003998889005742967,0.03555655397940427,pendigits,T2,II
HBOS,0.1,25,5000,500,0.78,0.9779984399937598,0.02196903299773112,0.009216765000019222,0.00825306202750653,0.041194066987372935,pendigits,T2,II
HBOS,0.1,26,5000,500,0.86,0.9790120120480482,0.019213613006286323,0.007441430003382266,0.006676245015114546,0.03544101497391239,pendigits,T2,II
HBOS,0.1,27,5000,500,0.9,0.9847918111672446,0.01570939098019153,0.004001131979748607,0.004418391035869718,0.026631025015376508,pendigits,T2,II
HBOS,0.1,28,5000,500,0.84,0.9667921231684926,0.01592583500314504,0.00446266500512138,0.004171230015344918,0.032891417969949543,pendigits,T2,II
HBOS,0.1,29,5000,500,0.9,0.9851070764283058,0.01288949401350692,0.013146165991201997,0.006308034993708134,0.04270773095777258,pendigits,T2,II
HBOS,0.1,30,5000,500,0.92,0.9873318853275412,0.0172150949947536,0.0036371269961819053,0.026168758049607277,0.04916926700389013,pendigits,T2,II
HBOS,0.1,31,5000,500,0.88,0.9800224141718084,0.03366703703068197,0.012514642032328993,0.021419917000457644,0.06967645901022479,pendigits,T2,II
HBOS,0.1,32,5000,500,0.92,0.9707547310189241,0.04683998500695452,0.01523183099925518,0.009217204991728067,0.0735567249939777,pendigits,T2,II
HBOS,0.1,33,5000,500,0.78,0.9573208212832851,0.012590243015438318,0.006625587004236877,0.005020878976210952,0.026606146013364196,pendigits,T2,II
HBOS,0.1,34,5000,500,0.86,0.9793553084302884,0.005602977005764842,0.00499919499270618,0.008163445047102869,0.02417191001586616,pendigits,T2,II
HBOS,0.1,35,5000,500,0.88,0.9781247754490908,0.016635580046568066,0.011558235972188413,0.004000179993454367,0.03443810500903055,pendigits,T2,II
HBOS,0.1,36,5000,500,0.82,0.9854295417181669,0.049307404027786106,0.004761593008879572,0.039239415957126766,0.10156717797508463,pendigits,T2,II
HBOS,0.1,37,5000,500,0.8,0.9777423099008704,0.0492481859982945,0.004423515987582505,0.009051477012690157,0.06464939698344097,pendigits,T2,II
HBOS,0.1,38,5000,500,0.84,0.9715445261781047,0.018467265996150672,0.006146748026367277,0.006561082031112164,0.033564871991984546,pendigits,T2,II
HBOS,0.1,39,5000,500,0.94,0.9859015749295752,0.024575914023444057,0.00382567394990474,0.009752165002282709,0.04683760600164533,pendigits,T2,II
HBOS,0.1,40,5000,500,0.88,0.9837334069336278,0.007310669985599816,0.003560340031981468,0.006395630014594644,0.0300908200442791,pendigits,T2,II
HBOS,0.1,41,5000,500,0.94,0.9834027816111263,0.01552259997697547,0.006745391001459211,0.010081537999212742,0.03432379703735933,pendigits,T2,II
HBOS,0.1,42,5000,500,0.8,0.9825882175171045,0.00569449900649488,0.014993007993325591,0.014906315947882831,0.037739521998446435,pendigits,T2,II
HBOS,0.1,43,5000,500,0.86,0.984131808527234,0.012290306040085852,0.01026876299874857,0.004359490005299449,0.02909119799733162,pendigits,T2,II
HBOS,0.1,44,5000,500,0.92,0.9829544598178392,0.021020578977186233,0.004582566965837032,0.0056318159913644195,0.03359626099700108,pendigits,T2,II
HBOS,0.1,45,5000,500,0.9,0.9816762129457681,0.040170900989323854,0.009424444986507297,0.023397604003548622,0.07504925900138915,pendigits,T2,II
HBOS,0.1,46,5000,500,0.94,0.9727709310837243,0.01870483095990494,0.004078209982253611,0.004687567998189479,0.034655969007872045,pendigits,T2,II
HBOS,0.1,47,5000,500,0.86,0.9829614678458714,0.012496050971094519,0.004588028998114169,0.0041216310346499085,0.023052085016388446,pendigits,T2,II
HBOS,0.1,48,5000,500,0.88,0.9865432421729685,0.025841529946774244,0.003366195014677942,0.009872586990240961,0.040887107024900615,pendigits,T2,II
HBOS,0.1,49,5000,500,0.9,0.9814292057168228,0.01635906199226156,0.005064011027570814,0.01780120300827548,0.04164857795694843,pendigits,T2,II
IForest,0.1,0,5000,500,0.86,0.9481904167616669,0.6810170719982125,0.5301780449808575,0.22742368699982762,1.4850719529786147,pendigits,T2,III
IForest,0.1,1,5000,500,0.76,0.9417287269149077,0.6286895850207657,0.4959047809825279,0.17498160299146548,1.3391853169887327,pendigits,T2,III
IForest,0.1,2,5000,500,0.78,0.9380844563378253,0.6126729270326905,0.47356800601119176,0.18282002198975533,1.2985456659807824,pendigits,T2,III
IForest,0.1,3,5000,500,0.86,0.9525802263209053,0.717920693976339,0.4673574870103039,0.17221044498728588,1.3897699500084855,pendigits,T2,III
IForest,0.1,4,5000,500,0.84,0.9345627782511131,0.6234684499795549,0.6146104150102474,0.5224004570045508,1.7986304489895701,pendigits,T2,III
IForest,0.1,5,5000,500,0.78,0.9584916419665679,0.7078705299645662,0.6416223660344258,0.21380350296385586,1.5891236159950495,pendigits,T2,III
IForest,0.1,6,5000,500,0.8,0.9496001824007294,0.7204071150044911,0.4766527860192582,0.15787851699860767,1.3952645490062423,pendigits,T2,III
IForest,0.1,7,5000,500,0.84,0.9444165456661826,0.6639094639685936,0.5756304440437816,0.1788429080042988,1.4666791430208832,pendigits,T2,III
IForest,0.1,8,5000,500,0.88,0.9514349417397668,0.7127183369593695,0.4172425889992155,0.13284286099951714,1.3174685700214468,pendigits,T2,III
IForest,0.1,9,5000,500,0.8,0.9462054168216673,0.7057766680372879,0.4473237809725106,0.12753747100941837,1.326098648016341,pendigits,T2,III
IForest,0.1,10,5000,500,0.76,0.9585823623294494,0.6421169479726814,0.46972258103778586,0.12272594898240641,1.3114561309921555,pendigits,T2,III
IForest,0.1,11,5000,500,0.84,0.9510995163980656,0.6006384309730493,0.47865063505014405,0.15308289299719036,1.276834337040782,pendigits,T2,III
IForest,0.1,12,5000,500,0.84,0.9471713726854908,0.6333025049534626,0.45735518098808825,0.19909899996127933,1.3365723190363497,pendigits,T2,III
IForest,0.1,13,5000,500,0.76,0.9560850083400333,0.6936275879852474,0.4958630359615199,0.15249355603009462,1.3955256679910235,pendigits,T2,III
IForest,0.1,14,5000,500,0.82,0.9497951591806367,0.529905426024925,0.699367790017277,0.11553407600149512,1.373894177027978,pendigits,T2,III
IForest,0.1,15,5000,500,0.78,0.9424740738962956,0.8308910980122164,0.4413797599845566,0.15650377696147189,1.4749253729823977,pendigits,T2,III
IForest,0.1,16,5000,500,0.88,0.9495468061872246,0.5932963719824329,0.4854138079681434,0.11758351599564776,1.2450738420011476,pendigits,T2,III
IForest,0.1,17,5000,500,0.74,0.9468300913203651,0.6076089959824458,0.4352245360496454,0.15940770000452176,1.2462134039960802,pendigits,T2,III
IForest,0.1,18,5000,500,0.84,0.9312004608018432,0.5519756200374104,0.49663896003039554,0.21788280800683424,1.2971862530102953,pendigits,T2,III
IForest,0.1,19,5000,500,0.8,0.9555736142944571,0.7258342640125193,0.4462731329840608,0.16056455002399161,1.3702793790143915,pendigits,T2,III
IForest,0.1,20,5000,500,0.84,0.9486364345457381,0.5973885220009834,0.4655130549799651,0.19803739903727546,1.3068260889849626,pendigits,T2,III
IForest,0.1,21,5000,500,0.8,0.9405969783879137,0.7421075029997155,0.4261376899667084,0.12645655701635405,1.3272127849631943,pendigits,T2,III
IForest,0.1,22,5000,500,0.88,0.9372193968775875,0.7276912730303593,0.4901427800068632,0.13248226599534974,1.3931610580184497,pendigits,T2,III
IForest,0.1,23,5000,500,0.84,0.9422738170952683,0.5264983480446972,0.5179369529942051,0.1354138349997811,1.2217836740310304,pendigits,T2,III
IForest,0.1,24,5000,500,0.82,0.9407305149220595,0.6776015590294264,0.4047975849825889,0.20251953398110345,1.342155423015356,pendigits,T2,III
IForest,0.1,25,5000,500,0.8,0.9415896223584893,0.6008928299997933,0.4832677189842798,0.21795468300115317,1.3523304359987378,pendigits,T2,III
IForest,0.1,26,5000,500,0.78,0.944195648782595,0.6227629790082574,0.4391357389977202,0.22103457001503557,1.3064800340216607,pendigits,T2,III
IForest,0.1,27,5000,500,0.82,0.9438633914535659,0.3723852109978907,0.3999149579904042,0.05834672600030899,0.8586432849988341,pendigits,T2,III
IForest,0.1,28,5000,500,0.82,0.9516194544778178,0.3818403389886953,0.30137603799812496,0.07151656300993636,0.7891209630179219,pendigits,T2,III
IForest,0.1,29,5000,500,0.8,0.9380361681446725,0.4250952340080403,0.3029341429937631,0.057408082007896155,0.8117451330181211,pendigits,T2,III
IForest,0.1,30,5000,500,0.86,0.9510227160908643,0.3975467459531501,0.28959971794392914,0.06846781203057617,0.781157631019596,pendigits,T2,III
IForest,0.1,31,5000,500,0.84,0.9483388333553334,0.3799217740306631,0.35076956695411354,0.07288251200225204,0.8484241969999857,pendigits,T2,III
IForest,0.1,32,5000,500,0.86,0.9345794823179292,0.48808522801846266,0.35917147499276325,0.12384479399770498,1.0080430340021849,pendigits,T2,III
IForest,0.1,33,5000,500,0.86,0.9129004836019343,0.5224264079588465,0.4531076200073585,0.1645309699815698,1.180178937036544,pendigits,T2,III
IForest,0.1,34,5000,500,0.84,0.9303483613934456,0.587324571039062,0.47394359100144356,0.14843628997914493,1.2608188510057516,pendigits,T2,III
IForest,0.1,35,5000,500,0.82,0.9211976047904191,0.5962963579804637,0.5624241339974105,0.1752348460140638,1.3752022759872489,pendigits,T2,III
IForest,0.1,36,5000,500,0.78,0.92874515498062,0.7050919109606184,0.48607426101807505,0.24181779701029882,1.4978814970236272,pendigits,T2,III
IForest,0.1,37,5000,500,0.84,0.9222238488953955,0.6393575519905426,0.5427024490199983,0.10285827302141115,1.3381280589965172,pendigits,T2,III
IForest,0.1,38,5000,500,0.86,0.9206324505298019,0.5941036440199241,0.4707647610339336,0.16817875299602747,1.2591117470292374,pendigits,T2,III
IForest,0.1,39,5000,500,0.84,0.9603241932967731,0.6392279040301219,0.4371797389467247,0.11466983804712072,1.2358959090197459,pendigits,T2,III
