method,k,p,kp_inv_sqrt,rep,n_full,n_sample,rho,rho_tilde,time_fit_s,time_score_s,time_total_s,dataset
KNN,5,0.2,1.0,23,3772,754,0.88,0.9074587066595412,0.08402592909988016,0.006931649055331945,0.09255515993572772,thyroid
KNN,5,0.2,1.0,24,3772,754,0.8266666666666667,0.9064483736552245,0.07897600799333304,0.00734670995734632,0.08750566397793591,thyroid
KNN,5,0.2,1.0,25,3772,754,0.8933333333333333,0.9312897247686465,0.08257546694949269,0.007919838069938123,0.09203884797170758,thyroid
KNN,5,0.2,1.0,26,3772,754,0.84,0.9083560819762211,0.08007239201106131,0.010226888000033796,0.09189222007989883,thyroid
KNN,5,0.2,1.0,27,3772,754,0.8344370860927153,0.9041179917354543,0.08881079801358283,0.006942537031136453,0.09726448100991547,thyroid
KNN,5,0.2,1.0,28,3772,754,0.8266666666666667,0.9246574769643511,0.08040315401740372,0.008560428977943957,0.0904624400427565,thyroid
KNN,5,0.2,1.0,29,3772,754,0.8666666666666667,0.9172559148951113,0.08511828898917884,0.006510496023111045,0.09303434193134308,thyroid
KNN,10,0.05,1.414213562373095,0,3772,188,0.8888888888888888,0.9127014120213781,0.09631809999700636,0.0025185260456055403,0.10019389097578824,thyroid
KNN,10,0.05,1.414213562373095,1,3772,188,0.6666666666666666,0.8953239414249837,0.09408220509067178,0.002626362955197692,0.0982351399725303,thyroid
KNN,10,0.05,1.414213562373095,2,3772,188,0.8333333333333334,0.9084374547289955,0.09500857791863382,0.0025374690303578973,0.09911375201772898,thyroid
KNN,10,0.05,1.414213562373095,3,3772,188,0.9444444444444444,0.9080356909073167,0.09801990899723023,0.0025736570823937654,0.1019414410693571,thyroid
KNN,10,0.05,1.414213562373095,4,3772,188,0.7777777777777778,0.9077377915476574,0.0957305880729109,0.002678724005818367,0.0997131580952555,thyroid
KNN,10,0.05,1.414213562373095,5,3772,188,0.8333333333333334,0.910737626867119,0.09472423500847071,0.002615086967125535,0.09899409709032625,thyroid
KNN,10,0.05,1.414213562373095,6,3772,188,0.8333333333333334,0.9087619682307745,0.10198252205736935,0.0024662510259076953,0.10601585102267563,thyroid
KNN,10,0.05,1.414213562373095,7,3772,188,0.8888888888888888,0.899111576862723,0.09662796999327838,0.0024899550480768085,0.10057054809294641,thyroid
KNN,10,0.05,1.414213562373095,8,3772,188,0.7777777777777778,0.9015278004842949,0.10050632199272513,0.002023771987296641,0.10347780503798276,thyroid
KNN,10,0.05,1.414213562373095,9,3772,188,0.7222222222222222,0.9057320814650519,0.09216831100638956,0.0024888949701562524,0.09614025102928281,thyroid
KNN,10,0.05,1.414213562373095,10,3772,188,0.7777777777777778,0.9099691304976306,0.09094886004459113,0.0026278099976480007,0.0951618169201538,thyroid
KNN,10,0.05,1.414213562373095,11,3772,188,0.8888888888888888,0.9036205667371482,0.09980032499879599,0.002421465003862977,0.10372261900920421,thyroid
KNN,10,0.05,1.414213562373095,12,3772,188,0.6111111111111112,0.8694429971224655,0.09613883006386459,0.0023588710464537144,0.09985456196591258,thyroid
KNN,10,0.05,1.414213562373095,13,3772,188,0.7777777777777778,0.9050257334566559,0.10041338694281876,0.002422619960270822,0.10438647505361587,thyroid
KNN,10,0.05,1.414213562373095,14,3772,188,0.8333333333333334,0.9152509007518922,0.09249667695257813,0.0024930969811975956,0.09637016907799989,thyroid
KNN,10,0.05,1.414213562373095,15,3772,188,0.7777777777777778,0.9252198930210841,0.10235851199831814,0.002404451952315867,0.10592967201955616,thyroid
KNN,10,0.05,1.414213562373095,16,3772,188,0.7777777777777778,0.9109969911845323,0.09941713302396238,0.0026906280545517802,0.10332361701875925,thyroid
KNN,10,0.05,1.414213562373095,17,3772,188,0.7777777777777778,0.9030483221030261,0.10459290794096887,0.0023778860922902822,0.10815925907809287,thyroid
KNN,10,0.05,1.414213562373095,18,3772,188,0.7777777777777778,0.916691424358917,0.10136283305473626,0.0024368480080738664,0.1053659989265725,thyroid
KNN,10,0.05,1.414213562373095,19,3772,188,0.8888888888888888,0.9042183582518946,0.09700942295603454,0.0024120500311255455,0.10068514593876898,thyroid
KNN,10,0.05,1.414213562373095,20,3772,188,0.8888888888888888,0.8662242828894319,0.09974459500517696,0.002488269004970789,0.10342085605952889,thyroid
KNN,10,0.05,1.414213562373095,21,3772,188,0.8333333333333334,0.875043287885731,0.08839646202977747,0.0023223289754241705,0.09203302406240255,thyroid
KNN,10,0.05,1.414213562373095,22,3772,188,0.7777777777777778,0.8762701946615928,0.09130518895108253,0.0017992950743064284,0.09447424300014973,thyroid
KNN,10,0.05,1.414213562373095,23,3772,188,0.8333333333333334,0.9119827561329752,0.0978458320023492,0.0025094159645959735,0.10162124503403902,thyroid
KNN,10,0.05,1.414213562373095,24,3772,188,0.7222222222222222,0.9275872330177027,0.09573585900943726,0.002423246973194182,0.09973244299180806,thyroid
KNN,10,0.05,1.414213562373095,25,3772,188,0.8333333333333334,0.883101960029135,0.09733486303593963,0.002403500024229288,0.10078166099265218,thyroid
KNN,10,0.05,1.414213562373095,26,3772,188,0.8333333333333334,0.9042392139139931,0.0994497830979526,0.0024966939818114042,0.10322894097771496,thyroid
KNN,10,0.05,1.414213562373095,27,3772,188,0.8888888888888888,0.9029558078151511,0.09982005506753922,0.0026869960129261017,0.10377198306377977,thyroid
KNN,10,0.05,1.414213562373095,28,3772,188,0.7777777777777778,0.9059154349631174,0.09626592602580786,0.002427833038382232,0.10023140104021877,thyroid
KNN,10,0.05,1.414213562373095,29,3772,188,0.8333333333333334,0.9087201414114521,0.10165009298361838,0.002743859076872468,0.1057555340230465,thyroid
KNN,10,0.1,1.0,0,3772,377,0.8648648648648649,0.9274681591074162,0.09277307090815157,0.0038889580173417926,0.09797054005321115,thyroid
KNN,10,0.1,1.0,1,3772,377,0.8378378378378378,0.9252845031439633,0.08916183991823345,0.004542352049611509,0.09539443801622838,thyroid
KNN,10,0.1,1.0,2,3772,377,0.8108108108108109,0.9076975921739817,0.09444349794648588,0.004578668973408639,0.10054907703306526,thyroid
KNN,10,0.1,1.0,3,3772,377,0.8378378378378378,0.9378154132408114,0.09926581103354692,0.00413079303689301,0.10471759096253663,thyroid
KNN,10,0.1,1.0,4,3772,377,0.8108108108108109,0.9262772987009555,0.09898202901240438,0.0039565389743074775,0.10429239505901933,thyroid
KNN,10,0.1,1.0,5,3772,377,0.8378378378378378,0.9357685540372709,0.0731598490383476,0.0027354919584468007,0.07691822701599449,thyroid
KNN,10,0.1,1.0,6,3772,377,0.8648648648648649,0.9155350029484607,0.05752940208185464,0.0028603699756786227,0.061277750064618886,thyroid
KNN,10,0.1,1.0,7,3772,377,0.7837837837837838,0.9287677810401787,0.05848269001580775,0.0029355200240388513,0.06252298003528267,thyroid
KNN,10,0.1,1.0,8,3772,377,0.7837837837837838,0.9319949408563042,0.0601394729455933,0.0025825999910011888,0.06380568002350628,thyroid
KNN,10,0.1,1.0,9,3772,377,0.8108108108108109,0.9364724938302473,0.057829782948829234,0.0024148880038410425,0.061144545092247427,thyroid
KNN,10,0.1,1.0,10,3772,377,0.8108108108108109,0.9215534599829212,0.05669329594820738,0.0026271839160472155,0.06038802396506071,thyroid
KNN,10,0.1,1.0,11,3772,377,0.8918918918918919,0.923210473480232,0.05738284601829946,0.002457263064570725,0.060701134032569826,thyroid
KNN,10,0.1,1.0,12,3772,377,0.8648648648648649,0.9242156650207469,0.05809948605019599,0.0025239549577236176,0.061659105005674064,thyroid
KNN,10,0.1,1.0,13,3772,377,0.7837837837837838,0.9272370226844592,0.059631857089698315,0.0025191300082951784,0.06322133599314839,thyroid
KNN,10,0.1,1.0,14,3772,377,0.8378378378378378,0.9269630664883294,0.05846330407075584,0.002559929038397968,0.062162749003618956,thyroid
KNN,10,0.1,1.0,15,3772,377,0.8648648648648649,0.9543112961133546,0.061640477972105145,0.0036518280394375324,0.06618869595695287,thyroid
KNN,10,0.1,1.0,16,3772,377,0.8918918918918919,0.9124447522342087,0.09302084101364017,0.004123992985114455,0.09838205296546221,thyroid
KNN,10,0.1,1.0,17,3772,377,0.8648648648648649,0.9449371607748159,0.08915187197271734,0.004116039024665952,0.09448038798291236,thyroid
KNN,10,0.1,1.0,18,3772,377,0.8918918918918919,0.9159036843021431,0.08834516489878297,0.00313956500031054,0.0928995079593733,thyroid
KNN,10,0.1,1.0,19,3772,377,0.8108108108108109,0.932977431792472,0.08970782498363405,0.0038119970122352242,0.09479232900775969,thyroid
KNN,10,0.1,1.0,20,3772,377,0.8918918918918919,0.929164522994863,0.08881265704985708,0.0037002869648858905,0.09375301992986351,thyroid
KNN,10,0.1,1.0,21,3772,377,0.7297297297297297,0.9196036130218209,0.0913766419980675,0.004129606997594237,0.0967944780131802,thyroid
KNN,10,0.1,1.0,22,3772,377,0.8648648648648649,0.9217089802531823,0.08655238698702306,0.004048333037644625,0.0919022640446201,thyroid
KNN,10,0.1,1.0,23,3772,377,0.8648648648648649,0.9179760674748186,0.08865642501041293,0.003143342095427215,0.0929892489220947,thyroid
KNN,10,0.1,1.0,24,3772,377,0.8108108108108109,0.9394573544622233,0.09260695008561015,0.004867709008976817,0.09883291798178107,thyroid
KNN,10,0.1,1.0,25,3772,377,0.8378378378378378,0.9255174251010018,0.09400015696883202,0.004492472973652184,0.09991632809396833,thyroid
KNN,10,0.1,1.0,26,3772,377,0.918918918918919,0.9350929556226926,0.08687497500795871,0.003958190907724202,0.09229929593857378,thyroid
KNN,10,0.1,1.0,27,3772,377,0.8648648648648649,0.9222541115800162,0.09003877500072122,0.004760934039950371,0.09613363991957158,thyroid
KNN,10,0.1,1.0,28,3772,377,0.8918918918918919,0.9363322704427278,0.08821688604075462,0.003916752990335226,0.0934002079302445,thyroid
KNN,10,0.1,1.0,29,3772,377,0.8378378378378378,0.9435913029490935,0.09394094801973552,0.004022196982987225,0.09948465507477522,thyroid
KNN,10,0.2,0.7071067811865475,0,3772,754,0.8666666666666667,0.9533208225601747,0.09409578796476126,0.007072626962326467,0.10296210704836994,thyroid
KNN,10,0.2,0.7071067811865475,1,3772,754,0.8533333333333334,0.952873599941707,0.09756617294624448,0.008819943061098456,0.10790124395862222,thyroid
KNN,10,0.2,0.7071067811865475,2,3772,754,0.9066666666666666,0.9536581463056865,0.09607987909112126,0.008697363082319498,0.10639442002866417,thyroid
KNN,10,0.2,0.7071067811865475,3,3772,754,0.88,0.9470942666494414,0.08858761901501566,0.009182511013932526,0.09922543994616717,thyroid
KNN,10,0.2,0.7071067811865475,4,3772,754,0.88,0.9432472656888455,0.09002857189625502,0.008312721969559789,0.09961912699509412,thyroid
KNN,10,0.2,0.7071067811865475,5,3772,754,0.8666666666666667,0.9491842477120205,0.08937434898689389,0.011593185015954077,0.10233883501496166,thyroid
KNN,10,0.2,0.7071067811865475,6,3772,754,0.8933333333333333,0.9539336040944625,0.09341385797597468,0.008869538083672523,0.10361011605709791,thyroid
KNN,10,0.2,0.7071067811865475,7,3772,754,0.9066666666666666,0.9539671289003725,0.09327706799376756,0.007317902985960245,0.10240984603296965,thyroid
KNN,10,0.2,0.7071067811865475,8,3772,754,0.9066666666666666,0.9528701561316256,0.08981683396268636,0.00839270802680403,0.09986765799112618,thyroid
KNN,10,0.2,0.7071067811865475,9,3772,754,0.8666666666666667,0.9464207332872012,0.09629431599751115,0.008541228948161006,0.10658054996747524,thyroid
KNN,10,0.2,0.7071067811865475,10,3772,754,0.8533333333333334,0.9533429109545692,0.095385976950638,0.008253735024482012,0.10501527099404484,thyroid
KNN,10,0.2,0.7071067811865475,11,3772,754,0.88,0.9451784539799516,0.0957691150251776,0.01165297394618392,0.10879656800534576,thyroid
KNN,10,0.2,0.7071067811865475,12,3772,754,0.8933333333333333,0.9464369529502005,0.09315174096263945,0.009304727078415453,0.1038287989795208,thyroid
KNN,10,0.2,0.7071067811865475,13,3772,754,0.88,0.9516362851915068,0.0912902740528807,0.009523846092633903,0.10227982408832759,thyroid
KNN,10,0.2,0.7071067811865475,14,3772,754,0.8933333333333333,0.9474907252015782,0.09204927389509976,0.01125402597244829,0.10483530396595597,thyroid
KNN,10,0.2,0.7071067811865475,15,3772,754,0.8933333333333333,0.9542901372945661,0.09357017010916024,0.00870690611191094,0.10362845403142273,thyroid
KNN,10,0.2,0.7071067811865475,16,3772,754,0.84,0.9452178321891233,0.0902319640154019,0.009405987919308245,0.1010351610602811,thyroid
KNN,10,0.2,0.7071067811865475,17,3772,754,0.8933333333333333,0.9520618203650243,0.0920783580513671,0.00872836506459862,0.10218391008675098,thyroid
KNN,10,0.2,0.7071067811865475,18,3772,754,0.9066666666666666,0.9491531568222099,0.09270312008447945,0.00835941603872925,0.10284771793521941,thyroid
KNN,10,0.2,0.7071067811865475,19,3772,754,0.92,0.9546314281054625,0.09226762200705707,0.00970905798021704,0.10356719302944839,thyroid
KNN,10,0.2,0.7071067811865475,20,3772,754,0.88,0.9513363149938756,0.09425944508984685,0.008616202976554632,0.10421726305503398,thyroid
KNN,10,0.2,0.7071067811865475,21,3772,754,0.9333333333333333,0.953635048601774,0.09817196696531028,0.008339623920619488,0.10794975096359849,thyroid
KNN,10,0.2,0.7071067811865475,22,3772,754,0.88,0.9465564457031136,0.09591565805021673,0.008709623012691736,0.10596072603948414,thyroid
KNN,10,0.2,0.7071067811865475,23,3772,754,0.8933333333333333,0.9475388668076141,0.08814132795669138,0.007400240981951356,0.09689743700437248,thyroid
KNN,10,0.2,0.7071067811865475,24,3772,754,0.88,0.9497567246723781,0.08679882704745978,0.008336000028066337,0.09654871502425522,thyroid
KNN,10,0.2,0.7071067811865475,25,3772,754,0.8933333333333333,0.9646658736138833,0.08693780598696321,0.009190751938149333,0.09759544301778078,thyroid
KNN,10,0.2,0.7071067811865475,26,3772,754,0.8666666666666667,0.9478120836429852,0.08889816596638411,0.009747834992595017,0.0999879400478676,thyroid
KNN,10,0.2,0.7071067811865475,27,3772,754,0.84,0.9416039946581558,0.09445767302531749,0.008816732093691826,0.10471702099312097,thyroid
KNN,10,0.2,0.7071067811865475,28,3772,754,0.8266666666666667,0.9482914045333027,0.09495237993542105,0.009166810079477727,0.10551571298856288,thyroid
KNN,10,0.2,0.7071067811865475,29,3772,754,0.92,0.9475551067834544,0.09526248904876411,0.009166753035970032,0.10598663601558656,thyroid
KNN,15,0.05,1.1547005383792517,0,3772,188,0.8888888888888888,0.8806034640404357,0.09848154801875353,0.002467745915055275,0.10211271606385708,thyroid
KNN,15,0.05,1.1547005383792517,1,3772,188,0.6666666666666666,0.8946774575870338,0.09952378098387271,0.002422422985546291,0.10357915400527418,thyroid
KNN,15,0.05,1.1547005383792517,2,3772,188,0.8333333333333334,0.9255608928413538,0.10649163799826056,0.002393116010352969,0.11031854094471782,thyroid
KNN,15,0.05,1.1547005383792517,3,3772,188,0.9444444444444444,0.9017605106019512,0.10997934709303081,0.0022872560657560825,0.11338142794556916,thyroid
KNN,15,0.05,1.1547005383792517,4,3772,188,0.7777777777777778,0.9144797319876222,0.10047507705166936,0.0017862740205600858,0.10339402197860181,thyroid
KNN,15,0.05,1.1547005383792517,5,3772,188,0.8333333333333334,0.9207177822867931,0.1031012749299407,0.002429593005217612,0.10638923896476626,thyroid
KNN,15,0.05,1.1547005383792517,6,3772,188,0.8333333333333334,0.9194623327240491,0.1053898959653452,0.002428289968520403,0.10904844000469893,thyroid
KNN,15,0.05,1.1547005383792517,7,3772,188,0.8888888888888888,0.9277369870142564,0.1030957029433921,0.0022762269945815206,0.1067719750571996,thyroid
KNN,15,0.05,1.1547005383792517,8,3772,188,0.7777777777777778,0.8870391273345934,0.10819804994389415,0.0023134549846872687,0.111859982018359,thyroid
KNN,15,0.05,1.1547005383792517,9,3772,188,0.7777777777777778,0.9149735237603602,0.10624831798486412,0.0022520930506289005,0.10976201400626451,thyroid
KNN,15,0.05,1.1547005383792517,10,3772,188,0.8888888888888888,0.9279959833980502,0.10797320294659585,0.0025055829901248217,0.11180164397228509,thyroid
KNN,15,0.05,1.1547005383792517,11,3772,188,0.8888888888888888,0.9233303910304986,0.11234121001325548,0.0023494509514421225,0.11579455190803856,thyroid
KNN,15,0.05,1.1547005383792517,12,3772,188,0.7222222222222222,0.8784287697674527,0.09664771100506186,0.0023442429956048727,0.10012989200185984,thyroid
KNN,15,0.05,1.1547005383792517,13,3772,188,0.7777777777777778,0.9147244856364728,0.10590046900324523,0.002243241062387824,0.10943416401278228,thyroid
KNN,15,0.05,1.1547005383792517,14,3772,188,0.8333333333333334,0.9098893319145002,0.09955085895489901,0.002335675060749054,0.10303118999581784,thyroid
KNN,15,0.05,1.1547005383792517,15,3772,188,0.7777777777777778,0.9264659072080293,0.10497341293375939,0.002433096058666706,0.10862537706270814,thyroid
KNN,15,0.05,1.1547005383792517,16,3772,188,0.7777777777777778,0.9264496530882522,0.10548854107037187,0.0016694220248609781,0.1081933529349044,thyroid
KNN,15,0.05,1.1547005383792517,17,3772,188,0.7222222222222222,0.9060174903052042,0.10097243101336062,0.0023037040373310447,0.10440521396230906,thyroid
KNN,15,0.05,1.1547005383792517,18,3772,188,0.8888888888888888,0.9061832196565334,0.10284525598399341,0.0023491859901696444,0.10637703095562756,thyroid
KNN,15,0.05,1.1547005383792517,19,3772,188,0.8333333333333334,0.909411230339632,0.10772485891357064,0.0016866360092535615,0.11051147896796465,thyroid
KNN,15,0.05,1.1547005383792517,20,3772,188,0.8333333333333334,0.87563120367561,0.10833059600554407,0.00241406902205199,0.11186348600313067,thyroid
KNN,15,0.05,1.1547005383792517,21,3772,188,0.8333333333333334,0.9011618535665517,0.1030419209273532,0.002371974987909198,0.10624423902481794,thyroid
KNN,15,0.05,1.1547005383792517,22,3772,188,0.8333333333333334,0.8900188594311833,0.1035735800396651,0.002249697921797633,0.10715107107535005,thyroid
KNN,15,0.05,1.1547005383792517,23,3772,188,0.7777777777777778,0.9222130918091911,0.09914240892976522,0.0026164869777858257,0.10319169401191175,thyroid
KNN,15,0.05,1.1547005383792517,24,3772,188,0.8333333333333334,0.945223013922062,0.1004824930569157,0.002964825020171702,0.10458804795052856,thyroid
KNN,15,0.05,1.1547005383792517,25,3772,188,0.8888888888888888,0.9079060006577587,0.1071703479392454,0.00221230904571712,0.11050950293429196,thyroid
KNN,15,0.05,1.1547005383792517,26,3772,188,0.7777777777777778,0.9099205670167995,0.10423377004917711,0.0025016230065375566,0.10827208193950355,thyroid
KNN,15,0.05,1.1547005383792517,27,3772,188,0.8333333333333334,0.8952309055870614,0.10078296798747033,0.0024766019778326154,0.10432809905614704,thyroid
KNN,15,0.05,1.1547005383792517,28,3772,188,0.7777777777777778,0.8959624636993814,0.10278947500046343,0.002327293041162193,0.10653208498843014,thyroid
KNN,15,0.05,1.1547005383792517,29,3772,188,0.8333333333333334,0.9104305635948414,0.10738560592290014,0.002563664922490716,0.11090035503730178,thyroid
KNN,15,0.1,0.8164965809277261,0,3772,377,0.8108108108108109,0.936167798096676,0.10618261096533388,0.00429509999230504,0.11202432191930711,thyroid
KNN,15,0.1,0.8164965809277261,1,3772,377,0.8108108108108109,0.9370664999844732,0.10615517501719296,0.005067849066108465,0.1125919590704143,thyroid
KNN,15,0.1,0.8164965809277261,2,3772,377,0.8108108108108109,0.9148612662235543,0.09651112696155906,0.005122886039316654,0.10293595807161182,thyroid
KNN,15,0.1,0.8164965809277261,3,3772,377,0.8378378378378378,0.936097175964134,0.10776917799375951,0.00409238098654896,0.11281980492640287,thyroid
KNN,15,0.1,0.8164965809277261,4,3772,377,0.8108108108108109,0.9355046427799917,0.10956887598149478,0.0034699260722845793,0.11397453292738646,thyroid
KNN,15,0.1,0.8164965809277261,5,3772,377,0.8918918918918919,0.9471401461686759,0.10334747703745961,0.005134404986165464,0.1098972400650382,thyroid
KNN,15,0.1,0.8164965809277261,6,3772,377,0.918918918918919,0.9292136153172192,0.10533805203158408,0.0037080809706822038,0.11011153599247336,thyroid
KNN,15,0.1,0.8164965809277261,7,3772,377,0.8918918918918919,0.9412043332140262,0.11067454202566296,0.004950155969709158,0.11680970201268792,thyroid
KNN,15,0.1,0.8164965809277261,8,3772,377,0.8108108108108109,0.9362526127148709,0.10642551304772496,0.004322775988839567,0.11167060700245202,thyroid
KNN,15,0.1,0.8164965809277261,9,3772,377,0.8648648648648649,0.9482333878663484,0.10364753601606935,0.0036846379516646266,0.10851022496353835,thyroid
KNN,15,0.1,0.8164965809277261,10,3772,377,0.8378378378378378,0.931732144938777,0.1043059240328148,0.003606738056987524,0.10881490400061011,thyroid
KNN,15,0.1,0.8164965809277261,11,3772,377,0.8648648648648649,0.9344092584837144,0.10729024396277964,0.004083561012521386,0.11257253296207637,thyroid
KNN,15,0.1,0.8164965809277261,12,3772,377,0.8648648648648649,0.9383035959386569,0.10834346211049706,0.00433544407133013,0.1139633619459346,thyroid
KNN,15,0.1,0.8164965809277261,13,3772,377,0.8108108108108109,0.9329193967526774,0.1047101819422096,0.0042073909426108,0.11033204395789653,thyroid
KNN,15,0.1,0.8164965809277261,14,3772,377,0.8918918918918919,0.940393196324695,0.10276641498785466,0.004535377025604248,0.10832965699955821,thyroid
KNN,15,0.1,0.8164965809277261,15,3772,377,0.8378378378378378,0.9535996727575157,0.10959045204799622,0.004470931948162615,0.11537608504295349,thyroid
KNN,15,0.1,0.8164965809277261,16,3772,377,0.8918918918918919,0.9272361146411613,0.10905142000410706,0.004299388034269214,0.11451226298231632,thyroid
KNN,15,0.1,0.8164965809277261,17,3772,377,0.8918918918918919,0.9524279029712743,0.11193584802094847,0.004504302982240915,0.11785616003908217,thyroid
KNN,15,0.1,0.8164965809277261,18,3772,377,0.8378378378378378,0.9381181404318109,0.10627461108379066,0.003968095988966525,0.11144282994791865,thyroid
KNN,15,0.1,0.8164965809277261,19,3772,377,0.8648648648648649,0.9394657321926656,0.10429852199740708,0.003993846010416746,0.10947709903120995,thyroid
KNN,15,0.1,0.8164965809277261,20,3772,377,0.918918918918919,0.9346766305003698,0.10474139708094299,0.004083091975189745,0.10994218301493675,thyroid
KNN,15,0.1,0.8164965809277261,21,3772,377,0.8378378378378378,0.9272952937789541,0.10442264401353896,0.004519160953350365,0.1102906339801848,thyroid
KNN,15,0.1,0.8164965809277261,22,3772,377,0.8918918918918919,0.9349046776685269,0.10130411991849542,0.004531127051450312,0.10710548597853631,thyroid
KNN,15,0.1,0.8164965809277261,23,3772,377,0.8918918918918919,0.9310461013997672,0.10639168601483107,0.004274458042345941,0.11213275999762118,thyroid
KNN,15,0.1,0.8164965809277261,24,3772,377,0.8108108108108109,0.942790720904433,0.10798162198625505,0.004925834946334362,0.1144258490530774,thyroid
KNN,15,0.1,0.8164965809277261,25,3772,377,0.8918918918918919,0.940919528478703,0.10615889600012451,0.004273924045264721,0.11145375098567456,thyroid
KNN,15,0.1,0.8164965809277261,26,3772,377,0.918918918918919,0.9378966109955661,0.1075496900593862,0.004419927950948477,0.11322006792761385,thyroid
KNN,15,0.1,0.8164965809277261,27,3772,377,0.8918918918918919,0.928937131314327,0.10386874398682266,0.004453056026250124,0.10957819898612797,thyroid
KNN,15,0.1,0.8164965809277261,28,3772,377,0.8378378378378378,0.942814687409374,0.10246707603801042,0.0045525380410254,0.10831210599280894,thyroid
KNN,15,0.1,0.8164965809277261,29,3772,377,0.8648648648648649,0.9528993021107841,0.10109585197642446,0.003917708992958069,0.10604991693980992,thyroid
KNN,15,0.2,0.5773502691896258,0,3772,754,0.8666666666666667,0.9646605301985383,0.1040678609861061,0.007608751999214292,0.11272162804380059,thyroid
KNN,15,0.2,0.5773502691896258,1,3772,754,0.8741721854304636,0.9598966861090337,0.09615670400671661,0.009930865024216473,0.10754087392706424,thyroid
KNN,15,0.2,0.5773502691896258,2,3772,754,0.9066666666666666,0.963471275400659,0.10797689610626549,0.009708871017210186,0.11889430496376008,thyroid
KNN,15,0.2,0.5773502691896258,3,3772,754,0.8933333333333333,0.9606871347039818,0.12632047396618873,0.013026622007600963,0.1409927480854094,thyroid
KNN,15,0.2,0.5773502691896258,4,3772,754,0.8933333333333333,0.9590944235762987,0.12231819005683064,0.009710798971354961,0.13342438696417958,thyroid
KNN,15,0.2,0.5773502691896258,5,3772,754,0.92,0.9578238582248384,0.11446419009007514,0.014162176055833697,0.13031933293677866,thyroid
KNN,15,0.2,0.5773502691896258,6,3772,754,0.9066666666666666,0.9643776672891259,0.12223018298391253,0.017698729992844164,0.1412136839935556,thyroid
KNN,15,0.2,0.5773502691896258,7,3772,754,0.9066666666666666,0.9643207423475897,0.12058128498028964,0.009243004024028778,0.13123078201897442,thyroid
KNN,15,0.2,0.5773502691896258,8,3772,754,0.92,0.9603083219260052,0.12039644201286137,0.00932322593871504,0.13133126497268677,thyroid
KNN,15,0.2,0.5773502691896258,9,3772,754,0.9066666666666666,0.957730423467251,0.11597894295118749,0.009378219023346901,0.12673736491706222,thyroid
KNN,15,0.2,0.5773502691896258,10,3772,754,0.9066666666666666,0.9631779758956677,0.11513609904795885,0.009890979039482772,0.12650202109944075,thyroid
KNN,15,0.2,0.5773502691896258,11,3772,754,0.88,0.9503077994445309,0.11256908299401402,0.0135711400071159,0.1277506249025464,thyroid
KNN,15,0.2,0.5773502691896258,12,3772,754,0.88,0.9572900261473022,0.11133381898980588,0.008593912003561854,0.1212980430573225,thyroid
KNN,15,0.2,0.5773502691896258,13,3772,754,0.8666666666666667,0.9585223340176651,0.10720048996154219,0.009335037088021636,0.11796731606591493,thyroid
KNN,15,0.2,0.5773502691896258,14,3772,754,0.8933333333333333,0.958875924404758,0.10850749094970524,0.01281652704346925,0.12278221093583852,thyroid
KNN,15,0.2,0.5773502691896258,15,3772,754,0.92,0.9603323451328267,0.10734425496775657,0.009542339015752077,0.11830627406015992,thyroid
KNN,15,0.2,0.5773502691896258,16,3772,754,0.88,0.9563718386184719,0.10646253207232803,0.010109856957569718,0.11796730593778193,thyroid
KNN,15,0.2,0.5773502691896258,17,3772,754,0.88,0.9635033175875277,0.11492997698951513,0.010893166065216064,0.1273704239865765,thyroid
KNN,15,0.2,0.5773502691896258,18,3772,754,0.9066666666666666,0.9586940722956105,0.10998721199575812,0.010749915963970125,0.12232068600133061,thyroid
KNN,15,0.2,0.5773502691896258,19,3772,754,0.92,0.9604935051925351,0.11793016199953854,0.011169363046064973,0.1307469269959256,thyroid
KNN,15,0.2,0.5773502691896258,20,3772,754,0.92,0.959784073579258,0.1104166149161756,0.011320464895106852,0.123672078945674,thyroid
KNN,15,0.2,0.5773502691896258,21,3772,754,0.9066666666666666,0.9629000734554193,0.12173599796369672,0.010493489913642406,0.13389016699511558,thyroid
KNN,15,0.2,0.5773502691896258,22,3772,754,0.9333333333333333,0.9625145842101078,0.11219577502924949,0.01017021806910634,0.1239606470335275,thyroid
KNN,15,0.2,0.5773502691896258,23,3772,754,0.8666666666666667,0.959549383429856,0.11804314807523042,0.008151844958774745,0.12797622592188418,thyroid
KNN,15,0.2,0.5773502691896258,24,3772,754,0.9066666666666666,0.9611329446893101,0.11515151499770582,0.00991089001763612,0.12665453099180013,thyroid
KNN,15,0.2,0.5773502691896258,25,3772,754,0.88,0.9676498894957745,0.11184519797097892,0.010763227008283138,0.12453326303511858,thyroid
KNN,15,0.2,0.5773502691896258,26,3772,754,0.8933333333333333,0.9601331382445516,0.1144731679232791,0.012670060968957841,0.12875690695364028,thyroid
KNN,15,0.2,0.5773502691896258,27,3772,754,0.88,0.9515924567271445,0.1135393240256235,0.010208280989900231,0.1253615040332079,thyroid
KNN,15,0.2,0.5773502691896258,28,3772,754,0.88,0.9625114596058181,0.11744459997862577,0.01078640902414918,0.1298962199361995,thyroid
KNN,15,0.2,0.5773502691896258,29,3772,754,0.96,0.9562653016459839,0.11086105601862073,0.007956853020004928,0.12050113105215132,thyroid
